id,venta_id
EN0030411,VE0063144
EN0030412,VE0086187
EN0030413,VE0079997
EN0030414,VE0088479
EN0030415,VE0087692
EN0030416,VE0085286
EN0030417,VE0097054
EN0030418,VE0027258
EN0030419,VE0019275
EN0030420,VE0086241
EN0030421,VE0077230
EN0030422,VE0052636
EN0030423,VE0053727
EN0030424,VE0025477
EN0030425,VE0040025
EN0030426,VE0082345
EN0030427,VE0056288
EN0030428,VE0053323
EN0030429,VE0093228
EN0030430,VE0096792
EN0030431,VE0068308
EN0030432,VE0000524
EN0030433,VE0040340
EN0030434,VE0013452
EN0030435,VE0002059
EN0030436,VE0003613
EN0030437,VE0066059
EN0030438,VE0075350
EN0030439,VE0022496
EN0030440,VE0005264
EN0030441,VE0005075
EN0030442,VE0014571
EN0030443,VE0043853
EN0030444,VE0086212
EN0030445,VE0038638
EN0030446,VE0076630
EN0030447,VE0008895
EN0030448,VE0064669
EN0030449,VE0036217
EN0030450,VE0004652
EN0030451,VE0003603
EN0030452,VE0081903
EN0030453,VE0012486
EN0030454,VE0023402
EN0030455,VE0048166
EN0030456,VE0028480
EN0030457,VE0099119
EN0030458,VE0092807
EN0030459,VE0083111
EN0030460,VE0044344
EN0030461,VE0032790
EN0030462,VE0060558
EN0030463,VE0047794
EN0030464,VE0077716
EN0030465,VE0057992
EN0030466,VE0012322
EN0030467,VE0076849
EN0030468,VE0049001
EN0030469,VE0028845
EN0030470,VE0033233
EN0030471,VE0027549
EN0030472,VE0070567
EN0030473,VE0045539
EN0030474,VE0085559
EN0030475,VE0058081
EN0030476,VE0069595
EN0030477,VE0063164
EN0030478,VE0054122
EN0030479,VE0078584
EN0030480,VE0066850
EN0030481,VE0075163
EN0030482,VE0078013
EN0030483,VE0059627
EN0030484,VE0067828
EN0030485,VE0090097
EN0030486,VE0053677
EN0030487,VE0018421
EN0030488,VE0036472
EN0030489,VE0011481
EN0030490,VE0016786
EN0030491,VE0091458
EN0030492,VE0038180
EN0030493,VE0006023
EN0030494,VE0034094
EN0030495,VE0072093
EN0030496,VE0072935
EN0030497,VE0087684
EN0030498,VE0049263
EN0030499,VE0035602
EN0030500,VE0079660
EN0030501,VE0064317
EN0030502,VE0049475
EN0030503,VE0059414
EN0030504,VE0031161
EN0030505,VE0023053
EN0030506,VE0092144
EN0030507,VE0075722
EN0030508,VE0023769
EN0030509,VE0018011
EN0030510,VE0098480
EN0030511,VE0074857
EN0030512,VE0067885
EN0030513,VE0016514
EN0030514,VE0068475
EN0030515,VE0014719
EN0030516,VE0021279
EN0030517,VE0028077
EN0030518,VE0028756
EN0030519,VE0000448
EN0030520,VE0013002
EN0030521,VE0002286
EN0030522,VE0038607
EN0030523,VE0046737
EN0030524,VE0061931
EN0030525,VE0078998
EN0030526,VE0047184
EN0030527,VE0021311
EN0030528,VE0026877
EN0030529,VE0074770
EN0030530,VE0096032
EN0030531,VE0083880
EN0030532,VE0065321
EN0030533,VE0039427
EN0030534,VE0010439
EN0030535,VE0015677
EN0030536,VE0005273
EN0030537,VE0047299
EN0030538,VE0005442
EN0030539,VE0079309
EN0030540,VE0086420
EN0030541,VE0051395
EN0030542,VE0028653
EN0030543,VE0012049
EN0030544,VE0015436
EN0030545,VE0010712
EN0030546,VE0009124
EN0030547,VE0092014
EN0030548,VE0035624
EN0030549,VE0098909
EN0030550,VE0037180
EN0030551,VE0068504
EN0030552,VE0045222
EN0030553,VE0051962
EN0030554,VE0083089
EN0030555,VE0037229
EN0030556,VE0078328
EN0030557,VE0092240
EN0030558,VE0082572
EN0030559,VE0099413
EN0030560,VE0023158
EN0030561,VE0086612
EN0030562,VE0061928
EN0030563,VE0036993
EN0030564,VE0032193
EN0030565,VE0023991
EN0030566,VE0098744
EN0030567,VE0073119
EN0030568,VE0089201
EN0030569,VE0003759
EN0030570,VE0093242
EN0030571,VE0004477
EN0030572,VE0047818
EN0030573,VE0004134
EN0030574,VE0012205
EN0030575,VE0091717
EN0030576,VE0005143
EN0030577,VE0050807
EN0030578,VE0034120
EN0030579,VE0013098
EN0030580,VE0077811
EN0030581,VE0088259
EN0030582,VE0033108
EN0030583,VE0043622
EN0030584,VE0016203
EN0030585,VE0052588
EN0030586,VE0096378
EN0030587,VE0085500
EN0030588,VE0013817
EN0030589,VE0064623
EN0030590,VE0013904
EN0030591,VE0042477
EN0030592,VE0049701
EN0030593,VE0042624
EN0030594,VE0073602
EN0030595,VE0076305
EN0030596,VE0019476
EN0030597,VE0097185
EN0030598,VE0028667
EN0030599,VE0074388
EN0030600,VE0069350
EN0030601,VE0063106
EN0030602,VE0038938
EN0030603,VE0025919
EN0030604,VE0090177
EN0030605,VE0082393
EN0030606,VE0083359
EN0030607,VE0086886
EN0030608,VE0049841
EN0030609,VE0019138
EN0030610,VE0023228
EN0030611,VE0066317
EN0030612,VE0052297
EN0030613,VE0028483
EN0030614,VE0004060
EN0030615,VE0051817
EN0030616,VE0063555
EN0030617,VE0046035
EN0030618,VE0068456
EN0030619,VE0079421
EN0030620,VE0030227
EN0030621,VE0094125
EN0030622,VE0050402
EN0030623,VE0055692
EN0030624,VE0082033
EN0030625,VE0032480
EN0030626,VE0067496
EN0030627,VE0045297
EN0030628,VE0053439
EN0030629,VE0028037
EN0030630,VE0051646
EN0030631,VE0032247
EN0030632,VE0063883
EN0030633,VE0087981
EN0030634,VE0093951
EN0030635,VE0002158
EN0030636,VE0065312
EN0030637,VE0039359
EN0030638,VE0034374
EN0030639,VE0005921
EN0030640,VE0073757
EN0030641,VE0093330
EN0030642,VE0042907
EN0030643,VE0071258
EN0030644,VE0019999
EN0030645,VE0036424
EN0030646,VE0017425
EN0030647,VE0015962
EN0030648,VE0003705
EN0030649,VE0016590
EN0030650,VE0056316
EN0030651,VE0082247
EN0030652,VE0070277
EN0030653,VE0054100
EN0030654,VE0039574
EN0030655,VE0021063
EN0030656,VE0045727
EN0030657,VE0002259
EN0030658,VE0061046
EN0030659,VE0051142
EN0030660,VE0086014
EN0030661,VE0086533
EN0030662,VE0008625
EN0030663,VE0046987
EN0030664,VE0050847
EN0030665,VE0070950
EN0030666,VE0098840
EN0030667,VE0052003
EN0030668,VE0067582
EN0030669,VE0029751
EN0030670,VE0003407
EN0030671,VE0030668
EN0030672,VE0087550
EN0030673,VE0053550
EN0030674,VE0062332
EN0030675,VE0019780
EN0030676,VE0055924
EN0030677,VE0099403
EN0030678,VE0024161
EN0030679,VE0030265
EN0030680,VE0082907
EN0030681,VE0097517
EN0030682,VE0097662
EN0030683,VE0022266
EN0030684,VE0081915
EN0030685,VE0097362
EN0030686,VE0036503
EN0030687,VE0051495
EN0030688,VE0087259
EN0030689,VE0040058
EN0030690,VE0022104
EN0030691,VE0069000
EN0030692,VE0046877
EN0030693,VE0066015
EN0030694,VE0055700
EN0030695,VE0097683
EN0030696,VE0099294
EN0030697,VE0021814
EN0030698,VE0046866
EN0030699,VE0089284
EN0030700,VE0049771
EN0030701,VE0091051
EN0030702,VE0086867
EN0030703,VE0048362
EN0030704,VE0093374
EN0030705,VE0067556
EN0030706,VE0093943
EN0030707,VE0051122
EN0030708,VE0014091
EN0030709,VE0028582
EN0030710,VE0058380
EN0030711,VE0031186
EN0030712,VE0040820
EN0030713,VE0036184
EN0030714,VE0099770
EN0030715,VE0050508
EN0030716,VE0019689
EN0030717,VE0025561
EN0030718,VE0029765
EN0030719,VE0002638
EN0030720,VE0019304
EN0030721,VE0000671
EN0030722,VE0039029
EN0030723,VE0099677
EN0030724,VE0023024
EN0030725,VE0069843
EN0030726,VE0095459
EN0030727,VE0085400
EN0030728,VE0047697
EN0030729,VE0027475
EN0030730,VE0076682
EN0030731,VE0057260
EN0030732,VE0058545
EN0030733,VE0070910
EN0030734,VE0048384
EN0030735,VE0081723
EN0030736,VE0003501
EN0030737,VE0094276
EN0030738,VE0035437
EN0030739,VE0034466
EN0030740,VE0094199
EN0030741,VE0015312
EN0030742,VE0055187
EN0030743,VE0035084
EN0030744,VE0077096
EN0030745,VE0044603
EN0030746,VE0093858
EN0030747,VE0072282
EN0030748,VE0009987
EN0030749,VE0070308
EN0030750,VE0034792
EN0030751,VE0080975
EN0030752,VE0053042
EN0030753,VE0089669
EN0030754,VE0007829
EN0030755,VE0023788
EN0030756,VE0084325
EN0030757,VE0016640
EN0030758,VE0062792
EN0030759,VE0008755
EN0030760,VE0021125
EN0030761,VE0062297
EN0030762,VE0096087
EN0030763,VE0034155
EN0030764,VE0073430
EN0030765,VE0028419
EN0030766,VE0056215
EN0030767,VE0037095
EN0030768,VE0038045
EN0030769,VE0052922
EN0030770,VE0023509
EN0030771,VE0064025
EN0030772,VE0063742
EN0030773,VE0001762
EN0030774,VE0087667
EN0030775,VE0088480
EN0030776,VE0070940
EN0030777,VE0035678
EN0030778,VE0041989
EN0030779,VE0087444
EN0030780,VE0030201
EN0030781,VE0085758
EN0030782,VE0019232
EN0030783,VE0071538
EN0030784,VE0006722
EN0030785,VE0044197
EN0030786,VE0071825
EN0030787,VE0009217
EN0030788,VE0031452
EN0030789,VE0065398
EN0030790,VE0023471
EN0030791,VE0045182
EN0030792,VE0010918
EN0030793,VE0049793
EN0030794,VE0026163
EN0030795,VE0097910
EN0030796,VE0023976
EN0030797,VE0025455
EN0030798,VE0041416
EN0030799,VE0005385
EN0030800,VE0036846
EN0030801,VE0027530
EN0030802,VE0025434
EN0030803,VE0009001
EN0030804,VE0066116
EN0030805,VE0090207
EN0030806,VE0016563
EN0030807,VE0005951
EN0030808,VE0081855
EN0030809,VE0098064
EN0030810,VE0086558
EN0030811,VE0081578
EN0030812,VE0069475
EN0030813,VE0040398
EN0030814,VE0058967
EN0030815,VE0088647
EN0030816,VE0058898
EN0030817,VE0091919
EN0030818,VE0082812
EN0030819,VE0026576
EN0030820,VE0023469
EN0030821,VE0036366
EN0030822,VE0039480
EN0030823,VE0096950
EN0030824,VE0077305
EN0030825,VE0034136
EN0030826,VE0062590
EN0030827,VE0081110
EN0030828,VE0055508
EN0030829,VE0026115
EN0030830,VE0096758
EN0030831,VE0014630
EN0030832,VE0069265
EN0030833,VE0013676
EN0030834,VE0003329
EN0030835,VE0044123
EN0030836,VE0094937
EN0030837,VE0011356
EN0030838,VE0093392
EN0030839,VE0015522
EN0030840,VE0030237
EN0030841,VE0052861
EN0030842,VE0068424
EN0030843,VE0016201
EN0030844,VE0067336
EN0030845,VE0002065
EN0030846,VE0020226
EN0030847,VE0086824
EN0030848,VE0015139
EN0030849,VE0078417
EN0030850,VE0089288
EN0030851,VE0061670
EN0030852,VE0070620
EN0030853,VE0036789
EN0030854,VE0050270
EN0030855,VE0092343
EN0030856,VE0086253
EN0030857,VE0081155
EN0030858,VE0022275
EN0030859,VE0085769
EN0030860,VE0010745
EN0030861,VE0036354
EN0030862,VE0048198
EN0030863,VE0021297
EN0030864,VE0012295
EN0030865,VE0062808
EN0030866,VE0038958
EN0030867,VE0078212
EN0030868,VE0015715
EN0030869,VE0010063
EN0030870,VE0013071
EN0030871,VE0078069
EN0030872,VE0053814
EN0030873,VE0053518
EN0030874,VE0092948
EN0030875,VE0074974
EN0030876,VE0096229
EN0030877,VE0055848
EN0030878,VE0067921
EN0030879,VE0070118
EN0030880,VE0065828
EN0030881,VE0028854
EN0030882,VE0099980
EN0030883,VE0024473
EN0030884,VE0030197
EN0030885,VE0068779
EN0030886,VE0022340
EN0030887,VE0069583
EN0030888,VE0084606
EN0030889,VE0048867
EN0030890,VE0001969
EN0030891,VE0069524
EN0030892,VE0037117
EN0030893,VE0071414
EN0030894,VE0048284
EN0030895,VE0076054
EN0030896,VE0046003
EN0030897,VE0088595
EN0030898,VE0075064
EN0030899,VE0063479
EN0030900,VE0096382
EN0030901,VE0052153
EN0030902,VE0048124
EN0030903,VE0051032
EN0030904,VE0055448
EN0030905,VE0025399
EN0030906,VE0094452
EN0030907,VE0049005
EN0030908,VE0062620
EN0030909,VE0052985
EN0030910,VE0090355
EN0030911,VE0095535
EN0030912,VE0084309
EN0030913,VE0048263
EN0030914,VE0051270
EN0030915,VE0006818
EN0030916,VE0029500
EN0030917,VE0006454
EN0030918,VE0015355
EN0030919,VE0038652
EN0030920,VE0042179
EN0030921,VE0031903
EN0030922,VE0011788
EN0030923,VE0037268
EN0030924,VE0007628
EN0030925,VE0007299
EN0030926,VE0052735
EN0030927,VE0063536
EN0030928,VE0055726
EN0030929,VE0071047
EN0030930,VE0014068
EN0030931,VE0000553
EN0030932,VE0099915
EN0030933,VE0004877
EN0030934,VE0054324
EN0030935,VE0033807
EN0030936,VE0094916
EN0030937,VE0094141
EN0030938,VE0026105
EN0030939,VE0070338
EN0030940,VE0083014
EN0030941,VE0071442
EN0030942,VE0088526
EN0030943,VE0040679
EN0030944,VE0017475
EN0030945,VE0024322
EN0030946,VE0036710
EN0030947,VE0084188
EN0030948,VE0051238
EN0030949,VE0028003
EN0030950,VE0008546
EN0030951,VE0061463
EN0030952,VE0075957
EN0030953,VE0024840
EN0030954,VE0023213
EN0030955,VE0017647
EN0030956,VE0088691
EN0030957,VE0032945
EN0030958,VE0041072
EN0030959,VE0083132
EN0030960,VE0027637
EN0030961,VE0042439
EN0030962,VE0087427
EN0030963,VE0064078
EN0030964,VE0045933
EN0030965,VE0021689
EN0030966,VE0013077
EN0030967,VE0001207
EN0030968,VE0031767
EN0030969,VE0018002
EN0030970,VE0042922
EN0030971,VE0088489
EN0030972,VE0029073
EN0030973,VE0098327
EN0030974,VE0059005
EN0030975,VE0022940
EN0030976,VE0080758
EN0030977,VE0080886
EN0030978,VE0029922
EN0030979,VE0000632
EN0030980,VE0052630
EN0030981,VE0017362
EN0030982,VE0013273
EN0030983,VE0007790
EN0030984,VE0093884
EN0030985,VE0024192
EN0030986,VE0017248
EN0030987,VE0083281
EN0030988,VE0085320
EN0030989,VE0044300
EN0030990,VE0045406
EN0030991,VE0093599
EN0030992,VE0018012
EN0030993,VE0016570
EN0030994,VE0014105
EN0030995,VE0053334
EN0030996,VE0086366
EN0030997,VE0014309
EN0030998,VE0036955
EN0030999,VE0050914
EN0031000,VE0098251
EN0031001,VE0062191
EN0031002,VE0066492
EN0031003,VE0015222
EN0031004,VE0030291
EN0031005,VE0011768
EN0031006,VE0043254
EN0031007,VE0012179
EN0031008,VE0071651
EN0031009,VE0032268
EN0031010,VE0039395
EN0031011,VE0046733
EN0031012,VE0078393
EN0031013,VE0036626
EN0031014,VE0046846
EN0031015,VE0018518
EN0031016,VE0064318
EN0031017,VE0095652
EN0031018,VE0099194
EN0031019,VE0065315
EN0031020,VE0083664
EN0031021,VE0017478
EN0031022,VE0003645
EN0031023,VE0037573
EN0031024,VE0017898
EN0031025,VE0036285
EN0031026,VE0028307
EN0031027,VE0092683
EN0031028,VE0023780
EN0031029,VE0078228
EN0031030,VE0059191
EN0031031,VE0006060
EN0031032,VE0000708
EN0031033,VE0056762
EN0031034,VE0005731
EN0031035,VE0046578
EN0031036,VE0003586
EN0031037,VE0021436
EN0031038,VE0041300
EN0031039,VE0003155
EN0031040,VE0037367
EN0031041,VE0023962
EN0031042,VE0020505
EN0031043,VE0077715
EN0031044,VE0088371
EN0031045,VE0078751
EN0031046,VE0087565
EN0031047,VE0039963
EN0031048,VE0092809
EN0031049,VE0095360
EN0031050,VE0028463
EN0031051,VE0017826
EN0031052,VE0075849
EN0031053,VE0094911
EN0031054,VE0091552
EN0031055,VE0047099
EN0031056,VE0068328
EN0031057,VE0079816
EN0031058,VE0006907
EN0031059,VE0076309
EN0031060,VE0086933
EN0031061,VE0013130
EN0031062,VE0025773
EN0031063,VE0098698
EN0031064,VE0094797
EN0031065,VE0071719
EN0031066,VE0031583
EN0031067,VE0079647
EN0031068,VE0013903
EN0031069,VE0063756
EN0031070,VE0092739
EN0031071,VE0038865
EN0031072,VE0041809
EN0031073,VE0049047
EN0031074,VE0063523
EN0031075,VE0044300
EN0031076,VE0088504
EN0031077,VE0049080
EN0031078,VE0082645
EN0031079,VE0082980
EN0031080,VE0081860
EN0031081,VE0039179
EN0031082,VE0004156
EN0031083,VE0031746
EN0031084,VE0000914
EN0031085,VE0057092
EN0031086,VE0055773
EN0031087,VE0094600
EN0031088,VE0022946
EN0031089,VE0058553
EN0031090,VE0065924
EN0031091,VE0056755
EN0031092,VE0031185
EN0031093,VE0005299
EN0031094,VE0079738
EN0031095,VE0023695
EN0031096,VE0048148
EN0031097,VE0003700
EN0031098,VE0080271
EN0031099,VE0078507
EN0031100,VE0066478
EN0031101,VE0037828
EN0031102,VE0021737
EN0031103,VE0054814
EN0031104,VE0065216
EN0031105,VE0015800
EN0031106,VE0092824
EN0031107,VE0091332
EN0031108,VE0071811
EN0031109,VE0055026
EN0031110,VE0039506
EN0031111,VE0019209
EN0031112,VE0032875
EN0031113,VE0075497
EN0031114,VE0062821
EN0031115,VE0053700
EN0031116,VE0066688
EN0031117,VE0083841
EN0031118,VE0067777
EN0031119,VE0074324
EN0031120,VE0020215
EN0031121,VE0010014
EN0031122,VE0097342
EN0031123,VE0053414
EN0031124,VE0039828
EN0031125,VE0023176
EN0031126,VE0011513
EN0031127,VE0034632
EN0031128,VE0048667
EN0031129,VE0067915
EN0031130,VE0054315
EN0031131,VE0038592
EN0031132,VE0032159
EN0031133,VE0061957
EN0031134,VE0080266
EN0031135,VE0079865
EN0031136,VE0079696
EN0031137,VE0060879
EN0031138,VE0086229
EN0031139,VE0002451
EN0031140,VE0029867
EN0031141,VE0074656
EN0031142,VE0061648
EN0031143,VE0086435
EN0031144,VE0022949
EN0031145,VE0067205
EN0031146,VE0032278
EN0031147,VE0040410
EN0031148,VE0012473
EN0031149,VE0032211
EN0031150,VE0018059
EN0031151,VE0052423
EN0031152,VE0038359
EN0031153,VE0038411
EN0031154,VE0014991
EN0031155,VE0056364
EN0031156,VE0024229
EN0031157,VE0029841
EN0031158,VE0076924
EN0031159,VE0069416
EN0031160,VE0084692
EN0031161,VE0037521
EN0031162,VE0035717
EN0031163,VE0065137
EN0031164,VE0090937
EN0031165,VE0080704
EN0031166,VE0028900
EN0031167,VE0022469
EN0031168,VE0009712
EN0031169,VE0087506
EN0031170,VE0030045
EN0031171,VE0051811
EN0031172,VE0011183
EN0031173,VE0013461
EN0031174,VE0094846
EN0031175,VE0015188
EN0031176,VE0002439
EN0031177,VE0050554
EN0031178,VE0091615
EN0031179,VE0085242
EN0031180,VE0087099
EN0031181,VE0063961
EN0031182,VE0012706
EN0031183,VE0072810
EN0031184,VE0068540
EN0031185,VE0084050
EN0031186,VE0095014
EN0031187,VE0050815
EN0031188,VE0003278
EN0031189,VE0006432
EN0031190,VE0082918
EN0031191,VE0050721
EN0031192,VE0003982
EN0031193,VE0080619
EN0031194,VE0035824
EN0031195,VE0077684
EN0031196,VE0072863
EN0031197,VE0075350
EN0031198,VE0030955
EN0031199,VE0003375
EN0031200,VE0030056
EN0031201,VE0047720
EN0031202,VE0069959
EN0031203,VE0004632
EN0031204,VE0043855
EN0031205,VE0013685
EN0031206,VE0052845
EN0031207,VE0086585
EN0031208,VE0036233
EN0031209,VE0075358
EN0031210,VE0030138
EN0031211,VE0068294
EN0031212,VE0084036
EN0031213,VE0063680
EN0031214,VE0074052
EN0031215,VE0005006
EN0031216,VE0024288
EN0031217,VE0051100
EN0031218,VE0009750
EN0031219,VE0024813
EN0031220,VE0047318
EN0031221,VE0030790
EN0031222,VE0039640
EN0031223,VE0068380
EN0031224,VE0033312
EN0031225,VE0081783
EN0031226,VE0018409
EN0031227,VE0064845
EN0031228,VE0047649
EN0031229,VE0071514
EN0031230,VE0055823
EN0031231,VE0066133
EN0031232,VE0000423
EN0031233,VE0006722
EN0031234,VE0058557
EN0031235,VE0070309
EN0031236,VE0085741
EN0031237,VE0070777
EN0031238,VE0091239
EN0031239,VE0057447
EN0031240,VE0027595
EN0031241,VE0018185
EN0031242,VE0069334
EN0031243,VE0076002
EN0031244,VE0092632
EN0031245,VE0097681
EN0031246,VE0007617
EN0031247,VE0025239
EN0031248,VE0033431
EN0031249,VE0071667
EN0031250,VE0045069
EN0031251,VE0061964
EN0031252,VE0069078
EN0031253,VE0035097
EN0031254,VE0062308
EN0031255,VE0094399
EN0031256,VE0049919
EN0031257,VE0034329
EN0031258,VE0029879
EN0031259,VE0008503
EN0031260,VE0068678
EN0031261,VE0024309
EN0031262,VE0003787
EN0031263,VE0026533
EN0031264,VE0097636
EN0031265,VE0014167
EN0031266,VE0022262
EN0031267,VE0093245
EN0031268,VE0044625
EN0031269,VE0010822
EN0031270,VE0083121
EN0031271,VE0030842
EN0031272,VE0058958
EN0031273,VE0030627
EN0031274,VE0060306
EN0031275,VE0039926
EN0031276,VE0027685
EN0031277,VE0040808
EN0031278,VE0085499
EN0031279,VE0052922
EN0031280,VE0038084
EN0031281,VE0029315
EN0031282,VE0070725
EN0031283,VE0007951
EN0031284,VE0089313
EN0031285,VE0088874
EN0031286,VE0084453
EN0031287,VE0024632
EN0031288,VE0091775
EN0031289,VE0038842
EN0031290,VE0039633
EN0031291,VE0078803
EN0031292,VE0027259
EN0031293,VE0052758
EN0031294,VE0055352
EN0031295,VE0026553
EN0031296,VE0073154
EN0031297,VE0064357
EN0031298,VE0061340
EN0031299,VE0004926
EN0031300,VE0078558
EN0031301,VE0010092
EN0031302,VE0088873
EN0031303,VE0032299
EN0031304,VE0092757
EN0031305,VE0015159
EN0031306,VE0054044
EN0031307,VE0009877
EN0031308,VE0051343
EN0031309,VE0025761
EN0031310,VE0067596
EN0031311,VE0041328
EN0031312,VE0029664
EN0031313,VE0082891
EN0031314,VE0008690
EN0031315,VE0078921
EN0031316,VE0004375
EN0031317,VE0027881
EN0031318,VE0086526
EN0031319,VE0096401
EN0031320,VE0059865
EN0031321,VE0042241
EN0031322,VE0072327
EN0031323,VE0087888
EN0031324,VE0005095
EN0031325,VE0051681
EN0031326,VE0083956
EN0031327,VE0024470
EN0031328,VE0004521
EN0031329,VE0027018
EN0031330,VE0001638
EN0031331,VE0014199
EN0031332,VE0085448
EN0031333,VE0078342
EN0031334,VE0069969
EN0031335,VE0046703
EN0031336,VE0049646
EN0031337,VE0037931
EN0031338,VE0061155
EN0031339,VE0082745
EN0031340,VE0091603
EN0031341,VE0067551
EN0031342,VE0013792
EN0031343,VE0049678
EN0031344,VE0012234
EN0031345,VE0021562
EN0031346,VE0002835
EN0031347,VE0018126
EN0031348,VE0019382
EN0031349,VE0069852
EN0031350,VE0051092
EN0031351,VE0025286
EN0031352,VE0048834
EN0031353,VE0094032
EN0031354,VE0061618
EN0031355,VE0034355
EN0031356,VE0031141
EN0031357,VE0077598
EN0031358,VE0045166
EN0031359,VE0026993
EN0031360,VE0021171
EN0031361,VE0093627
EN0031362,VE0029110
EN0031363,VE0025570
EN0031364,VE0000839
EN0031365,VE0050221
EN0031366,VE0039225
EN0031367,VE0030742
EN0031368,VE0064851
EN0031369,VE0020824
EN0031370,VE0086785
EN0031371,VE0077831
EN0031372,VE0081901
EN0031373,VE0058271
EN0031374,VE0058675
EN0031375,VE0048174
EN0031376,VE0007270
EN0031377,VE0043856
EN0031378,VE0034816
EN0031379,VE0061681
EN0031380,VE0059536
EN0031381,VE0098882
EN0031382,VE0053930
EN0031383,VE0002780
EN0031384,VE0066970
EN0031385,VE0003711
EN0031386,VE0066339
EN0031387,VE0039748
EN0031388,VE0048440
EN0031389,VE0060445
EN0031390,VE0013546
EN0031391,VE0030040
EN0031392,VE0048362
EN0031393,VE0016640
EN0031394,VE0001680
EN0031395,VE0034556
EN0031396,VE0013338
EN0031397,VE0085608
EN0031398,VE0062349
EN0031399,VE0019680
EN0031400,VE0075897
EN0031401,VE0077503
EN0031402,VE0071579
EN0031403,VE0011408
EN0031404,VE0063624
EN0031405,VE0052277
EN0031406,VE0093588
EN0031407,VE0033183
EN0031408,VE0041019
EN0031409,VE0089243
EN0031410,VE0059010
EN0031411,VE0051246
EN0031412,VE0024704
EN0031413,VE0020522
EN0031414,VE0040421
EN0031415,VE0046840
EN0031416,VE0070415
EN0031417,VE0098313
EN0031418,VE0002239
EN0031419,VE0033110
EN0031420,VE0043372
EN0031421,VE0028772
EN0031422,VE0023280
EN0031423,VE0009773
EN0031424,VE0046755
EN0031425,VE0052436
EN0031426,VE0065550
EN0031427,VE0082481
EN0031428,VE0068537
EN0031429,VE0019935
EN0031430,VE0098796
EN0031431,VE0020089
EN0031432,VE0073102
EN0031433,VE0092316
EN0031434,VE0082623
EN0031435,VE0091792
EN0031436,VE0086829
EN0031437,VE0083521
EN0031438,VE0089367
EN0031439,VE0003881
EN0031440,VE0008831
EN0031441,VE0052789
EN0031442,VE0059558
EN0031443,VE0079050
EN0031444,VE0095869
EN0031445,VE0029332
EN0031446,VE0018939
EN0031447,VE0051466
EN0031448,VE0066192
EN0031449,VE0063147
EN0031450,VE0051060
EN0031451,VE0028696
EN0031452,VE0010710
EN0031453,VE0026458
EN0031454,VE0074980
EN0031455,VE0087833
EN0031456,VE0013741
EN0031457,VE0079404
EN0031458,VE0077517
EN0031459,VE0014197
EN0031460,VE0054181
EN0031461,VE0017618
EN0031462,VE0026188
EN0031463,VE0054798
EN0031464,VE0074324
EN0031465,VE0051125
EN0031466,VE0002909
EN0031467,VE0078058
EN0031468,VE0069652
EN0031469,VE0060169
EN0031470,VE0093148
EN0031471,VE0011952
EN0031472,VE0073163
EN0031473,VE0086919
EN0031474,VE0095559
EN0031475,VE0048026
EN0031476,VE0006485
EN0031477,VE0063405
EN0031478,VE0029271
EN0031479,VE0007536
EN0031480,VE0087265
EN0031481,VE0099069
EN0031482,VE0080906
EN0031483,VE0087852
EN0031484,VE0093212
EN0031485,VE0039915
EN0031486,VE0080709
EN0031487,VE0082999
EN0031488,VE0018876
EN0031489,VE0027692
EN0031490,VE0034568
EN0031491,VE0008569
EN0031492,VE0019010
EN0031493,VE0057394
EN0031494,VE0061917
EN0031495,VE0091580
EN0031496,VE0014417
EN0031497,VE0081755
EN0031498,VE0080308
EN0031499,VE0051494
EN0031500,VE0018401
EN0031501,VE0014044
EN0031502,VE0086264
EN0031503,VE0052831
EN0031504,VE0003164
EN0031505,VE0094317
EN0031506,VE0012732
EN0031507,VE0062900
EN0031508,VE0033435
EN0031509,VE0096887
EN0031510,VE0092732
EN0031511,VE0094936
EN0031512,VE0082538
EN0031513,VE0006102
EN0031514,VE0070435
EN0031515,VE0053520
EN0031516,VE0046988
EN0031517,VE0010233
EN0031518,VE0092289
EN0031519,VE0058166
EN0031520,VE0081558
EN0031521,VE0068502
EN0031522,VE0001947
EN0031523,VE0075419
EN0031524,VE0068959
EN0031525,VE0051473
EN0031526,VE0076964
EN0031527,VE0057798
EN0031528,VE0052499
EN0031529,VE0052759
EN0031530,VE0015257
EN0031531,VE0035319
EN0031532,VE0093457
EN0031533,VE0050704
EN0031534,VE0046161
EN0031535,VE0086666
EN0031536,VE0031910
EN0031537,VE0031967
EN0031538,VE0092691
EN0031539,VE0051630
EN0031540,VE0050935
EN0031541,VE0004976
EN0031542,VE0036181
EN0031543,VE0069208
EN0031544,VE0091535
EN0031545,VE0033954
EN0031546,VE0004560
EN0031547,VE0090237
EN0031548,VE0004645
EN0031549,VE0049261
EN0031550,VE0076643
EN0031551,VE0056844
EN0031552,VE0070673
EN0031553,VE0088291
EN0031554,VE0091685
EN0031555,VE0055280
EN0031556,VE0024676
EN0031557,VE0028600
EN0031558,VE0014647
EN0031559,VE0005860
EN0031560,VE0083641
EN0031561,VE0034507
EN0031562,VE0007508
EN0031563,VE0098596
EN0031564,VE0025664
EN0031565,VE0036248
EN0031566,VE0002166
EN0031567,VE0096322
EN0031568,VE0031172
EN0031569,VE0059341
EN0031570,VE0020753
EN0031571,VE0064096
EN0031572,VE0078536
EN0031573,VE0009812
EN0031574,VE0061224
EN0031575,VE0003706
EN0031576,VE0034160
