id,colaborador_id,usuario_id,tipocolaborador_id
UC0025296,CL0025296,US0025296,TP00001
UC0025297,CL0025297,US0025297,TP00002
UC0025298,CL0025298,US0025298,TP00002
UC0025299,CL0025299,US0025299,TP00002
UC0025300,CL0025300,US0025300,TP00002
UC0025301,CL0025301,US0025301,TP00001
UC0025302,CL0025302,US0025302,TP00003
UC0025303,CL0025303,US0025303,TP00001
UC0025304,CL0025304,US0025304,TP00003
UC0025305,CL0025305,US0025305,TP00001
UC0025306,CL0025306,US0025306,TP00001
UC0025307,CL0025307,US0025307,TP00002
UC0025308,CL0025308,US0025308,TP00002
UC0025309,CL0025309,US0025309,TP00003
UC0025310,CL0025310,US0025310,TP00003
UC0025311,CL0025311,US0025311,TP00001
UC0025312,CL0025312,US0025312,TP00001
UC0025313,CL0025313,US0025313,TP00002
UC0025314,CL0025314,US0025314,TP00003
UC0025315,CL0025315,US0025315,TP00002
UC0025316,CL0025316,US0025316,TP00002
UC0025317,CL0025317,US0025317,TP00003
UC0025318,CL0025318,US0025318,TP00001
UC0025319,CL0025319,US0025319,TP00003
UC0025320,CL0025320,US0025320,TP00003
UC0025321,CL0025321,US0025321,TP00001
UC0025322,CL0025322,US0025322,TP00002
UC0025323,CL0025323,US0025323,TP00003
UC0025324,CL0025324,US0025324,TP00003
UC0025325,CL0025325,US0025325,TP00001
UC0025326,CL0025326,US0025326,TP00003
UC0025327,CL0025327,US0025327,TP00001
UC0025328,CL0025328,US0025328,TP00001
UC0025329,CL0025329,US0025329,TP00001
UC0025330,CL0025330,US0025330,TP00001
UC0025331,CL0025331,US0025331,TP00002
UC0025332,CL0025332,US0025332,TP00002
UC0025333,CL0025333,US0025333,TP00003
UC0025334,CL0025334,US0025334,TP00003
UC0025335,CL0025335,US0025335,TP00003
UC0025336,CL0025336,US0025336,TP00001
UC0025337,CL0025337,US0025337,TP00001
UC0025338,CL0025338,US0025338,TP00002
UC0025339,CL0025339,US0025339,TP00001
UC0025340,CL0025340,US0025340,TP00002
UC0025341,CL0025341,US0025341,TP00001
UC0025342,CL0025342,US0025342,TP00001
UC0025343,CL0025343,US0025343,TP00002
UC0025344,CL0025344,US0025344,TP00002
UC0025345,CL0025345,US0025345,TP00003
UC0025346,CL0025346,US0025346,TP00003
UC0025347,CL0025347,US0025347,TP00001
UC0025348,CL0025348,US0025348,TP00001
UC0025349,CL0025349,US0025349,TP00002
UC0025350,CL0025350,US0025350,TP00003
UC0025351,CL0025351,US0025351,TP00002
UC0025352,CL0025352,US0025352,TP00001
UC0025353,CL0025353,US0025353,TP00003
UC0025354,CL0025354,US0025354,TP00003
UC0025355,CL0025355,US0025355,TP00003
UC0025356,CL0025356,US0025356,TP00001
UC0025357,CL0025357,US0025357,TP00003
UC0025358,CL0025358,US0025358,TP00001
UC0025359,CL0025359,US0025359,TP00002
UC0025360,CL0025360,US0025360,TP00001
UC0025361,CL0025361,US0025361,TP00002
UC0025362,CL0025362,US0025362,TP00001
UC0025363,CL0025363,US0025363,TP00002
UC0025364,CL0025364,US0025364,TP00002
UC0025365,CL0025365,US0025365,TP00002
UC0025366,CL0025366,US0025366,TP00003
UC0025367,CL0025367,US0025367,TP00001
UC0025368,CL0025368,US0025368,TP00001
UC0025369,CL0025369,US0025369,TP00001
UC0025370,CL0025370,US0025370,TP00003
UC0025371,CL0025371,US0025371,TP00002
UC0025372,CL0025372,US0025372,TP00001
UC0025373,CL0025373,US0025373,TP00002
UC0025374,CL0025374,US0025374,TP00003
UC0025375,CL0025375,US0025375,TP00002
UC0025376,CL0025376,US0025376,TP00003
UC0025377,CL0025377,US0025377,TP00003
UC0025378,CL0025378,US0025378,TP00001
UC0025379,CL0025379,US0025379,TP00003
UC0025380,CL0025380,US0025380,TP00002
UC0025381,CL0025381,US0025381,TP00002
UC0025382,CL0025382,US0025382,TP00002
UC0025383,CL0025383,US0025383,TP00001
UC0025384,CL0025384,US0025384,TP00003
UC0025385,CL0025385,US0025385,TP00003
UC0025386,CL0025386,US0025386,TP00002
UC0025387,CL0025387,US0025387,TP00002
UC0025388,CL0025388,US0025388,TP00002
UC0025389,CL0025389,US0025389,TP00002
UC0025390,CL0025390,US0025390,TP00001
UC0025391,CL0025391,US0025391,TP00002
UC0025392,CL0025392,US0025392,TP00003
UC0025393,CL0025393,US0025393,TP00002
UC0025394,CL0025394,US0025394,TP00002
UC0025395,CL0025395,US0025395,TP00001
UC0025396,CL0025396,US0025396,TP00002
UC0025397,CL0025397,US0025397,TP00003
UC0025398,CL0025398,US0025398,TP00001
UC0025399,CL0025399,US0025399,TP00003
UC0025400,CL0025400,US0025400,TP00002
UC0025401,CL0025401,US0025401,TP00003
UC0025402,CL0025402,US0025402,TP00003
UC0025403,CL0025403,US0025403,TP00002
UC0025404,CL0025404,US0025404,TP00001
UC0025405,CL0025405,US0025405,TP00002
UC0025406,CL0025406,US0025406,TP00003
UC0025407,CL0025407,US0025407,TP00002
UC0025408,CL0025408,US0025408,TP00002
UC0025409,CL0025409,US0025409,TP00003
UC0025410,CL0025410,US0025410,TP00003
UC0025411,CL0025411,US0025411,TP00001
UC0025412,CL0025412,US0025412,TP00001
UC0025413,CL0025413,US0025413,TP00001
UC0025414,CL0025414,US0025414,TP00001
UC0025415,CL0025415,US0025415,TP00003
UC0025416,CL0025416,US0025416,TP00001
UC0025417,CL0025417,US0025417,TP00001
UC0025418,CL0025418,US0025418,TP00003
UC0025419,CL0025419,US0025419,TP00002
UC0025420,CL0025420,US0025420,TP00003
UC0025421,CL0025421,US0025421,TP00001
UC0025422,CL0025422,US0025422,TP00001
UC0025423,CL0025423,US0025423,TP00002
UC0025424,CL0025424,US0025424,TP00002
UC0025425,CL0025425,US0025425,TP00001
UC0025426,CL0025426,US0025426,TP00002
UC0025427,CL0025427,US0025427,TP00001
UC0025428,CL0025428,US0025428,TP00001
UC0025429,CL0025429,US0025429,TP00002
UC0025430,CL0025430,US0025430,TP00003
UC0025431,CL0025431,US0025431,TP00001
UC0025432,CL0025432,US0025432,TP00002
UC0025433,CL0025433,US0025433,TP00001
UC0025434,CL0025434,US0025434,TP00002
UC0025435,CL0025435,US0025435,TP00001
UC0025436,CL0025436,US0025436,TP00003
UC0025437,CL0025437,US0025437,TP00001
UC0025438,CL0025438,US0025438,TP00003
UC0025439,CL0025439,US0025439,TP00002
UC0025440,CL0025440,US0025440,TP00002
UC0025441,CL0025441,US0025441,TP00003
UC0025442,CL0025442,US0025442,TP00002
UC0025443,CL0025443,US0025443,TP00003
UC0025444,CL0025444,US0025444,TP00001
UC0025445,CL0025445,US0025445,TP00003
UC0025446,CL0025446,US0025446,TP00001
UC0025447,CL0025447,US0025447,TP00003
UC0025448,CL0025448,US0025448,TP00002
UC0025449,CL0025449,US0025449,TP00002
UC0025450,CL0025450,US0025450,TP00003
UC0025451,CL0025451,US0025451,TP00001
UC0025452,CL0025452,US0025452,TP00002
UC0025453,CL0025453,US0025453,TP00001
UC0025454,CL0025454,US0025454,TP00003
UC0025455,CL0025455,US0025455,TP00003
UC0025456,CL0025456,US0025456,TP00001
UC0025457,CL0025457,US0025457,TP00002
UC0025458,CL0025458,US0025458,TP00001
UC0025459,CL0025459,US0025459,TP00002
UC0025460,CL0025460,US0025460,TP00003
UC0025461,CL0025461,US0025461,TP00001
UC0025462,CL0025462,US0025462,TP00001
UC0025463,CL0025463,US0025463,TP00002
UC0025464,CL0025464,US0025464,TP00002
UC0025465,CL0025465,US0025465,TP00001
UC0025466,CL0025466,US0025466,TP00002
UC0025467,CL0025467,US0025467,TP00001
UC0025468,CL0025468,US0025468,TP00002
UC0025469,CL0025469,US0025469,TP00002
UC0025470,CL0025470,US0025470,TP00001
UC0025471,CL0025471,US0025471,TP00001
UC0025472,CL0025472,US0025472,TP00003
UC0025473,CL0025473,US0025473,TP00003
UC0025474,CL0025474,US0025474,TP00002
UC0025475,CL0025475,US0025475,TP00003
UC0025476,CL0025476,US0025476,TP00001
UC0025477,CL0025477,US0025477,TP00003
UC0025478,CL0025478,US0025478,TP00002
UC0025479,CL0025479,US0025479,TP00002
UC0025480,CL0025480,US0025480,TP00001
UC0025481,CL0025481,US0025481,TP00001
UC0025482,CL0025482,US0025482,TP00002
UC0025483,CL0025483,US0025483,TP00001
UC0025484,CL0025484,US0025484,TP00001
UC0025485,CL0025485,US0025485,TP00003
UC0025486,CL0025486,US0025486,TP00003
UC0025487,CL0025487,US0025487,TP00002
UC0025488,CL0025488,US0025488,TP00001
UC0025489,CL0025489,US0025489,TP00003
UC0025490,CL0025490,US0025490,TP00002
UC0025491,CL0025491,US0025491,TP00003
UC0025492,CL0025492,US0025492,TP00002
UC0025493,CL0025493,US0025493,TP00002
UC0025494,CL0025494,US0025494,TP00003
UC0025495,CL0025495,US0025495,TP00001
UC0025496,CL0025496,US0025496,TP00001
UC0025497,CL0025497,US0025497,TP00001
UC0025498,CL0025498,US0025498,TP00001
UC0025499,CL0025499,US0025499,TP00001
UC0025500,CL0025500,US0025500,TP00003
UC0025501,CL0025501,US0025501,TP00003
UC0025502,CL0025502,US0025502,TP00003
UC0025503,CL0025503,US0025503,TP00003
UC0025504,CL0025504,US0025504,TP00001
UC0025505,CL0025505,US0025505,TP00001
UC0025506,CL0025506,US0025506,TP00001
UC0025507,CL0025507,US0025507,TP00003
UC0025508,CL0025508,US0025508,TP00003
UC0025509,CL0025509,US0025509,TP00001
UC0025510,CL0025510,US0025510,TP00002
UC0025511,CL0025511,US0025511,TP00002
UC0025512,CL0025512,US0025512,TP00001
UC0025513,CL0025513,US0025513,TP00001
UC0025514,CL0025514,US0025514,TP00001
UC0025515,CL0025515,US0025515,TP00001
UC0025516,CL0025516,US0025516,TP00002
UC0025517,CL0025517,US0025517,TP00001
UC0025518,CL0025518,US0025518,TP00001
UC0025519,CL0025519,US0025519,TP00003
UC0025520,CL0025520,US0025520,TP00002
UC0025521,CL0025521,US0025521,TP00002
UC0025522,CL0025522,US0025522,TP00001
UC0025523,CL0025523,US0025523,TP00002
UC0025524,CL0025524,US0025524,TP00002
UC0025525,CL0025525,US0025525,TP00002
UC0025526,CL0025526,US0025526,TP00002
UC0025527,CL0025527,US0025527,TP00003
UC0025528,CL0025528,US0025528,TP00003
UC0025529,CL0025529,US0025529,TP00001
UC0025530,CL0025530,US0025530,TP00002
UC0025531,CL0025531,US0025531,TP00001
UC0025532,CL0025532,US0025532,TP00001
UC0025533,CL0025533,US0025533,TP00003
UC0025534,CL0025534,US0025534,TP00003
UC0025535,CL0025535,US0025535,TP00003
UC0025536,CL0025536,US0025536,TP00001
UC0025537,CL0025537,US0025537,TP00002
UC0025538,CL0025538,US0025538,TP00003
UC0025539,CL0025539,US0025539,TP00001
UC0025540,CL0025540,US0025540,TP00001
UC0025541,CL0025541,US0025541,TP00003
UC0025542,CL0025542,US0025542,TP00001
UC0025543,CL0025543,US0025543,TP00002
UC0025544,CL0025544,US0025544,TP00003
UC0025545,CL0025545,US0025545,TP00002
UC0025546,CL0025546,US0025546,TP00001
UC0025547,CL0025547,US0025547,TP00003
UC0025548,CL0025548,US0025548,TP00001
UC0025549,CL0025549,US0025549,TP00001
UC0025550,CL0025550,US0025550,TP00002
UC0025551,CL0025551,US0025551,TP00001
UC0025552,CL0025552,US0025552,TP00002
UC0025553,CL0025553,US0025553,TP00001
UC0025554,CL0025554,US0025554,TP00002
UC0025555,CL0025555,US0025555,TP00002
UC0025556,CL0025556,US0025556,TP00003
UC0025557,CL0025557,US0025557,TP00001
UC0025558,CL0025558,US0025558,TP00002
UC0025559,CL0025559,US0025559,TP00002
UC0025560,CL0025560,US0025560,TP00002
UC0025561,CL0025561,US0025561,TP00001
UC0025562,CL0025562,US0025562,TP00003
UC0025563,CL0025563,US0025563,TP00001
UC0025564,CL0025564,US0025564,TP00003
UC0025565,CL0025565,US0025565,TP00003
UC0025566,CL0025566,US0025566,TP00001
UC0025567,CL0025567,US0025567,TP00002
UC0025568,CL0025568,US0025568,TP00003
UC0025569,CL0025569,US0025569,TP00001
UC0025570,CL0025570,US0025570,TP00003
UC0025571,CL0025571,US0025571,TP00003
UC0025572,CL0025572,US0025572,TP00001
UC0025573,CL0025573,US0025573,TP00003
UC0025574,CL0025574,US0025574,TP00003
UC0025575,CL0025575,US0025575,TP00002
UC0025576,CL0025576,US0025576,TP00003
UC0025577,CL0025577,US0025577,TP00002
UC0025578,CL0025578,US0025578,TP00001
UC0025579,CL0025579,US0025579,TP00002
UC0025580,CL0025580,US0025580,TP00001
UC0025581,CL0025581,US0025581,TP00001
UC0025582,CL0025582,US0025582,TP00001
UC0025583,CL0025583,US0025583,TP00001
UC0025584,CL0025584,US0025584,TP00001
UC0025585,CL0025585,US0025585,TP00001
UC0025586,CL0025586,US0025586,TP00001
UC0025587,CL0025587,US0025587,TP00001
UC0025588,CL0025588,US0025588,TP00002
UC0025589,CL0025589,US0025589,TP00002
UC0025590,CL0025590,US0025590,TP00001
UC0025591,CL0025591,US0025591,TP00003
UC0025592,CL0025592,US0025592,TP00003
UC0025593,CL0025593,US0025593,TP00002
UC0025594,CL0025594,US0025594,TP00001
UC0025595,CL0025595,US0025595,TP00001
UC0025596,CL0025596,US0025596,TP00003
UC0025597,CL0025597,US0025597,TP00002
UC0025598,CL0025598,US0025598,TP00002
UC0025599,CL0025599,US0025599,TP00003
UC0025600,CL0025600,US0025600,TP00003
UC0025601,CL0025601,US0025601,TP00002
UC0025602,CL0025602,US0025602,TP00001
UC0025603,CL0025603,US0025603,TP00001
UC0025604,CL0025604,US0025604,TP00003
UC0025605,CL0025605,US0025605,TP00002
UC0025606,CL0025606,US0025606,TP00003
UC0025607,CL0025607,US0025607,TP00001
UC0025608,CL0025608,US0025608,TP00002
UC0025609,CL0025609,US0025609,TP00001
UC0025610,CL0025610,US0025610,TP00003
UC0025611,CL0025611,US0025611,TP00002
UC0025612,CL0025612,US0025612,TP00002
UC0025613,CL0025613,US0025613,TP00001
UC0025614,CL0025614,US0025614,TP00003
UC0025615,CL0025615,US0025615,TP00001
UC0025616,CL0025616,US0025616,TP00001
UC0025617,CL0025617,US0025617,TP00001
UC0025618,CL0025618,US0025618,TP00003
UC0025619,CL0025619,US0025619,TP00003
UC0025620,CL0025620,US0025620,TP00003
UC0025621,CL0025621,US0025621,TP00001
UC0025622,CL0025622,US0025622,TP00002
UC0025623,CL0025623,US0025623,TP00002
UC0025624,CL0025624,US0025624,TP00002
UC0025625,CL0025625,US0025625,TP00001
UC0025626,CL0025626,US0025626,TP00001
UC0025627,CL0025627,US0025627,TP00002
UC0025628,CL0025628,US0025628,TP00002
UC0025629,CL0025629,US0025629,TP00001
UC0025630,CL0025630,US0025630,TP00001
UC0025631,CL0025631,US0025631,TP00001
UC0025632,CL0025632,US0025632,TP00003
UC0025633,CL0025633,US0025633,TP00001
UC0025634,CL0025634,US0025634,TP00002
UC0025635,CL0025635,US0025635,TP00003
UC0025636,CL0025636,US0025636,TP00001
UC0025637,CL0025637,US0025637,TP00001
UC0025638,CL0025638,US0025638,TP00003
UC0025639,CL0025639,US0025639,TP00002
UC0025640,CL0025640,US0025640,TP00001
UC0025641,CL0025641,US0025641,TP00001
UC0025642,CL0025642,US0025642,TP00003
UC0025643,CL0025643,US0025643,TP00002
UC0025644,CL0025644,US0025644,TP00001
UC0025645,CL0025645,US0025645,TP00002
UC0025646,CL0025646,US0025646,TP00002
UC0025647,CL0025647,US0025647,TP00003
UC0025648,CL0025648,US0025648,TP00001
UC0025649,CL0025649,US0025649,TP00003
UC0025650,CL0025650,US0025650,TP00002
UC0025651,CL0025651,US0025651,TP00001
UC0025652,CL0025652,US0025652,TP00001
UC0025653,CL0025653,US0025653,TP00002
UC0025654,CL0025654,US0025654,TP00001
UC0025655,CL0025655,US0025655,TP00001
UC0025656,CL0025656,US0025656,TP00003
UC0025657,CL0025657,US0025657,TP00001
UC0025658,CL0025658,US0025658,TP00003
UC0025659,CL0025659,US0025659,TP00001
UC0025660,CL0025660,US0025660,TP00002
UC0025661,CL0025661,US0025661,TP00002
UC0025662,CL0025662,US0025662,TP00003
UC0025663,CL0025663,US0025663,TP00001
UC0025664,CL0025664,US0025664,TP00003
UC0025665,CL0025665,US0025665,TP00002
UC0025666,CL0025666,US0025666,TP00003
UC0025667,CL0025667,US0025667,TP00002
UC0025668,CL0025668,US0025668,TP00001
UC0025669,CL0025669,US0025669,TP00002
UC0025670,CL0025670,US0025670,TP00002
UC0025671,CL0025671,US0025671,TP00002
UC0025672,CL0025672,US0025672,TP00002
UC0025673,CL0025673,US0025673,TP00003
UC0025674,CL0025674,US0025674,TP00001
UC0025675,CL0025675,US0025675,TP00001
UC0025676,CL0025676,US0025676,TP00003
UC0025677,CL0025677,US0025677,TP00003
UC0025678,CL0025678,US0025678,TP00003
UC0025679,CL0025679,US0025679,TP00003
UC0025680,CL0025680,US0025680,TP00002
UC0025681,CL0025681,US0025681,TP00002
UC0025682,CL0025682,US0025682,TP00003
UC0025683,CL0025683,US0025683,TP00002
UC0025684,CL0025684,US0025684,TP00002
UC0025685,CL0025685,US0025685,TP00001
UC0025686,CL0025686,US0025686,TP00003
UC0025687,CL0025687,US0025687,TP00003
UC0025688,CL0025688,US0025688,TP00003
UC0025689,CL0025689,US0025689,TP00002
UC0025690,CL0025690,US0025690,TP00003
UC0025691,CL0025691,US0025691,TP00003
UC0025692,CL0025692,US0025692,TP00001
UC0025693,CL0025693,US0025693,TP00002
UC0025694,CL0025694,US0025694,TP00001
UC0025695,CL0025695,US0025695,TP00003
UC0025696,CL0025696,US0025696,TP00003
UC0025697,CL0025697,US0025697,TP00001
UC0025698,CL0025698,US0025698,TP00001
UC0025699,CL0025699,US0025699,TP00003
UC0025700,CL0025700,US0025700,TP00003
UC0025701,CL0025701,US0025701,TP00001
UC0025702,CL0025702,US0025702,TP00002
UC0025703,CL0025703,US0025703,TP00001
UC0025704,CL0025704,US0025704,TP00001
UC0025705,CL0025705,US0025705,TP00002
UC0025706,CL0025706,US0025706,TP00002
UC0025707,CL0025707,US0025707,TP00002
UC0025708,CL0025708,US0025708,TP00001
UC0025709,CL0025709,US0025709,TP00001
UC0025710,CL0025710,US0025710,TP00002
UC0025711,CL0025711,US0025711,TP00003
UC0025712,CL0025712,US0025712,TP00002
UC0025713,CL0025713,US0025713,TP00003
UC0025714,CL0025714,US0025714,TP00003
UC0025715,CL0025715,US0025715,TP00001
UC0025716,CL0025716,US0025716,TP00002
UC0025717,CL0025717,US0025717,TP00002
UC0025718,CL0025718,US0025718,TP00001
UC0025719,CL0025719,US0025719,TP00001
UC0025720,CL0025720,US0025720,TP00001
UC0025721,CL0025721,US0025721,TP00001
UC0025722,CL0025722,US0025722,TP00003
UC0025723,CL0025723,US0025723,TP00001
UC0025724,CL0025724,US0025724,TP00001
UC0025725,CL0025725,US0025725,TP00001
UC0025726,CL0025726,US0025726,TP00001
UC0025727,CL0025727,US0025727,TP00002
UC0025728,CL0025728,US0025728,TP00002
UC0025729,CL0025729,US0025729,TP00001
UC0025730,CL0025730,US0025730,TP00001
UC0025731,CL0025731,US0025731,TP00001
UC0025732,CL0025732,US0025732,TP00003
UC0025733,CL0025733,US0025733,TP00001
UC0025734,CL0025734,US0025734,TP00002
UC0025735,CL0025735,US0025735,TP00003
UC0025736,CL0025736,US0025736,TP00003
UC0025737,CL0025737,US0025737,TP00001
UC0025738,CL0025738,US0025738,TP00002
UC0025739,CL0025739,US0025739,TP00003
UC0025740,CL0025740,US0025740,TP00001
UC0025741,CL0025741,US0025741,TP00001
UC0025742,CL0025742,US0025742,TP00003
UC0025743,CL0025743,US0025743,TP00003
UC0025744,CL0025744,US0025744,TP00002
UC0025745,CL0025745,US0025745,TP00001
UC0025746,CL0025746,US0025746,TP00002
UC0025747,CL0025747,US0025747,TP00003
UC0025748,CL0025748,US0025748,TP00002
UC0025749,CL0025749,US0025749,TP00001
UC0025750,CL0025750,US0025750,TP00003
UC0025751,CL0025751,US0025751,TP00001
UC0025752,CL0025752,US0025752,TP00002
UC0025753,CL0025753,US0025753,TP00001
UC0025754,CL0025754,US0025754,TP00001
UC0025755,CL0025755,US0025755,TP00001
UC0025756,CL0025756,US0025756,TP00002
UC0025757,CL0025757,US0025757,TP00001
UC0025758,CL0025758,US0025758,TP00002
UC0025759,CL0025759,US0025759,TP00003
UC0025760,CL0025760,US0025760,TP00002
UC0025761,CL0025761,US0025761,TP00002
UC0025762,CL0025762,US0025762,TP00003
UC0025763,CL0025763,US0025763,TP00002
UC0025764,CL0025764,US0025764,TP00001
UC0025765,CL0025765,US0025765,TP00002
UC0025766,CL0025766,US0025766,TP00001
UC0025767,CL0025767,US0025767,TP00002
UC0025768,CL0025768,US0025768,TP00001
UC0025769,CL0025769,US0025769,TP00001
UC0025770,CL0025770,US0025770,TP00002
UC0025771,CL0025771,US0025771,TP00001
UC0025772,CL0025772,US0025772,TP00001
UC0025773,CL0025773,US0025773,TP00002
UC0025774,CL0025774,US0025774,TP00001
UC0025775,CL0025775,US0025775,TP00002
UC0025776,CL0025776,US0025776,TP00003
UC0025777,CL0025777,US0025777,TP00002
UC0025778,CL0025778,US0025778,TP00003
UC0025779,CL0025779,US0025779,TP00002
UC0025780,CL0025780,US0025780,TP00001
UC0025781,CL0025781,US0025781,TP00002
UC0025782,CL0025782,US0025782,TP00003
UC0025783,CL0025783,US0025783,TP00001
UC0025784,CL0025784,US0025784,TP00003
UC0025785,CL0025785,US0025785,TP00003
UC0025786,CL0025786,US0025786,TP00003
UC0025787,CL0025787,US0025787,TP00003
UC0025788,CL0025788,US0025788,TP00001
UC0025789,CL0025789,US0025789,TP00003
UC0025790,CL0025790,US0025790,TP00003
UC0025791,CL0025791,US0025791,TP00001
UC0025792,CL0025792,US0025792,TP00003
UC0025793,CL0025793,US0025793,TP00002
UC0025794,CL0025794,US0025794,TP00002
UC0025795,CL0025795,US0025795,TP00001
UC0025796,CL0025796,US0025796,TP00003
UC0025797,CL0025797,US0025797,TP00001
UC0025798,CL0025798,US0025798,TP00001
UC0025799,CL0025799,US0025799,TP00002
UC0025800,CL0025800,US0025800,TP00003
UC0025801,CL0025801,US0025801,TP00001
UC0025802,CL0025802,US0025802,TP00003
UC0025803,CL0025803,US0025803,TP00003
UC0025804,CL0025804,US0025804,TP00003
UC0025805,CL0025805,US0025805,TP00003
UC0025806,CL0025806,US0025806,TP00002
UC0025807,CL0025807,US0025807,TP00003
UC0025808,CL0025808,US0025808,TP00002
UC0025809,CL0025809,US0025809,TP00003
UC0025810,CL0025810,US0025810,TP00001
UC0025811,CL0025811,US0025811,TP00002
UC0025812,CL0025812,US0025812,TP00001
UC0025813,CL0025813,US0025813,TP00002
UC0025814,CL0025814,US0025814,TP00001
UC0025815,CL0025815,US0025815,TP00002
UC0025816,CL0025816,US0025816,TP00001
UC0025817,CL0025817,US0025817,TP00002
UC0025818,CL0025818,US0025818,TP00003
UC0025819,CL0025819,US0025819,TP00001
UC0025820,CL0025820,US0025820,TP00001
UC0025821,CL0025821,US0025821,TP00002
UC0025822,CL0025822,US0025822,TP00003
UC0025823,CL0025823,US0025823,TP00003
UC0025824,CL0025824,US0025824,TP00003
UC0025825,CL0025825,US0025825,TP00002
UC0025826,CL0025826,US0025826,TP00002
UC0025827,CL0025827,US0025827,TP00003
UC0025828,CL0025828,US0025828,TP00001
UC0025829,CL0025829,US0025829,TP00002
UC0025830,CL0025830,US0025830,TP00001
UC0025831,CL0025831,US0025831,TP00003
UC0025832,CL0025832,US0025832,TP00002
UC0025833,CL0025833,US0025833,TP00001
UC0025834,CL0025834,US0025834,TP00002
UC0025835,CL0025835,US0025835,TP00002
UC0025836,CL0025836,US0025836,TP00003
UC0025837,CL0025837,US0025837,TP00001
UC0025838,CL0025838,US0025838,TP00003
UC0025839,CL0025839,US0025839,TP00001
UC0025840,CL0025840,US0025840,TP00002
UC0025841,CL0025841,US0025841,TP00001
UC0025842,CL0025842,US0025842,TP00001
UC0025843,CL0025843,US0025843,TP00002
UC0025844,CL0025844,US0025844,TP00002
UC0025845,CL0025845,US0025845,TP00001
UC0025846,CL0025846,US0025846,TP00002
UC0025847,CL0025847,US0025847,TP00003
UC0025848,CL0025848,US0025848,TP00001
UC0025849,CL0025849,US0025849,TP00002
UC0025850,CL0025850,US0025850,TP00001
UC0025851,CL0025851,US0025851,TP00003
UC0025852,CL0025852,US0025852,TP00003
UC0025853,CL0025853,US0025853,TP00001
UC0025854,CL0025854,US0025854,TP00003
UC0025855,CL0025855,US0025855,TP00003
UC0025856,CL0025856,US0025856,TP00002
UC0025857,CL0025857,US0025857,TP00001
UC0025858,CL0025858,US0025858,TP00002
UC0025859,CL0025859,US0025859,TP00001
UC0025860,CL0025860,US0025860,TP00001
UC0025861,CL0025861,US0025861,TP00003
UC0025862,CL0025862,US0025862,TP00001
UC0025863,CL0025863,US0025863,TP00001
UC0025864,CL0025864,US0025864,TP00003
UC0025865,CL0025865,US0025865,TP00002
UC0025866,CL0025866,US0025866,TP00003
UC0025867,CL0025867,US0025867,TP00002
UC0025868,CL0025868,US0025868,TP00001
UC0025869,CL0025869,US0025869,TP00002
UC0025870,CL0025870,US0025870,TP00002
UC0025871,CL0025871,US0025871,TP00003
UC0025872,CL0025872,US0025872,TP00002
UC0025873,CL0025873,US0025873,TP00001
UC0025874,CL0025874,US0025874,TP00002
UC0025875,CL0025875,US0025875,TP00002
UC0025876,CL0025876,US0025876,TP00003
UC0025877,CL0025877,US0025877,TP00002
UC0025878,CL0025878,US0025878,TP00003
UC0025879,CL0025879,US0025879,TP00001
UC0025880,CL0025880,US0025880,TP00003
UC0025881,CL0025881,US0025881,TP00002
UC0025882,CL0025882,US0025882,TP00001
UC0025883,CL0025883,US0025883,TP00002
UC0025884,CL0025884,US0025884,TP00001
UC0025885,CL0025885,US0025885,TP00001
UC0025886,CL0025886,US0025886,TP00003
UC0025887,CL0025887,US0025887,TP00001
UC0025888,CL0025888,US0025888,TP00001
UC0025889,CL0025889,US0025889,TP00002
UC0025890,CL0025890,US0025890,TP00003
UC0025891,CL0025891,US0025891,TP00001
UC0025892,CL0025892,US0025892,TP00001
UC0025893,CL0025893,US0025893,TP00003
UC0025894,CL0025894,US0025894,TP00003
UC0025895,CL0025895,US0025895,TP00003
UC0025896,CL0025896,US0025896,TP00003
UC0025897,CL0025897,US0025897,TP00001
UC0025898,CL0025898,US0025898,TP00002
UC0025899,CL0025899,US0025899,TP00003
UC0025900,CL0025900,US0025900,TP00003
UC0025901,CL0025901,US0025901,TP00002
UC0025902,CL0025902,US0025902,TP00003
UC0025903,CL0025903,US0025903,TP00003
UC0025904,CL0025904,US0025904,TP00002
UC0025905,CL0025905,US0025905,TP00002
UC0025906,CL0025906,US0025906,TP00003
UC0025907,CL0025907,US0025907,TP00001
UC0025908,CL0025908,US0025908,TP00001
UC0025909,CL0025909,US0025909,TP00003
UC0025910,CL0025910,US0025910,TP00001
UC0025911,CL0025911,US0025911,TP00003
UC0025912,CL0025912,US0025912,TP00003
UC0025913,CL0025913,US0025913,TP00001
UC0025914,CL0025914,US0025914,TP00002
UC0025915,CL0025915,US0025915,TP00002
UC0025916,CL0025916,US0025916,TP00002
UC0025917,CL0025917,US0025917,TP00002
UC0025918,CL0025918,US0025918,TP00002
UC0025919,CL0025919,US0025919,TP00001
UC0025920,CL0025920,US0025920,TP00003
UC0025921,CL0025921,US0025921,TP00003
UC0025922,CL0025922,US0025922,TP00002
UC0025923,CL0025923,US0025923,TP00001
UC0025924,CL0025924,US0025924,TP00003
UC0025925,CL0025925,US0025925,TP00002
UC0025926,CL0025926,US0025926,TP00001
UC0025927,CL0025927,US0025927,TP00001
UC0025928,CL0025928,US0025928,TP00001
UC0025929,CL0025929,US0025929,TP00002
UC0025930,CL0025930,US0025930,TP00001
