cliente_id,membresia_id
C00005913,MEM0000004
C00005914,MEM0000004
C00005915,MEM0000002
C00005916,MEM0000003
C00005917,MEM0000002
C00005918,MEM0000001
C00005919,MEM0000002
C00005920,MEM0000003
C00005921,MEM0000001
C00005922,MEM0000001
C00005923,MEM0000001
C00005924,MEM0000004
C00005925,MEM0000004
C00005926,MEM0000001
C00005927,MEM0000004
C00005928,MEM0000003
C00005929,MEM0000003
C00005930,MEM0000001
C00005931,MEM0000004
C00005932,MEM0000004
C00005933,MEM0000001
C00005934,MEM0000003
C00005935,MEM0000002
C00005936,MEM0000003
C00005937,MEM0000004
C00005938,MEM0000002
C00005939,MEM0000003
C00005940,MEM0000001
C00005941,MEM0000001
C00005942,MEM0000004
C00005943,MEM0000004
C00005944,MEM0000002
C00005945,MEM0000003
C00005946,MEM0000001
C00005947,MEM0000002
C00005948,MEM0000002
C00005949,MEM0000001
C00005950,MEM0000002
C00005951,MEM0000004
C00005952,MEM0000004
C00005953,MEM0000002
C00005954,MEM0000003
C00005955,MEM0000003
C00005956,MEM0000003
C00005957,MEM0000003
C00005958,MEM0000001
C00005959,MEM0000004
C00005960,MEM0000003
C00005961,MEM0000003
C00005962,MEM0000004
C00005963,MEM0000004
C00005964,MEM0000002
C00005965,MEM0000001
C00005966,MEM0000001
C00005967,MEM0000004
C00005968,MEM0000003
C00005969,MEM0000002
C00005970,MEM0000004
C00005971,MEM0000001
C00005972,MEM0000001
C00005973,MEM0000004
C00005974,MEM0000004
C00005975,MEM0000001
C00005976,MEM0000001
C00005977,MEM0000003
C00005978,MEM0000003
C00005979,MEM0000001
C00005980,MEM0000001
C00005981,MEM0000003
C00005982,MEM0000004
C00005983,MEM0000003
C00005984,MEM0000001
C00005985,MEM0000001
C00005986,MEM0000003
C00005987,MEM0000004
C00005988,MEM0000003
C00005989,MEM0000004
C00005990,MEM0000001
C00005991,MEM0000004
C00005992,MEM0000001
C00005993,MEM0000004
C00005994,MEM0000001
C00005995,MEM0000001
C00005996,MEM0000002
C00005997,MEM0000004
C00005998,MEM0000001
C00005999,MEM0000003
C00006000,MEM0000004
C00006001,MEM0000003
C00006002,MEM0000004
C00006003,MEM0000002
C00006004,MEM0000004
C00006005,MEM0000001
C00006006,MEM0000002
C00006007,MEM0000001
C00006008,MEM0000001
C00006009,MEM0000004
C00006010,MEM0000004
C00006011,MEM0000004
C00006012,MEM0000003
C00006013,MEM0000002
C00006014,MEM0000002
C00006015,MEM0000004
C00006016,MEM0000001
C00006017,MEM0000004
C00006018,MEM0000004
C00006019,MEM0000004
C00006020,MEM0000001
C00006021,MEM0000003
C00006022,MEM0000003
C00006023,MEM0000001
C00006024,MEM0000002
C00006025,MEM0000004
C00006026,MEM0000004
C00006027,MEM0000003
C00006028,MEM0000001
C00006029,MEM0000003
C00006030,MEM0000003
C00006031,MEM0000002
C00006032,MEM0000004
C00006033,MEM0000001
C00006034,MEM0000001
C00006035,MEM0000002
C00006036,MEM0000001
C00006037,MEM0000002
C00006038,MEM0000002
C00006039,MEM0000004
C00006040,MEM0000001
C00006041,MEM0000004
C00006042,MEM0000002
C00006043,MEM0000001
C00006044,MEM0000002
C00006045,MEM0000004
C00006046,MEM0000001
C00006047,MEM0000001
C00006048,MEM0000002
C00006049,MEM0000004
C00006050,MEM0000001
C00006051,MEM0000001
C00006052,MEM0000002
C00006053,MEM0000003
C00006054,MEM0000004
C00006055,MEM0000003
C00006056,MEM0000002
C00006057,MEM0000002
C00006058,MEM0000004
C00006059,MEM0000001
C00006060,MEM0000003
C00006061,MEM0000003
C00006062,MEM0000004
C00006063,MEM0000002
C00006064,MEM0000002
C00006065,MEM0000004
C00006066,MEM0000003
C00006067,MEM0000002
C00006068,MEM0000003
C00006069,MEM0000001
C00006070,MEM0000004
C00006071,MEM0000002
C00006072,MEM0000001
C00006073,MEM0000004
C00006074,MEM0000001
C00006075,MEM0000004
C00006076,MEM0000001
C00006077,MEM0000004
C00006078,MEM0000003
C00006079,MEM0000003
C00006080,MEM0000003
C00006081,MEM0000003
C00006082,MEM0000003
C00006083,MEM0000002
C00006084,MEM0000001
C00006085,MEM0000004
C00006086,MEM0000001
C00006087,MEM0000004
C00006088,MEM0000001
C00006089,MEM0000003
C00006090,MEM0000001
C00006091,MEM0000003
C00006092,MEM0000003
C00006093,MEM0000003
C00006094,MEM0000002
C00006095,MEM0000004
C00006096,MEM0000004
C00006097,MEM0000004
C00006098,MEM0000002
C00006099,MEM0000004
C00006100,MEM0000003
C00006101,MEM0000003
C00006102,MEM0000002
C00006103,MEM0000004
C00006104,MEM0000002
C00006105,MEM0000002
C00006106,MEM0000004
C00006107,MEM0000003
C00006108,MEM0000002
C00006109,MEM0000003
C00006110,MEM0000003
C00006111,MEM0000003
C00006112,MEM0000002
C00006113,MEM0000001
C00006114,MEM0000003
C00006115,MEM0000002
C00006116,MEM0000001
C00006117,MEM0000004
C00006118,MEM0000002
C00006119,MEM0000001
C00006120,MEM0000004
C00006121,MEM0000001
C00006122,MEM0000002
C00006123,MEM0000002
C00006124,MEM0000001
C00006125,MEM0000003
C00006126,MEM0000003
C00006127,MEM0000001
C00006128,MEM0000002
C00006129,MEM0000003
C00006130,MEM0000004
C00006131,MEM0000004
C00006132,MEM0000001
C00006133,MEM0000004
C00006134,MEM0000001
C00006135,MEM0000001
C00006136,MEM0000002
C00006137,MEM0000003
C00006138,MEM0000001
C00006139,MEM0000004
C00006140,MEM0000001
C00006141,MEM0000003
C00006142,MEM0000003
C00006143,MEM0000004
C00006144,MEM0000002
C00006145,MEM0000004
C00006146,MEM0000002
C00006147,MEM0000003
C00006148,MEM0000003
C00006149,MEM0000003
C00006150,MEM0000004
C00006151,MEM0000003
C00006152,MEM0000002
C00006153,MEM0000001
C00006154,MEM0000003
C00006155,MEM0000003
C00006156,MEM0000002
C00006157,MEM0000004
C00006158,MEM0000003
C00006159,MEM0000003
C00006160,MEM0000003
C00006161,MEM0000003
C00006162,MEM0000002
C00006163,MEM0000002
C00006164,MEM0000004
C00006165,MEM0000001
C00006166,MEM0000002
C00006167,MEM0000004
C00006168,MEM0000002
C00006169,MEM0000002
C00006170,MEM0000002
C00006171,MEM0000003
C00006172,MEM0000003
C00006173,MEM0000002
C00006174,MEM0000003
C00006175,MEM0000001
C00006176,MEM0000002
C00006177,MEM0000001
C00006178,MEM0000002
C00006179,MEM0000001
C00006180,MEM0000001
C00006181,MEM0000001
C00006182,MEM0000003
C00006183,MEM0000003
C00006184,MEM0000003
C00006185,MEM0000004
C00006186,MEM0000003
C00006187,MEM0000001
C00006188,MEM0000004
C00006189,MEM0000004
C00006190,MEM0000003
C00006191,MEM0000004
C00006192,MEM0000001
C00006193,MEM0000004
C00006194,MEM0000003
C00006195,MEM0000002
C00006196,MEM0000001
C00006197,MEM0000003
C00006198,MEM0000002
C00006199,MEM0000002
C00006200,MEM0000002
C00006201,MEM0000001
C00006202,MEM0000002
C00006203,MEM0000003
C00006204,MEM0000002
C00006205,MEM0000001
C00006206,MEM0000002
C00006207,MEM0000004
C00006208,MEM0000001
C00006209,MEM0000004
C00006210,MEM0000002
C00006211,MEM0000003
C00006212,MEM0000003
C00006213,MEM0000001
C00006214,MEM0000004
C00006215,MEM0000003
C00006216,MEM0000004
C00006217,MEM0000003
C00006218,MEM0000001
C00006219,MEM0000001
C00006220,MEM0000002
C00006221,MEM0000004
C00006222,MEM0000001
C00006223,MEM0000004
C00006224,MEM0000001
C00006225,MEM0000002
C00006226,MEM0000003
C00006227,MEM0000002
C00006228,MEM0000003
C00006229,MEM0000002
C00006230,MEM0000002
C00006231,MEM0000004
C00006232,MEM0000003
C00006233,MEM0000001
C00006234,MEM0000003
C00006235,MEM0000004
C00006236,MEM0000002
C00006237,MEM0000002
C00006238,MEM0000001
C00006239,MEM0000001
C00006240,MEM0000003
C00006241,MEM0000002
C00006242,MEM0000004
C00006243,MEM0000002
C00006244,MEM0000001
C00006245,MEM0000004
C00006246,MEM0000002
C00006247,MEM0000002
C00006248,MEM0000002
C00006249,MEM0000003
C00006250,MEM0000003
C00006251,MEM0000001
C00006252,MEM0000003
C00006253,MEM0000004
C00006254,MEM0000001
C00006255,MEM0000003
C00006256,MEM0000001
C00006257,MEM0000001
C00006258,MEM0000002
C00006259,MEM0000004
C00006260,MEM0000003
C00006261,MEM0000003
C00006262,MEM0000001
C00006263,MEM0000002
C00006264,MEM0000002
C00006265,MEM0000002
C00006266,MEM0000003
C00006267,MEM0000001
C00006268,MEM0000001
C00006269,MEM0000003
C00006270,MEM0000001
C00006271,MEM0000002
C00006272,MEM0000004
C00006273,MEM0000003
C00006274,MEM0000002
C00006275,MEM0000004
C00006276,MEM0000001
C00006277,MEM0000001
C00006278,MEM0000002
C00006279,MEM0000001
C00006280,MEM0000001
C00006281,MEM0000004
C00006282,MEM0000002
C00006283,MEM0000003
C00006284,MEM0000002
C00006285,MEM0000003
C00006286,MEM0000002
C00006287,MEM0000001
C00006288,MEM0000004
C00006289,MEM0000002
C00006290,MEM0000001
C00006291,MEM0000001
C00006292,MEM0000002
C00006293,MEM0000002
C00006294,MEM0000001
C00006295,MEM0000002
C00006296,MEM0000004
C00006297,MEM0000001
C00006298,MEM0000004
C00006299,MEM0000004
C00006300,MEM0000003
C00006301,MEM0000003
C00006302,MEM0000003
C00006303,MEM0000003
C00006304,MEM0000004
C00006305,MEM0000003
C00006306,MEM0000004
C00006307,MEM0000001
C00006308,MEM0000003
C00006309,MEM0000004
C00006310,MEM0000002
C00006311,MEM0000003
C00006312,MEM0000004
C00006313,MEM0000004
C00006314,MEM0000003
C00006315,MEM0000001
C00006316,MEM0000004
C00006317,MEM0000001
C00006318,MEM0000002
C00006319,MEM0000004
C00006320,MEM0000003
C00006321,MEM0000004
C00006322,MEM0000003
C00006323,MEM0000004
C00006324,MEM0000003
C00006325,MEM0000002
C00006326,MEM0000003
C00006327,MEM0000004
C00006328,MEM0000004
C00006329,MEM0000003
C00006330,MEM0000004
C00006331,MEM0000001
C00006332,MEM0000003
C00006333,MEM0000002
C00006334,MEM0000001
C00006335,MEM0000001
C00006336,MEM0000004
C00006337,MEM0000003
C00006338,MEM0000001
C00006339,MEM0000004
C00006340,MEM0000001
C00006341,MEM0000004
C00006342,MEM0000002
C00006343,MEM0000004
C00006344,MEM0000002
C00006345,MEM0000003
C00006346,MEM0000002
C00006347,MEM0000002
C00006348,MEM0000004
C00006349,MEM0000004
C00006350,MEM0000004
C00006351,MEM0000002
C00006352,MEM0000003
C00006353,MEM0000001
C00006354,MEM0000003
C00006355,MEM0000003
C00006356,MEM0000003
C00006357,MEM0000001
C00006358,MEM0000001
C00006359,MEM0000002
C00006360,MEM0000002
C00006361,MEM0000002
C00006362,MEM0000004
C00006363,MEM0000003
C00006364,MEM0000001
C00006365,MEM0000001
C00006366,MEM0000001
C00006367,MEM0000003
C00006368,MEM0000003
C00006369,MEM0000004
C00006370,MEM0000001
C00006371,MEM0000002
C00006372,MEM0000002
C00006373,MEM0000002
C00006374,MEM0000004
C00006375,MEM0000003
C00006376,MEM0000002
C00006377,MEM0000001
C00006378,MEM0000001
C00006379,MEM0000002
C00006380,MEM0000003
C00006381,MEM0000002
C00006382,MEM0000001
C00006383,MEM0000003
C00006384,MEM0000001
C00006385,MEM0000002
C00006386,MEM0000004
C00006387,MEM0000002
C00006388,MEM0000004
C00006389,MEM0000002
C00006390,MEM0000004
C00006391,MEM0000003
C00006392,MEM0000001
C00006393,MEM0000004
C00006394,MEM0000001
C00006395,MEM0000004
C00006396,MEM0000002
C00006397,MEM0000004
C00006398,MEM0000003
C00006399,MEM0000003
C00006400,MEM0000003
C00006401,MEM0000002
C00006402,MEM0000004
C00006403,MEM0000002
C00006404,MEM0000002
C00006405,MEM0000002
C00006406,MEM0000002
C00006407,MEM0000001
C00006408,MEM0000004
C00006409,MEM0000002
C00006410,MEM0000002
C00006411,MEM0000004
C00006412,MEM0000002
C00006413,MEM0000003
C00006414,MEM0000004
C00006415,MEM0000001
C00006416,MEM0000004
C00006417,MEM0000002
C00006418,MEM0000003
C00006419,MEM0000003
C00006420,MEM0000001
C00006421,MEM0000003
C00006422,MEM0000002
C00006423,MEM0000001
C00006424,MEM0000003
C00006425,MEM0000004
C00006426,MEM0000003
C00006427,MEM0000004
C00006428,MEM0000004
C00006429,MEM0000003
C00006430,MEM0000004
C00006431,MEM0000002
C00006432,MEM0000003
C00006433,MEM0000004
C00006434,MEM0000002
C00006435,MEM0000004
C00006436,MEM0000003
C00006437,MEM0000004
C00006438,MEM0000002
C00006439,MEM0000004
C00006440,MEM0000002
C00006441,MEM0000003
C00006442,MEM0000002
C00006443,MEM0000002
C00006444,MEM0000004
C00006445,MEM0000001
C00006446,MEM0000002
C00006447,MEM0000004
C00006448,MEM0000001
C00006449,MEM0000001
C00006450,MEM0000001
C00006451,MEM0000002
C00006452,MEM0000004
C00006453,MEM0000004
C00006454,MEM0000004
C00006455,MEM0000002
C00006456,MEM0000001
C00006457,MEM0000004
C00006458,MEM0000003
C00006459,MEM0000002
C00006460,MEM0000001
C00006461,MEM0000003
C00006462,MEM0000004
C00006463,MEM0000001
C00006464,MEM0000004
C00006465,MEM0000002
C00006466,MEM0000001
C00006467,MEM0000001
C00006468,MEM0000003
C00006469,MEM0000003
C00006470,MEM0000003
C00006471,MEM0000004
C00006472,MEM0000002
C00006473,MEM0000002
C00006474,MEM0000001
C00006475,MEM0000001
C00006476,MEM0000001
C00006477,MEM0000004
C00006478,MEM0000003
C00006479,MEM0000003
C00006480,MEM0000003
C00006481,MEM0000002
C00006482,MEM0000003
C00006483,MEM0000001
C00006484,MEM0000004
C00006485,MEM0000002
C00006486,MEM0000004
C00006487,MEM0000004
C00006488,MEM0000001
C00006489,MEM0000001
C00006490,MEM0000001
C00006491,MEM0000002
C00006492,MEM0000003
C00006493,MEM0000003
C00006494,MEM0000002
C00006495,MEM0000004
C00006496,MEM0000004
C00006497,MEM0000003
C00006498,MEM0000004
C00006499,MEM0000001
C00006500,MEM0000002
C00006501,MEM0000004
C00006502,MEM0000001
C00006503,MEM0000001
C00006504,MEM0000003
C00006505,MEM0000001
C00006506,MEM0000003
C00006507,MEM0000004
C00006508,MEM0000001
C00006509,MEM0000003
C00006510,MEM0000002
C00006511,MEM0000001
C00006512,MEM0000002
C00006513,MEM0000001
C00006514,MEM0000003
C00006515,MEM0000004
C00006516,MEM0000002
C00006517,MEM0000003
C00006518,MEM0000001
C00006519,MEM0000003
C00006520,MEM0000003
C00006521,MEM0000002
C00006522,MEM0000003
C00006523,MEM0000004
C00006524,MEM0000004
C00006525,MEM0000004
C00006526,MEM0000001
C00006527,MEM0000001
C00006528,MEM0000002
C00006529,MEM0000002
C00006530,MEM0000002
C00006531,MEM0000001
C00006532,MEM0000001
C00006533,MEM0000002
C00006534,MEM0000001
C00006535,MEM0000003
C00006536,MEM0000002
C00006537,MEM0000004
C00006538,MEM0000003
C00006539,MEM0000001
C00006540,MEM0000003
C00006541,MEM0000004
C00006542,MEM0000001
C00006543,MEM0000002
C00006544,MEM0000002
C00006545,MEM0000004
C00006546,MEM0000002
C00006547,MEM0000004
C00006548,MEM0000003
C00006549,MEM0000004
C00006550,MEM0000003
C00006551,MEM0000003
C00006552,MEM0000001
C00006553,MEM0000004
C00006554,MEM0000002
C00006555,MEM0000002
C00006556,MEM0000004
C00006557,MEM0000003
C00006558,MEM0000002
C00006559,MEM0000001
C00006560,MEM0000001
C00006561,MEM0000002
C00006562,MEM0000002
C00006563,MEM0000002
C00006564,MEM0000002
C00006565,MEM0000002
C00006566,MEM0000003
C00006567,MEM0000001
C00006568,MEM0000003
C00006569,MEM0000004
C00006570,MEM0000002
C00006571,MEM0000004
C00006572,MEM0000002
C00006573,MEM0000001
C00006574,MEM0000001
C00006575,MEM0000002
C00006576,MEM0000003
C00006577,MEM0000003
C00006578,MEM0000001
C00006579,MEM0000001
C00006580,MEM0000002
C00006581,MEM0000002
C00006582,MEM0000001
C00006583,MEM0000004
C00006584,MEM0000003
C00006585,MEM0000002
C00006586,MEM0000001
C00006587,MEM0000004
C00006588,MEM0000004
C00006589,MEM0000003
C00006590,MEM0000002
C00006591,MEM0000002
C00006592,MEM0000002
C00006593,MEM0000003
C00006594,MEM0000001
C00006595,MEM0000003
C00006596,MEM0000003
C00006597,MEM0000003
C00006598,MEM0000004
C00006599,MEM0000004
C00006600,MEM0000003
C00006601,MEM0000001
C00006602,MEM0000002
C00006603,MEM0000004
C00006604,MEM0000001
C00006605,MEM0000001
C00006606,MEM0000002
C00006607,MEM0000003
C00006608,MEM0000003
C00006609,MEM0000002
C00006610,MEM0000001
C00006611,MEM0000001
C00006612,MEM0000003
C00006613,MEM0000001
C00006614,MEM0000003
C00006615,MEM0000001
C00006616,MEM0000004
C00006617,MEM0000003
C00006618,MEM0000001
C00006619,MEM0000001
C00006620,MEM0000001
C00006621,MEM0000004
C00006622,MEM0000003
C00006623,MEM0000004
C00006624,MEM0000001
C00006625,MEM0000003
C00006626,MEM0000001
C00006627,MEM0000003
C00006628,MEM0000001
C00006629,MEM0000001
C00006630,MEM0000002
C00006631,MEM0000004
C00006632,MEM0000001
C00006633,MEM0000003
C00006634,MEM0000001
C00006635,MEM0000001
C00006636,MEM0000001
C00006637,MEM0000001
C00006638,MEM0000002
C00006639,MEM0000003
C00006640,MEM0000003
C00006641,MEM0000003
C00006642,MEM0000004
C00006643,MEM0000001
C00006644,MEM0000004
C00006645,MEM0000004
C00006646,MEM0000001
C00006647,MEM0000001
C00006648,MEM0000004
C00006649,MEM0000004
C00006650,MEM0000003
C00006651,MEM0000002
C00006652,MEM0000001
C00006653,MEM0000002
C00006654,MEM0000004
C00006655,MEM0000004
C00006656,MEM0000001
C00006657,MEM0000001
C00006658,MEM0000002
C00006659,MEM0000003
C00006660,MEM0000004
C00006661,MEM0000001
C00006662,MEM0000003
C00006663,MEM0000004
C00006664,MEM0000002
C00006665,MEM0000004
C00006666,MEM0000004
C00006667,MEM0000002
C00006668,MEM0000003
C00006669,MEM0000001
C00006670,MEM0000004
C00006671,MEM0000004
C00006672,MEM0000004
C00006673,MEM0000002
C00006674,MEM0000001
C00006675,MEM0000002
C00006676,MEM0000003
C00006677,MEM0000001
C00006678,MEM0000002
C00006679,MEM0000003
C00006680,MEM0000001
C00006681,MEM0000003
C00006682,MEM0000003
C00006683,MEM0000003
C00006684,MEM0000004
C00006685,MEM0000004
C00006686,MEM0000001
C00006687,MEM0000002
C00006688,MEM0000004
C00006689,MEM0000003
C00006690,MEM0000004
C00006691,MEM0000003
C00006692,MEM0000004
C00006693,MEM0000001
C00006694,MEM0000001
C00006695,MEM0000003
C00006696,MEM0000004
C00006697,MEM0000001
C00006698,MEM0000004
C00006699,MEM0000002
C00006700,MEM0000004
C00006701,MEM0000002
C00006702,MEM0000004
C00006703,MEM0000002
C00006704,MEM0000004
C00006705,MEM0000002
C00006706,MEM0000004
C00006707,MEM0000001
C00006708,MEM0000003
C00006709,MEM0000001
C00006710,MEM0000003
C00006711,MEM0000003
C00006712,MEM0000004
C00006713,MEM0000002
C00006714,MEM0000001
C00006715,MEM0000003
C00006716,MEM0000002
C00006717,MEM0000004
C00006718,MEM0000002
C00006719,MEM0000004
C00006720,MEM0000003
C00006721,MEM0000003
C00006722,MEM0000003
C00006723,MEM0000003
C00006724,MEM0000003
C00006725,MEM0000001
C00006726,MEM0000003
C00006727,MEM0000003
C00006728,MEM0000003
C00006729,MEM0000002
C00006730,MEM0000003
C00006731,MEM0000004
C00006732,MEM0000002
C00006733,MEM0000001
C00006734,MEM0000001
C00006735,MEM0000002
C00006736,MEM0000002
C00006737,MEM0000004
C00006738,MEM0000004
C00006739,MEM0000004
C00006740,MEM0000001
C00006741,MEM0000004
C00006742,MEM0000002
C00006743,MEM0000004
C00006744,MEM0000002
C00006745,MEM0000002
C00006746,MEM0000001
C00006747,MEM0000001
C00006748,MEM0000001
C00006749,MEM0000002
C00006750,MEM0000002
C00006751,MEM0000004
C00006752,MEM0000003
C00006753,MEM0000003
C00006754,MEM0000001
C00006755,MEM0000004
C00006756,MEM0000003
C00006757,MEM0000003
C00006758,MEM0000002
C00006759,MEM0000004
C00006760,MEM0000001
C00006761,MEM0000004
C00006762,MEM0000001
C00006763,MEM0000003
C00006764,MEM0000002
C00006765,MEM0000002
C00006766,MEM0000001
C00006767,MEM0000002
C00006768,MEM0000002
C00006769,MEM0000004
C00006770,MEM0000002
C00006771,MEM0000003
C00006772,MEM0000004
C00006773,MEM0000002
C00006774,MEM0000001
C00006775,MEM0000004
C00006776,MEM0000003
C00006777,MEM0000002
C00006778,MEM0000004
C00006779,MEM0000002
C00006780,MEM0000002
C00006781,MEM0000004
C00006782,MEM0000003
C00006783,MEM0000003
C00006784,MEM0000004
C00006785,MEM0000004
C00006786,MEM0000004
C00006787,MEM0000001
C00006788,MEM0000001
C00006789,MEM0000003
C00006790,MEM0000001
C00006791,MEM0000003
C00006792,MEM0000003
C00006793,MEM0000003
C00006794,MEM0000001
C00006795,MEM0000003
C00006796,MEM0000004
C00006797,MEM0000002
C00006798,MEM0000001
C00006799,MEM0000004
C00006800,MEM0000004
C00006801,MEM0000001
C00006802,MEM0000004
C00006803,MEM0000004
C00006804,MEM0000001
C00006805,MEM0000001
C00006806,MEM0000002
C00006807,MEM0000004
C00006808,MEM0000002
C00006809,MEM0000002
C00006810,MEM0000003
C00006811,MEM0000004
C00006812,MEM0000003
C00006813,MEM0000004
C00006814,MEM0000002
C00006815,MEM0000002
C00006816,MEM0000004
C00006817,MEM0000002
C00006818,MEM0000002
C00006819,MEM0000003
C00006820,MEM0000004
C00006821,MEM0000002
C00006822,MEM0000004
C00006823,MEM0000003
C00006824,MEM0000002
C00006825,MEM0000002
C00006826,MEM0000003
C00006827,MEM0000004
C00006828,MEM0000003
C00006829,MEM0000004
C00006830,MEM0000002
C00006831,MEM0000002
C00006832,MEM0000004
C00006833,MEM0000001
C00006834,MEM0000001
C00006835,MEM0000001
C00006836,MEM0000002
C00006837,MEM0000002
C00006838,MEM0000002
C00006839,MEM0000004
C00006840,MEM0000002
C00006841,MEM0000002
C00006842,MEM0000001
C00006843,MEM0000001
C00006844,MEM0000001
C00006845,MEM0000002
C00006846,MEM0000004
C00006847,MEM0000001
C00006848,MEM0000002
C00006849,MEM0000001
C00006850,MEM0000003
C00006851,MEM0000004
C00006852,MEM0000001
C00006853,MEM0000001
C00006854,MEM0000002
C00006855,MEM0000002
C00006856,MEM0000001
C00006857,MEM0000001
C00006858,MEM0000002
C00006859,MEM0000001
C00006860,MEM0000001
C00006861,MEM0000003
C00006862,MEM0000004
C00006863,MEM0000001
C00006864,MEM0000002
C00006865,MEM0000003
C00006866,MEM0000003
C00006867,MEM0000004
C00006868,MEM0000004
C00006869,MEM0000002
C00006870,MEM0000002
C00006871,MEM0000001
C00006872,MEM0000003
C00006873,MEM0000004
C00006874,MEM0000001
C00006875,MEM0000001
C00006876,MEM0000003
C00006877,MEM0000003
C00006878,MEM0000004
C00006879,MEM0000001
C00006880,MEM0000002
C00006881,MEM0000001
C00006882,MEM0000001
C00006883,MEM0000002
C00006884,MEM0000001
C00006885,MEM0000002
C00006886,MEM0000004
C00006887,MEM0000002
C00006888,MEM0000003
C00006889,MEM0000002
C00006890,MEM0000001
C00006891,MEM0000003
C00006892,MEM0000003
C00006893,MEM0000004
C00006894,MEM0000001
C00006895,MEM0000004
C00006896,MEM0000001
C00006897,MEM0000004
C00006898,MEM0000003
C00006899,MEM0000004
C00006900,MEM0000003
C00006901,MEM0000003
C00006902,MEM0000001
C00006903,MEM0000003
C00006904,MEM0000003
C00006905,MEM0000003
C00006906,MEM0000002
C00006907,MEM0000002
C00006908,MEM0000002
C00006909,MEM0000003
C00006910,MEM0000004
C00006911,MEM0000001
C00006912,MEM0000003
C00006913,MEM0000003
C00006914,MEM0000002
C00006915,MEM0000001
C00006916,MEM0000002
C00006917,MEM0000004
C00006918,MEM0000001
C00006919,MEM0000002
C00006920,MEM0000002
C00006921,MEM0000004
C00006922,MEM0000003
C00006923,MEM0000003
C00006924,MEM0000003
C00006925,MEM0000002
C00006926,MEM0000004
C00006927,MEM0000002
C00006928,MEM0000003
C00006929,MEM0000001
C00006930,MEM0000001
C00006931,MEM0000002
C00006932,MEM0000002
C00006933,MEM0000002
C00006934,MEM0000001
C00006935,MEM0000001
C00006936,MEM0000001
C00006937,MEM0000003
C00006938,MEM0000003
C00006939,MEM0000004
C00006940,MEM0000003
C00006941,MEM0000003
C00006942,MEM0000001
C00006943,MEM0000001
C00006944,MEM0000004
C00006945,MEM0000003
C00006946,MEM0000003
C00006947,MEM0000003
C00006948,MEM0000004
C00006949,MEM0000002
C00006950,MEM0000003
C00006951,MEM0000001
C00006952,MEM0000003
C00006953,MEM0000004
C00006954,MEM0000004
C00006955,MEM0000001
C00006956,MEM0000002
C00006957,MEM0000001
C00006958,MEM0000001
C00006959,MEM0000002
C00006960,MEM0000001
C00006961,MEM0000002
C00006962,MEM0000001
C00006963,MEM0000003
C00006964,MEM0000004
C00006965,MEM0000001
C00006966,MEM0000004
C00006967,MEM0000001
C00006968,MEM0000004
C00006969,MEM0000002
C00006970,MEM0000004
C00006971,MEM0000001
C00006972,MEM0000003
C00006973,MEM0000004
C00006974,MEM0000003
C00006975,MEM0000002
C00006976,MEM0000004
C00006977,MEM0000001
C00006978,MEM0000002
C00006979,MEM0000003
C00006980,MEM0000002
C00006981,MEM0000003
C00006982,MEM0000002
C00006983,MEM0000003
C00006984,MEM0000004
C00006985,MEM0000001
C00006986,MEM0000001
C00006987,MEM0000001
C00006988,MEM0000003
C00006989,MEM0000004
C00006990,MEM0000002
C00006991,MEM0000003
C00006992,MEM0000001
C00006993,MEM0000001
C00006994,MEM0000001
C00006995,MEM0000004
C00006996,MEM0000002
C00006997,MEM0000002
C00006998,MEM0000003
C00006999,MEM0000003
C00007000,MEM0000001
C00007001,MEM0000004
C00007002,MEM0000002
C00007003,MEM0000001
C00007004,MEM0000001
C00007005,MEM0000003
C00007006,MEM0000003
C00007007,MEM0000004
C00007008,MEM0000003
C00007009,MEM0000003
C00007010,MEM0000001
C00007011,MEM0000002
C00007012,MEM0000002
C00007013,MEM0000001
C00007014,MEM0000001
C00007015,MEM0000002
C00007016,MEM0000002
C00007017,MEM0000003
C00007018,MEM0000004
C00007019,MEM0000001
C00007020,MEM0000004
C00007021,MEM0000003
C00007022,MEM0000004
C00007023,MEM0000002
C00007024,MEM0000001
C00007025,MEM0000003
C00007026,MEM0000004
C00007027,MEM0000004
C00007028,MEM0000003
C00007029,MEM0000004
C00007030,MEM0000004
C00007031,MEM0000003
C00007032,MEM0000004
C00007033,MEM0000002
C00007034,MEM0000004
C00007035,MEM0000004
C00007036,MEM0000002
C00007037,MEM0000004
C00007038,MEM0000001
C00007039,MEM0000002
C00007040,MEM0000002
C00007041,MEM0000001
C00007042,MEM0000004
C00007043,MEM0000004
C00007044,MEM0000004
C00007045,MEM0000001
C00007046,MEM0000003
C00007047,MEM0000001
C00007048,MEM0000003
C00007049,MEM0000002
C00007050,MEM0000002
C00007051,MEM0000002
C00007052,MEM0000002
C00007053,MEM0000002
C00007054,MEM0000001
C00007055,MEM0000002
C00007056,MEM0000004
C00007057,MEM0000004
C00007058,MEM0000003
C00007059,MEM0000004
C00007060,MEM0000002
C00007061,MEM0000003
C00007062,MEM0000003
C00007063,MEM0000003
C00007064,MEM0000004
C00007065,MEM0000003
C00007066,MEM0000003
C00007067,MEM0000004
C00007068,MEM0000001
C00007069,MEM0000001
C00007070,MEM0000001
C00007071,MEM0000001
C00007072,MEM0000004
C00007073,MEM0000003
C00007074,MEM0000004
C00007075,MEM0000001
C00007076,MEM0000003
C00007077,MEM0000004
