venta_id,producto_id,cantidad,precio
VE0001091,PR0000189,4,48
VE0083558,PR0000051,1,16
VE0072489,PR0000169,5,155
VE0058542,PR0000040,4,140
VE0061688,PR0000100,2,60
VE0043502,PR0000338,5,220
VE0077872,PR0000347,3,129
VE0086207,PR0000222,2,96
VE0080958,PR0000394,5,50
VE0057626,PR0000223,5,195
VE0074667,PR0000031,5,245
VE0032399,PR0000087,5,180
VE0050025,PR0000401,4,124
VE0061901,PR0000183,2,30
VE0080587,PR0000315,1,40
VE0087392,PR0000184,5,110
VE0073032,PR0000074,2,80
VE0033526,PR0000040,3,105
VE0086478,PR0000287,5,245
VE0035410,PR0000098,5,195
VE0072087,PR0000153,3,114
VE0016552,PR0000310,3,114
VE0023505,PR0000201,3,39
VE0037804,PR0000171,5,210
VE0025923,PR0000083,1,40
VE0043706,PR0000004,4,180
VE0083543,PR0000029,5,170
VE0044455,PR0000259,2,54
VE0002117,PR0000119,4,156
VE0092265,PR0000135,1,30
VE0062680,PR0000317,1,34
VE0035607,PR0000206,3,81
VE0006628,PR0000001,3,141
VE0034395,PR0000190,2,46
VE0081053,PR0000001,2,94
VE0043760,PR0000223,1,39
VE0008495,PR0000260,4,184
VE0078910,PR0000081,1,27
VE0051983,PR0000078,1,34
VE0030441,PR0000303,2,38
VE0099010,PR0000091,1,42
VE0012855,PR0000036,2,60
VE0040455,PR0000078,4,136
VE0056138,PR0000150,1,48
VE0031550,PR0000047,4,132
VE0016732,PR0000344,3,132
VE0033358,PR0000150,2,96
VE0068386,PR0000319,4,48
VE0060258,PR0000227,5,210
VE0019575,PR0000124,2,46
VE0003349,PR0000317,4,136
VE0088517,PR0000350,3,66
VE0083700,PR0000191,2,98
VE0023471,PR0000245,3,129
VE0092837,PR0000345,1,30
VE0070072,PR0000229,2,36
VE0098977,PR0000188,4,76
VE0081998,PR0000268,2,88
VE0062123,PR0000371,3,30
VE0056703,PR0000081,4,108
VE0043892,PR0000136,2,30
VE0040157,PR0000256,3,84
VE0083629,PR0000216,5,105
VE0006238,PR0000217,4,124
VE0060138,PR0000175,1,42
VE0007493,PR0000360,1,12
VE0009515,PR0000203,3,36
VE0079655,PR0000280,1,19
VE0043013,PR0000275,4,140
VE0048564,PR0000082,5,155
VE0031035,PR0000358,5,175
VE0006182,PR0000231,3,126
VE0021865,PR0000288,5,240
VE0073166,PR0000400,1,29
VE0050411,PR0000061,4,96
VE0077983,PR0000273,1,15
VE0036678,PR0000183,1,15
VE0094483,PR0000099,4,168
VE0083927,PR0000309,3,105
VE0003736,PR0000153,2,76
VE0060491,PR0000364,2,68
VE0055404,PR0000254,2,34
VE0056176,PR0000370,4,44
VE0061562,PR0000179,3,57
VE0090376,PR0000297,1,49
VE0099561,PR0000329,3,84
VE0002841,PR0000002,3,72
VE0062303,PR0000369,1,26
VE0092904,PR0000070,3,102
VE0097475,PR0000206,1,27
VE0052754,PR0000093,5,125
VE0011229,PR0000385,5,220
VE0034452,PR0000136,2,30
VE0042982,PR0000117,5,105
VE0014285,PR0000303,3,57
VE0036208,PR0000312,5,90
VE0071247,PR0000178,4,52
VE0046494,PR0000206,3,81
VE0090305,PR0000130,3,54
VE0074265,PR0000260,2,92
VE0099285,PR0000359,1,17
VE0037780,PR0000086,2,66
VE0037865,PR0000338,1,44
VE0020242,PR0000141,4,168
VE0013749,PR0000230,3,51
VE0090276,PR0000050,3,51
VE0002868,PR0000337,3,138
VE0097268,PR0000365,4,44
VE0082295,PR0000036,3,90
VE0085544,PR0000157,2,94
VE0029514,PR0000084,5,150
VE0078652,PR0000185,5,60
VE0054213,PR0000050,1,17
VE0067926,PR0000197,1,21
VE0073051,PR0000367,2,96
VE0098517,PR0000346,4,152
VE0094506,PR0000218,2,66
VE0073596,PR0000363,5,140
VE0084204,PR0000081,5,135
VE0051846,PR0000057,2,92
VE0028384,PR0000357,5,150
VE0029332,PR0000198,2,42
VE0084772,PR0000375,5,150
VE0063667,PR0000345,1,30
VE0028741,PR0000097,2,60
VE0044125,PR0000269,2,32
VE0026330,PR0000010,1,48
VE0056267,PR0000046,1,39
VE0021990,PR0000087,5,180
VE0061145,PR0000053,4,80
VE0084337,PR0000349,1,29
VE0042204,PR0000145,1,41
VE0002542,PR0000314,2,48
VE0056235,PR0000322,4,160
VE0071689,PR0000172,1,49
VE0020074,PR0000404,5,115
VE0034164,PR0000196,3,57
VE0016651,PR0000034,4,120
VE0078682,PR0000270,5,50
VE0072391,PR0000376,3,126
VE0066794,PR0000128,4,152
VE0015438,PR0000135,5,150
VE0084484,PR0000407,2,68
VE0022939,PR0000016,4,172
VE0077609,PR0000385,4,176
VE0034753,PR0000273,1,15
VE0009783,PR0000181,1,13
VE0080431,PR0000285,5,70
VE0012739,PR0000002,3,72
VE0049692,PR0000305,2,50
VE0065184,PR0000327,3,123
VE0083140,PR0000227,2,84
VE0038451,PR0000228,5,235
VE0015315,PR0000193,1,48
VE0053284,PR0000251,4,124
VE0013779,PR0000344,1,44
VE0077104,PR0000405,4,124
VE0050703,PR0000367,1,48
VE0042969,PR0000316,3,81
VE0011521,PR0000252,2,48
VE0046203,PR0000409,1,32
VE0017814,PR0000179,5,95
VE0057544,PR0000252,1,24
VE0025549,PR0000129,5,145
VE0028244,PR0000071,1,17
VE0092144,PR0000400,4,116
VE0079640,PR0000226,2,96
VE0089380,PR0000089,2,20
VE0061881,PR0000147,1,36
VE0032662,PR0000380,4,180
VE0027435,PR0000289,1,30
VE0078215,PR0000035,5,60
VE0034023,PR0000396,4,136
VE0039194,PR0000216,1,21
VE0024708,PR0000227,1,42
VE0019044,PR0000412,1,21
VE0010513,PR0000322,5,200
VE0047547,PR0000327,3,123
VE0043925,PR0000133,5,90
VE0034286,PR0000245,3,129
VE0098034,PR0000126,4,76
VE0006236,PR0000309,2,70
VE0090666,PR0000370,4,44
VE0039839,PR0000066,1,15
VE0079122,PR0000355,2,80
VE0040884,PR0000395,5,205
VE0096077,PR0000387,2,90
VE0034322,PR0000329,4,112
VE0078162,PR0000114,2,44
VE0001875,PR0000086,4,132
VE0015555,PR0000004,4,180
VE0027103,PR0000330,2,52
VE0086950,PR0000405,3,93
VE0076902,PR0000241,1,11
VE0001200,PR0000251,1,31
VE0063034,PR0000300,2,50
VE0061530,PR0000347,4,172
VE0037941,PR0000104,5,230
VE0092992,PR0000256,5,140
VE0094214,PR0000332,2,94
VE0054247,PR0000189,1,12
VE0022865,PR0000410,3,75
VE0003610,PR0000315,1,40
VE0038157,PR0000019,3,48
VE0016390,PR0000357,3,90
VE0093526,PR0000175,1,42
VE0085997,PR0000096,4,104
VE0083805,PR0000092,1,50
VE0052379,PR0000355,2,80
VE0034969,PR0000192,1,42
VE0024041,PR0000308,5,145
VE0000891,PR0000271,3,42
VE0061772,PR0000110,5,160
VE0005432,PR0000165,1,28
VE0035143,PR0000318,1,26
VE0016160,PR0000235,1,30
VE0032868,PR0000120,4,152
VE0030729,PR0000081,4,108
VE0098606,PR0000209,5,180
VE0040318,PR0000173,1,37
VE0062672,PR0000031,5,245
VE0096433,PR0000351,2,22
VE0077209,PR0000334,3,81
VE0056682,PR0000258,4,172
VE0027301,PR0000144,5,235
VE0081497,PR0000391,2,96
VE0022696,PR0000320,3,96
VE0077756,PR0000103,2,24
VE0031098,PR0000151,3,93
VE0087487,PR0000258,5,215
VE0086082,PR0000273,2,30
VE0016733,PR0000312,4,72
VE0032163,PR0000329,5,140
VE0049078,PR0000072,3,30
VE0015405,PR0000359,4,68
VE0077834,PR0000390,4,168
VE0087289,PR0000104,1,46
VE0050432,PR0000082,4,124
VE0077249,PR0000065,2,88
VE0060209,PR0000086,5,165
VE0083078,PR0000244,4,56
VE0089043,PR0000369,4,104
VE0024509,PR0000163,1,37
VE0087331,PR0000064,4,40
VE0054498,PR0000123,5,145
VE0054664,PR0000273,1,15
VE0083880,PR0000348,3,114
VE0044471,PR0000124,5,115
VE0000943,PR0000405,4,124
VE0097332,PR0000151,5,155
VE0030360,PR0000332,3,141
VE0028730,PR0000152,3,81
VE0042063,PR0000302,3,72
VE0064393,PR0000386,1,13
VE0090862,PR0000187,1,41
VE0071179,PR0000337,5,230
VE0028554,PR0000068,3,126
VE0073873,PR0000032,1,19
VE0040781,PR0000130,3,54
VE0002878,PR0000114,2,44
VE0050446,PR0000250,5,105
VE0049858,PR0000020,4,136
VE0007457,PR0000224,2,52
VE0000171,PR0000113,4,52
VE0063575,PR0000304,5,150
VE0015857,PR0000346,5,190
VE0001348,PR0000362,3,48
VE0017097,PR0000160,3,57
VE0026380,PR0000063,3,129
VE0083531,PR0000068,2,84
VE0038347,PR0000301,4,160
VE0098758,PR0000006,4,116
VE0025856,PR0000220,5,100
VE0010390,PR0000133,2,36
VE0002533,PR0000109,5,55
VE0050749,PR0000323,5,250
VE0012452,PR0000337,2,92
VE0023116,PR0000403,4,40
VE0062291,PR0000240,2,66
VE0013577,PR0000391,5,240
VE0023883,PR0000099,3,126
VE0088334,PR0000332,5,235
VE0087693,PR0000199,2,40
VE0043245,PR0000218,4,132
VE0071109,PR0000094,4,40
VE0003710,PR0000217,5,155
VE0016081,PR0000292,4,176
VE0080175,PR0000063,4,172
VE0010387,PR0000117,1,21
VE0018370,PR0000054,4,156
VE0083065,PR0000266,3,132
VE0061611,PR0000134,4,168
VE0017222,PR0000227,3,126
VE0002982,PR0000052,4,140
VE0081303,PR0000383,3,144
VE0033716,PR0000094,1,10
VE0084898,PR0000369,1,26
VE0087861,PR0000239,5,130
VE0097767,PR0000042,3,36
VE0003128,PR0000338,5,220
VE0024410,PR0000266,2,88
VE0024773,PR0000214,2,36
VE0000710,PR0000237,5,120
VE0043434,PR0000349,2,58
VE0061975,PR0000305,3,75
VE0033260,PR0000155,1,24
VE0040560,PR0000346,2,76
VE0072371,PR0000156,4,164
VE0016060,PR0000343,2,92
VE0017743,PR0000114,3,66
VE0078966,PR0000046,4,156
VE0050500,PR0000210,5,80
VE0024050,PR0000182,5,75
VE0004097,PR0000256,4,112
VE0091606,PR0000251,2,62
VE0053668,PR0000303,1,19
VE0028012,PR0000216,4,84
VE0003619,PR0000103,2,24
VE0037570,PR0000215,5,245
VE0054011,PR0000134,2,84
VE0069030,PR0000146,4,160
VE0025821,PR0000234,4,68
VE0044836,PR0000161,1,17
VE0070298,PR0000322,2,80
VE0009375,PR0000413,4,200
VE0010080,PR0000026,2,48
VE0022048,PR0000092,5,250
VE0029719,PR0000040,2,70
VE0062351,PR0000077,5,210
VE0055909,PR0000091,3,126
VE0048184,PR0000013,3,108
VE0041585,PR0000236,2,58
VE0010354,PR0000181,3,39
VE0001896,PR0000209,3,108
VE0001486,PR0000220,1,20
VE0080814,PR0000210,5,80
VE0097574,PR0000350,4,88
VE0054333,PR0000184,1,22
VE0073287,PR0000140,4,200
VE0065715,PR0000045,5,205
VE0022573,PR0000404,4,92
VE0070438,PR0000237,2,48
VE0085287,PR0000370,5,55
VE0064272,PR0000218,5,165
VE0071793,PR0000309,4,140
VE0048753,PR0000338,2,88
VE0069948,PR0000211,4,128
VE0045784,PR0000354,2,22
VE0097529,PR0000154,2,28
VE0059559,PR0000360,4,48
VE0001218,PR0000013,4,144
VE0000739,PR0000154,3,42
VE0097505,PR0000202,1,17
VE0068147,PR0000413,4,200
VE0009958,PR0000340,1,37
VE0032818,PR0000339,1,14
VE0094002,PR0000328,4,152
VE0064051,PR0000220,1,20
VE0054730,PR0000294,5,220
VE0048177,PR0000256,4,112
VE0093931,PR0000265,2,22
VE0009864,PR0000408,2,74
VE0053836,PR0000343,1,46
VE0066703,PR0000109,5,55
VE0045228,PR0000202,3,51
VE0000750,PR0000002,2,48
VE0023588,PR0000193,5,240
VE0090703,PR0000231,4,168
VE0078317,PR0000003,2,36
VE0037474,PR0000276,2,74
VE0012616,PR0000121,3,60
VE0075429,PR0000232,4,180
VE0042655,PR0000188,5,95
VE0095230,PR0000012,1,21
VE0041118,PR0000132,1,27
VE0017131,PR0000286,2,82
VE0012703,PR0000290,1,40
VE0025786,PR0000069,5,65
VE0052565,PR0000373,2,100
VE0057037,PR0000014,5,225
VE0027829,PR0000138,1,39
VE0087274,PR0000372,1,34
VE0076121,PR0000109,5,55
VE0029600,PR0000357,5,150
VE0031055,PR0000153,5,190
VE0008937,PR0000043,3,48
VE0026318,PR0000284,3,90
VE0036615,PR0000131,1,21
VE0067110,PR0000303,2,38
VE0001366,PR0000110,1,32
VE0054012,PR0000411,5,85
VE0077079,PR0000307,4,180
VE0001491,PR0000034,2,60
VE0084906,PR0000231,2,84
VE0082031,PR0000400,1,29
VE0025593,PR0000217,2,62
VE0005245,PR0000270,1,10
VE0045515,PR0000324,4,100
VE0038050,PR0000169,5,155
VE0080642,PR0000308,4,116
VE0006377,PR0000402,3,111
VE0057907,PR0000326,3,105
VE0019778,PR0000011,1,32
VE0007991,PR0000034,1,30
VE0041313,PR0000126,3,57
VE0091335,PR0000410,3,75
VE0010250,PR0000065,3,132
VE0007343,PR0000070,2,68
VE0050816,PR0000016,3,129
VE0098323,PR0000290,1,40
VE0058680,PR0000323,1,50
VE0041664,PR0000042,3,36
VE0062829,PR0000373,4,200
VE0040661,PR0000254,4,68
VE0038895,PR0000383,4,192
VE0031515,PR0000258,2,86
VE0051470,PR0000041,1,48
VE0027330,PR0000401,1,31
VE0065424,PR0000329,3,84
VE0032911,PR0000078,3,102
VE0055472,PR0000317,1,34
VE0016543,PR0000224,3,78
VE0084047,PR0000277,1,29
VE0093704,PR0000405,5,155
VE0010819,PR0000222,4,192
VE0070067,PR0000253,3,129
VE0003903,PR0000159,3,150
VE0077317,PR0000301,5,200
VE0008079,PR0000003,2,36
VE0046887,PR0000127,3,57
VE0027372,PR0000003,5,90
VE0017164,PR0000078,1,34
VE0075103,PR0000349,2,58
VE0010094,PR0000356,4,112
VE0000996,PR0000272,4,72
VE0097953,PR0000282,1,31
VE0025229,PR0000141,4,168
VE0039554,PR0000109,1,11
VE0050352,PR0000190,4,92
VE0083038,PR0000142,1,36
VE0061118,PR0000110,1,32
VE0070366,PR0000226,4,192
VE0061787,PR0000123,5,145
VE0002104,PR0000246,4,96
VE0046662,PR0000019,1,16
VE0010754,PR0000029,3,102
VE0018589,PR0000299,2,32
VE0037991,PR0000391,2,96
VE0080311,PR0000392,1,37
VE0050311,PR0000233,2,20
VE0004097,PR0000279,4,112
VE0073149,PR0000017,5,160
VE0021307,PR0000253,1,43
VE0075342,PR0000119,4,156
VE0046607,PR0000247,5,230
VE0083612,PR0000301,5,200
VE0028236,PR0000104,4,184
VE0059173,PR0000122,5,245
VE0086593,PR0000270,3,30
VE0094625,PR0000104,3,138
VE0020342,PR0000162,3,129
VE0097510,PR0000162,3,129
VE0016472,PR0000011,1,32
VE0029218,PR0000126,2,38
VE0006371,PR0000391,2,96
VE0058658,PR0000103,5,60
VE0099992,PR0000291,2,40
VE0038194,PR0000070,5,170
VE0040329,PR0000234,3,51
VE0030455,PR0000411,3,51
VE0007566,PR0000006,5,145
VE0026352,PR0000342,2,84
VE0062610,PR0000186,3,126
VE0064606,PR0000206,1,27
VE0053489,PR0000305,2,50
VE0089185,PR0000336,5,215
VE0045758,PR0000168,5,160
VE0076842,PR0000183,1,15
VE0036963,PR0000254,3,51
VE0026061,PR0000087,2,72
VE0067493,PR0000306,3,102
VE0090929,PR0000114,5,110
VE0056349,PR0000004,1,45
VE0045259,PR0000268,5,220
VE0061465,PR0000229,4,72
VE0064347,PR0000357,1,30
VE0017746,PR0000371,4,40
VE0054975,PR0000136,3,45
VE0079095,PR0000165,3,84
VE0076113,PR0000221,2,96
VE0026567,PR0000212,5,130
VE0038435,PR0000347,4,172
VE0035604,PR0000265,1,11
VE0089922,PR0000264,5,210
VE0097601,PR0000346,4,152
VE0042604,PR0000057,5,230
VE0036201,PR0000261,3,30
VE0070603,PR0000407,1,34
VE0041002,PR0000077,3,126
VE0010111,PR0000086,1,33
VE0092553,PR0000124,1,23
VE0009805,PR0000053,3,60
VE0032867,PR0000020,5,170
VE0089863,PR0000007,5,155
VE0045084,PR0000319,5,60
VE0069097,PR0000023,2,46
VE0059656,PR0000242,2,38
VE0044351,PR0000358,3,105
VE0024303,PR0000056,1,46
VE0016821,PR0000234,4,68
VE0041259,PR0000216,1,21
VE0077039,PR0000108,4,200
VE0052880,PR0000114,1,22
VE0045788,PR0000262,4,152
VE0085010,PR0000066,2,30
VE0090555,PR0000391,5,240
VE0082820,PR0000120,5,190
VE0026026,PR0000321,2,96
VE0099215,PR0000338,3,132
VE0062516,PR0000400,2,58
VE0012387,PR0000351,2,22
VE0095877,PR0000307,5,225
VE0010900,PR0000101,3,72
VE0034809,PR0000225,1,36
VE0081345,PR0000108,1,50
VE0019685,PR0000190,1,23
VE0055741,PR0000276,1,37
VE0065566,PR0000262,3,114
VE0072539,PR0000304,4,120
VE0042373,PR0000323,5,250
VE0070247,PR0000075,5,145
VE0030661,PR0000094,3,30
VE0032080,PR0000046,5,195
VE0053025,PR0000138,5,195
VE0076989,PR0000040,5,175
VE0032253,PR0000338,2,88
VE0089625,PR0000019,2,32
VE0098850,PR0000050,5,85
VE0084854,PR0000086,3,99
VE0040163,PR0000209,4,144
VE0012117,PR0000064,2,20
VE0063808,PR0000102,3,144
VE0071019,PR0000234,2,34
VE0016516,PR0000179,2,38
VE0019657,PR0000318,4,104
VE0026838,PR0000052,3,105
VE0069225,PR0000190,4,92
VE0071681,PR0000375,5,150
VE0050071,PR0000367,1,48
VE0068342,PR0000196,4,76
VE0011148,PR0000038,4,160
VE0086248,PR0000315,5,200
VE0097284,PR0000309,4,140
VE0002361,PR0000392,2,74
VE0048821,PR0000058,5,100
VE0086914,PR0000301,1,40
VE0008352,PR0000151,1,31
VE0020929,PR0000100,4,120
VE0046246,PR0000373,3,150
VE0027224,PR0000370,3,33
VE0073869,PR0000313,2,82
VE0050914,PR0000284,2,60
VE0046898,PR0000411,2,34
VE0071337,PR0000389,5,170
VE0026589,PR0000323,1,50
VE0045133,PR0000117,5,105
VE0077341,PR0000109,3,33
VE0060497,PR0000154,3,42
VE0024837,PR0000142,3,108
VE0053234,PR0000261,1,10
VE0069628,PR0000315,2,80
VE0057730,PR0000274,2,42
VE0049609,PR0000323,2,100
VE0053320,PR0000158,2,68
VE0093263,PR0000298,4,88
VE0055259,PR0000080,3,33
VE0055623,PR0000313,1,41
VE0096063,PR0000360,1,12
VE0049518,PR0000107,2,54
VE0058921,PR0000355,2,80
VE0041812,PR0000362,4,64
VE0021997,PR0000260,3,138
VE0008003,PR0000189,1,12
VE0039464,PR0000346,5,190
VE0059281,PR0000338,5,220
VE0024068,PR0000384,5,105
VE0038749,PR0000094,2,20
VE0030133,PR0000179,5,95
VE0005919,PR0000236,3,87
VE0094590,PR0000076,4,40
VE0006596,PR0000365,1,11
VE0097819,PR0000206,1,27
VE0083094,PR0000306,1,34
VE0032247,PR0000413,5,250
VE0047409,PR0000009,3,102
VE0035227,PR0000345,2,60
VE0020469,PR0000292,2,88
VE0049258,PR0000126,2,38
VE0015288,PR0000196,2,38
VE0038142,PR0000379,5,85
VE0099117,PR0000180,1,31
VE0025688,PR0000230,2,34
VE0057764,PR0000066,2,30
VE0041121,PR0000390,2,84
VE0083985,PR0000059,5,120
VE0029699,PR0000150,2,96
VE0058930,PR0000266,3,132
VE0046134,PR0000299,2,32
VE0019667,PR0000052,3,105
VE0098768,PR0000193,2,96
VE0071307,PR0000370,3,33
VE0032904,PR0000404,1,23
VE0079154,PR0000104,1,46
VE0054912,PR0000405,4,124
VE0074079,PR0000122,5,245
VE0033574,PR0000264,4,168
VE0006983,PR0000204,4,116
VE0026159,PR0000284,4,120
VE0096055,PR0000336,1,43
VE0086816,PR0000090,2,48
VE0069207,PR0000353,2,26
VE0024134,PR0000186,1,42
VE0068437,PR0000320,5,160
VE0088863,PR0000368,2,52
VE0043036,PR0000225,5,180
VE0012041,PR0000360,4,48
VE0066073,PR0000107,3,81
VE0043962,PR0000025,5,80
VE0044932,PR0000184,5,110
VE0097333,PR0000338,5,220
VE0037795,PR0000157,4,188
VE0018384,PR0000248,4,176
VE0005986,PR0000079,4,188
VE0081417,PR0000311,5,215
VE0021257,PR0000401,5,155
VE0075371,PR0000374,1,18
VE0042886,PR0000383,1,48
VE0003605,PR0000080,4,44
VE0038295,PR0000342,3,126
VE0093491,PR0000398,2,94
VE0078156,PR0000092,4,200
VE0005603,PR0000340,2,74
VE0054573,PR0000344,5,220
VE0011827,PR0000360,2,24
VE0081459,PR0000395,4,164
VE0055007,PR0000098,4,156
VE0023955,PR0000373,4,200
VE0072324,PR0000392,1,37
VE0011527,PR0000232,5,225
VE0023180,PR0000366,1,25
VE0062614,PR0000030,3,66
VE0026525,PR0000016,3,129
VE0010837,PR0000412,4,84
VE0011238,PR0000325,4,48
VE0004616,PR0000185,1,12
VE0059282,PR0000237,5,120
VE0058234,PR0000123,5,145
VE0096962,PR0000411,3,51
VE0029403,PR0000188,4,76
VE0005901,PR0000055,2,52
VE0024882,PR0000317,3,102
VE0049211,PR0000154,5,70
VE0087956,PR0000390,1,42
VE0084603,PR0000307,5,225
VE0063892,PR0000202,5,85
VE0099613,PR0000274,3,63
VE0017069,PR0000388,5,230
VE0063220,PR0000375,3,90
VE0007750,PR0000166,1,38
VE0071455,PR0000241,5,55
VE0008891,PR0000237,5,120
VE0050104,PR0000407,5,170
VE0074269,PR0000283,3,78
VE0013132,PR0000073,5,75
VE0094589,PR0000314,3,72
VE0050073,PR0000311,3,129
VE0026309,PR0000204,3,87
VE0031521,PR0000172,3,147
VE0038844,PR0000207,1,14
VE0089186,PR0000160,2,38
VE0067334,PR0000068,2,84
VE0016261,PR0000283,5,130
VE0047200,PR0000235,3,90
VE0092777,PR0000248,4,176
VE0071448,PR0000107,5,135
VE0003134,PR0000254,1,17
VE0001475,PR0000129,1,29
VE0061269,PR0000145,2,82
VE0003125,PR0000155,2,48
VE0015596,PR0000199,1,20
VE0082572,PR0000198,5,105
VE0091950,PR0000236,3,87
VE0037446,PR0000174,1,21
VE0009140,PR0000118,3,87
VE0094661,PR0000198,3,63
VE0007936,PR0000290,3,120
VE0017814,PR0000109,2,22
VE0058525,PR0000408,3,111
VE0016956,PR0000254,2,34
VE0030970,PR0000331,4,188
VE0081605,PR0000220,5,100
VE0010983,PR0000327,4,164
VE0084165,PR0000010,3,144
VE0069390,PR0000115,2,96
VE0080215,PR0000035,5,60
VE0085080,PR0000354,5,55
VE0078109,PR0000266,3,132
VE0020777,PR0000048,2,98
VE0060445,PR0000333,1,34
VE0090039,PR0000137,5,250
VE0052373,PR0000308,4,116
VE0043215,PR0000319,5,60
VE0068788,PR0000059,2,48
VE0007020,PR0000094,4,40
VE0077636,PR0000361,5,140
VE0038124,PR0000052,3,105
VE0052709,PR0000193,5,240
VE0046624,PR0000051,4,64
VE0057004,PR0000212,5,130
VE0003279,PR0000092,5,250
VE0096524,PR0000099,2,84
VE0002330,PR0000189,4,48
VE0056606,PR0000297,4,196
VE0070144,PR0000011,5,160
VE0058600,PR0000065,2,88
VE0007981,PR0000121,3,60
VE0097421,PR0000365,5,55
VE0010287,PR0000382,2,50
VE0082123,PR0000037,3,102
VE0081406,PR0000049,1,16
VE0066270,PR0000089,5,50
VE0016907,PR0000123,5,145
VE0087914,PR0000055,3,78
VE0071079,PR0000377,4,140
VE0018346,PR0000035,3,36
VE0074320,PR0000234,1,17
VE0083629,PR0000393,4,132
VE0039204,PR0000233,3,30
VE0042375,PR0000291,2,40
VE0068133,PR0000393,2,66
VE0021738,PR0000174,5,105
VE0006319,PR0000128,5,190
VE0074380,PR0000202,4,68
VE0048450,PR0000202,4,68
VE0057713,PR0000011,3,96
VE0018330,PR0000254,3,51
VE0018886,PR0000042,4,48
VE0070700,PR0000352,3,60
VE0048177,PR0000086,4,132
VE0010009,PR0000190,2,46
VE0095773,PR0000170,3,66
VE0012752,PR0000016,2,86
VE0070435,PR0000322,5,200
VE0053602,PR0000006,5,145
VE0094873,PR0000139,3,108
VE0038351,PR0000184,2,44
VE0050425,PR0000167,1,50
VE0010690,PR0000161,4,68
VE0084648,PR0000350,5,110
VE0049350,PR0000198,1,21
VE0071102,PR0000209,1,36
VE0066186,PR0000027,3,144
VE0069621,PR0000409,5,160
VE0072996,PR0000060,2,40
VE0039567,PR0000022,2,44
VE0022663,PR0000343,5,230
VE0072730,PR0000029,4,136
VE0022104,PR0000312,4,72
VE0008010,PR0000197,5,105
VE0057749,PR0000265,4,44
VE0029368,PR0000120,5,190
VE0028717,PR0000069,3,39
VE0037066,PR0000392,1,37
VE0040971,PR0000346,4,152
VE0070232,PR0000360,5,60
VE0049819,PR0000050,1,17
VE0083814,PR0000092,2,100
VE0016913,PR0000227,2,84
VE0084077,PR0000377,5,175
VE0050356,PR0000305,5,125
VE0096841,PR0000247,4,184
VE0044309,PR0000157,1,47
VE0075692,PR0000234,3,51
VE0039628,PR0000261,4,40
VE0083769,PR0000292,3,132
VE0050885,PR0000059,3,72
VE0029666,PR0000183,1,15
VE0007644,PR0000040,1,35
VE0073863,PR0000182,2,30
VE0010944,PR0000272,3,54
VE0017017,PR0000274,5,105
VE0086850,PR0000365,3,33
VE0085209,PR0000196,1,19
VE0035278,PR0000413,4,200
VE0075852,PR0000233,2,20
VE0041823,PR0000188,1,19
VE0027915,PR0000080,1,11
VE0063301,PR0000276,4,148
VE0092233,PR0000279,3,84
VE0043131,PR0000070,1,34
VE0075020,PR0000100,1,30
VE0026552,PR0000380,5,225
VE0018080,PR0000066,5,75
VE0043298,PR0000096,3,78
VE0028498,PR0000212,2,52
VE0060658,PR0000322,4,160
VE0000404,PR0000378,1,21
VE0049493,PR0000238,1,46
VE0096787,PR0000331,2,94
VE0065742,PR0000328,5,190
VE0061110,PR0000184,2,44
VE0021979,PR0000350,5,110
VE0001172,PR0000278,4,168
VE0062974,PR0000046,4,156
VE0031222,PR0000403,3,30
VE0055642,PR0000384,1,21
VE0088151,PR0000039,5,80
VE0008229,PR0000121,2,40
VE0043087,PR0000156,3,123
VE0063402,PR0000352,4,80
VE0052975,PR0000259,4,108
VE0057146,PR0000255,3,123
VE0010720,PR0000353,4,52
VE0080771,PR0000125,5,135
VE0008493,PR0000384,4,84
VE0039423,PR0000269,5,80
VE0053499,PR0000241,2,22
VE0029988,PR0000019,1,16
VE0063510,PR0000186,1,42
VE0026805,PR0000376,1,42
VE0030969,PR0000364,2,68
VE0040062,PR0000174,5,105
VE0056674,PR0000247,1,46
VE0000393,PR0000147,3,108
VE0006130,PR0000228,3,141
VE0032073,PR0000345,4,120
VE0014756,PR0000076,4,40
VE0047956,PR0000090,3,72
VE0052236,PR0000331,3,141
VE0057391,PR0000111,4,172
VE0090349,PR0000091,1,42
VE0055928,PR0000237,3,72
VE0081461,PR0000033,4,136
VE0047591,PR0000001,5,235
VE0064217,PR0000005,4,164
VE0067448,PR0000293,1,19
VE0089783,PR0000156,4,164
VE0012059,PR0000266,4,176
VE0029133,PR0000032,5,95
VE0048476,PR0000007,2,62
VE0086881,PR0000059,5,120
VE0075964,PR0000285,3,42
VE0066343,PR0000017,3,96
VE0007855,PR0000220,1,20
VE0069558,PR0000101,1,24
VE0048081,PR0000379,2,34
VE0054035,PR0000055,1,26
VE0022401,PR0000048,5,245
VE0092209,PR0000276,2,74
VE0026930,PR0000321,3,144
VE0050877,PR0000360,1,12
VE0078056,PR0000338,5,220
VE0042163,PR0000084,4,120
VE0074801,PR0000212,1,26
VE0096926,PR0000399,3,102
VE0089592,PR0000247,3,138
VE0077710,PR0000383,3,144
VE0065855,PR0000330,3,78
VE0008893,PR0000034,4,120
VE0034646,PR0000102,3,144
VE0007836,PR0000398,4,188
VE0021931,PR0000340,1,37
VE0059095,PR0000139,1,36
