id,venta_id
EN0002380,VE0005854
EN0002381,VE0002095
EN0002382,VE0009125
EN0002383,VE0008987
EN0002384,VE0008659
EN0002385,VE0006631
EN0002386,VE0003954
EN0002387,VE0004869
EN0002388,VE0008564
EN0002389,VE0005083
EN0002390,VE0006360
EN0002391,VE0003350
EN0002392,VE0006692
EN0002393,VE0009289
EN0002394,VE0005121
EN0002395,VE0005204
EN0002396,VE0001814
EN0002397,VE0004507
EN0002398,VE0004826
EN0002399,VE0007915
EN0002400,VE0007486
EN0002401,VE0009236
EN0002402,VE0000144
EN0002403,VE0003108
EN0002404,VE0000323
EN0002405,VE0004750
EN0002406,VE0004880
EN0002407,VE0001949
EN0002408,VE0005924
EN0002409,VE0002763
EN0002410,VE0009943
EN0002411,VE0006587
EN0002412,VE0001504
EN0002413,VE0001762
EN0002414,VE0007739
EN0002415,VE0001965
EN0002416,VE0006499
EN0002417,VE0007082
EN0002418,VE0005026
EN0002419,VE0006920
EN0002420,VE0008769
EN0002421,VE0002628
EN0002422,VE0007469
EN0002423,VE0006693
EN0002424,VE0001369
EN0002425,VE0003229
EN0002426,VE0002865
EN0002427,VE0009861
EN0002428,VE0004468
EN0002429,VE0007415
EN0002430,VE0005744
EN0002431,VE0008972
EN0002432,VE0008630
EN0002433,VE0006681
EN0002434,VE0000782
EN0002435,VE0007824
EN0002436,VE0005362
EN0002437,VE0001379
EN0002438,VE0005137
EN0002439,VE0000299
EN0002440,VE0002346
EN0002441,VE0008015
EN0002442,VE0000180
EN0002443,VE0009215
EN0002444,VE0009744
EN0002445,VE0001979
EN0002446,VE0003289
EN0002447,VE0008259
EN0002448,VE0006262
EN0002449,VE0001293
EN0002450,VE0007992
EN0002451,VE0000035
EN0002452,VE0000274
EN0002453,VE0002991
EN0002454,VE0009467
EN0002455,VE0006918
EN0002456,VE0007975
EN0002457,VE0008258
EN0002458,VE0009664
EN0002459,VE0006845
EN0002460,VE0003246
EN0002461,VE0005973
EN0002462,VE0008881
EN0002463,VE0009909
EN0002464,VE0009381
EN0002465,VE0004590
EN0002466,VE0004373
EN0002467,VE0004893
EN0002468,VE0001479
EN0002469,VE0004961
EN0002470,VE0003285
EN0002471,VE0004247
EN0002472,VE0000910
EN0002473,VE0009777
EN0002474,VE0005907
EN0002475,VE0003501
EN0002476,VE0004577
EN0002477,VE0005731
EN0002478,VE0005056
EN0002479,VE0002422
EN0002480,VE0007500
EN0002481,VE0008877
EN0002482,VE0007586
EN0002483,VE0002252
EN0002484,VE0000563
EN0002485,VE0005685
EN0002486,VE0000618
EN0002487,VE0003333
EN0002488,VE0009465
EN0002489,VE0000223
EN0002490,VE0003620
EN0002491,VE0000452
EN0002492,VE0000856
EN0002493,VE0007247
EN0002494,VE0009333
EN0002495,VE0003836
EN0002496,VE0001806
EN0002497,VE0008394
EN0002498,VE0002946
EN0002499,VE0008032
EN0002500,VE0006300
EN0002501,VE0005115
EN0002502,VE0000699
EN0002503,VE0002531
EN0002504,VE0005420
EN0002505,VE0006982
EN0002506,VE0004615
EN0002507,VE0003540
EN0002508,VE0002177
EN0002509,VE0005305
EN0002510,VE0000249
EN0002511,VE0006867
EN0002512,VE0007818
EN0002513,VE0004084
EN0002514,VE0009046
EN0002515,VE0000835
EN0002516,VE0006882
EN0002517,VE0008757
EN0002518,VE0004693
EN0002519,VE0004007
EN0002520,VE0006486
EN0002521,VE0006192
EN0002522,VE0008082
EN0002523,VE0009918
EN0002524,VE0006556
EN0002525,VE0008853
EN0002526,VE0008383
EN0002527,VE0001503
EN0002528,VE0003033
EN0002529,VE0005256
EN0002530,VE0005757
EN0002531,VE0002230
EN0002532,VE0000441
EN0002533,VE0003021
EN0002534,VE0007092
EN0002535,VE0009689
EN0002536,VE0002122
EN0002537,VE0008353
EN0002538,VE0008310
EN0002539,VE0000676
EN0002540,VE0001379
EN0002541,VE0004776
EN0002542,VE0001013
EN0002543,VE0002967
EN0002544,VE0003235
EN0002545,VE0009310
EN0002546,VE0008009
EN0002547,VE0009658
EN0002548,VE0001719
EN0002549,VE0009292
EN0002550,VE0004192
EN0002551,VE0007471
EN0002552,VE0007232
EN0002553,VE0000309
EN0002554,VE0009501
EN0002555,VE0004055
EN0002556,VE0009655
EN0002557,VE0000080
EN0002558,VE0000097
EN0002559,VE0002961
EN0002560,VE0003399
EN0002561,VE0006568
EN0002562,VE0009918
EN0002563,VE0009888
EN0002564,VE0003684
EN0002565,VE0001065
EN0002566,VE0005850
EN0002567,VE0005584
EN0002568,VE0007543
EN0002569,VE0003368
EN0002570,VE0001629
EN0002571,VE0005176
EN0002572,VE0000664
EN0002573,VE0005934
EN0002574,VE0001719
EN0002575,VE0005390
EN0002576,VE0000280
EN0002577,VE0006109
EN0002578,VE0001151
EN0002579,VE0003028
EN0002580,VE0006829
EN0002581,VE0009726
EN0002582,VE0001556
EN0002583,VE0003092
EN0002584,VE0000329
EN0002585,VE0001855
EN0002586,VE0001804
EN0002587,VE0003124
EN0002588,VE0006962
EN0002589,VE0002034
EN0002590,VE0008039
EN0002591,VE0008121
EN0002592,VE0001183
EN0002593,VE0008536
EN0002594,VE0004260
EN0002595,VE0002234
EN0002596,VE0001515
EN0002597,VE0004008
EN0002598,VE0004057
EN0002599,VE0009391
EN0002600,VE0003557
EN0002601,VE0002044
EN0002602,VE0008185
EN0002603,VE0007189
EN0002604,VE0002279
EN0002605,VE0004472
EN0002606,VE0007828
EN0002607,VE0008711
EN0002608,VE0008184
EN0002609,VE0006911
EN0002610,VE0007802
EN0002611,VE0006749
EN0002612,VE0005072
EN0002613,VE0004971
EN0002614,VE0007021
EN0002615,VE0007250
EN0002616,VE0007459
EN0002617,VE0002197
EN0002618,VE0005612
EN0002619,VE0000384
EN0002620,VE0004588
EN0002621,VE0000627
EN0002622,VE0005354
EN0002623,VE0003473
EN0002624,VE0001160
EN0002625,VE0003581
EN0002626,VE0005539
EN0002627,VE0006203
EN0002628,VE0001282
EN0002629,VE0002180
EN0002630,VE0005185
EN0002631,VE0006430
EN0002632,VE0004803
EN0002633,VE0000969
EN0002634,VE0007336
EN0002635,VE0006431
EN0002636,VE0002724
EN0002637,VE0004654
EN0002638,VE0005375
EN0002639,VE0004762
EN0002640,VE0009735
EN0002641,VE0004382
EN0002642,VE0008178
EN0002643,VE0000200
EN0002644,VE0003696
EN0002645,VE0001998
EN0002646,VE0007792
EN0002647,VE0002053
EN0002648,VE0005617
EN0002649,VE0008989
EN0002650,VE0004768
EN0002651,VE0002154
EN0002652,VE0008450
EN0002653,VE0003048
EN0002654,VE0004308
EN0002655,VE0006808
EN0002656,VE0007658
EN0002657,VE0004682
EN0002658,VE0005091
EN0002659,VE0007949
EN0002660,VE0009610
EN0002661,VE0000177
EN0002662,VE0003767
EN0002663,VE0005685
EN0002664,VE0004159
EN0002665,VE0005359
EN0002666,VE0009092
EN0002667,VE0007801
EN0002668,VE0001167
EN0002669,VE0007190
EN0002670,VE0005665
EN0002671,VE0001384
EN0002672,VE0003070
EN0002673,VE0009656
EN0002674,VE0006451
EN0002675,VE0006140
EN0002676,VE0006170
EN0002677,VE0008771
EN0002678,VE0007061
EN0002679,VE0001556
EN0002680,VE0009205
EN0002681,VE0009327
EN0002682,VE0003978
EN0002683,VE0007497
EN0002684,VE0000839
EN0002685,VE0009040
EN0002686,VE0008456
EN0002687,VE0009259
EN0002688,VE0002460
EN0002689,VE0006345
EN0002690,VE0007119
EN0002691,VE0005031
EN0002692,VE0000596
EN0002693,VE0000970
EN0002694,VE0005985
EN0002695,VE0008841
EN0002696,VE0006572
EN0002697,VE0007073
EN0002698,VE0001442
EN0002699,VE0008972
EN0002700,VE0004420
EN0002701,VE0006361
EN0002702,VE0002682
EN0002703,VE0005401
EN0002704,VE0008941
EN0002705,VE0001372
EN0002706,VE0009452
EN0002707,VE0000854
EN0002708,VE0000688
EN0002709,VE0005904
EN0002710,VE0009364
EN0002711,VE0005226
EN0002712,VE0003665
EN0002713,VE0008974
EN0002714,VE0003736
EN0002715,VE0007281
EN0002716,VE0001095
EN0002717,VE0004398
EN0002718,VE0001334
EN0002719,VE0004582
EN0002720,VE0005774
EN0002721,VE0005887
EN0002722,VE0003862
EN0002723,VE0003824
EN0002724,VE0006618
EN0002725,VE0004636
EN0002726,VE0002128
EN0002727,VE0003205
EN0002728,VE0003758
EN0002729,VE0009460
EN0002730,VE0005069
EN0002731,VE0001755
EN0002732,VE0001737
EN0002733,VE0002639
EN0002734,VE0006570
EN0002735,VE0001497
EN0002736,VE0005210
EN0002737,VE0004503
EN0002738,VE0007460
EN0002739,VE0001646
EN0002740,VE0000562
EN0002741,VE0007362
EN0002742,VE0002906
EN0002743,VE0006366
EN0002744,VE0008912
EN0002745,VE0006327
EN0002746,VE0001062
EN0002747,VE0007689
EN0002748,VE0000726
EN0002749,VE0004199
EN0002750,VE0003994
EN0002751,VE0009787
EN0002752,VE0000190
EN0002753,VE0005346
EN0002754,VE0001516
EN0002755,VE0005743
EN0002756,VE0007317
EN0002757,VE0000499
EN0002758,VE0007275
EN0002759,VE0002130
EN0002760,VE0008413
EN0002761,VE0004477
EN0002762,VE0005637
EN0002763,VE0007932
EN0002764,VE0009465
EN0002765,VE0002758
EN0002766,VE0001429
EN0002767,VE0006186
EN0002768,VE0005927
EN0002769,VE0002218
EN0002770,VE0006116
EN0002771,VE0001627
EN0002772,VE0001681
EN0002773,VE0002331
EN0002774,VE0001086
EN0002775,VE0003206
EN0002776,VE0006402
EN0002777,VE0003162
EN0002778,VE0000425
EN0002779,VE0000367
EN0002780,VE0005382
EN0002781,VE0001295
EN0002782,VE0006217
EN0002783,VE0007163
EN0002784,VE0007389
EN0002785,VE0005595
EN0002786,VE0008013
EN0002787,VE0005233
EN0002788,VE0006998
EN0002789,VE0009988
EN0002790,VE0001508
EN0002791,VE0007928
EN0002792,VE0003342
EN0002793,VE0004579
EN0002794,VE0001258
EN0002795,VE0009999
EN0002796,VE0006772
EN0002797,VE0005684
EN0002798,VE0007211
EN0002799,VE0001652
EN0002800,VE0003435
EN0002801,VE0009223
EN0002802,VE0004241
EN0002803,VE0000959
EN0002804,VE0001793
EN0002805,VE0003363
EN0002806,VE0002919
EN0002807,VE0007885
EN0002808,VE0009045
EN0002809,VE0004059
EN0002810,VE0006826
EN0002811,VE0008768
EN0002812,VE0006937
EN0002813,VE0006920
EN0002814,VE0003008
EN0002815,VE0002595
EN0002816,VE0001445
EN0002817,VE0007719
EN0002818,VE0004456
EN0002819,VE0000774
EN0002820,VE0009727
EN0002821,VE0005823
EN0002822,VE0006919
EN0002823,VE0004672
EN0002824,VE0004236
EN0002825,VE0001506
EN0002826,VE0003230
EN0002827,VE0004570
EN0002828,VE0003453
EN0002829,VE0001168
EN0002830,VE0008921
EN0002831,VE0003711
EN0002832,VE0009820
EN0002833,VE0005176
EN0002834,VE0002255
EN0002835,VE0000973
EN0002836,VE0001060
EN0002837,VE0008260
EN0002838,VE0006928
EN0002839,VE0001235
EN0002840,VE0004735
EN0002841,VE0001008
EN0002842,VE0005696
EN0002843,VE0006733
EN0002844,VE0003255
EN0002845,VE0007156
EN0002846,VE0005458
EN0002847,VE0000716
EN0002848,VE0002194
EN0002849,VE0003059
EN0002850,VE0005235
EN0002851,VE0003235
EN0002852,VE0004676
EN0002853,VE0008481
EN0002854,VE0000501
EN0002855,VE0009395
EN0002856,VE0000357
EN0002857,VE0008218
EN0002858,VE0008561
EN0002859,VE0008968
EN0002860,VE0003964
EN0002861,VE0002703
EN0002862,VE0007936
EN0002863,VE0000236
EN0002864,VE0008537
EN0002865,VE0009772
EN0002866,VE0000617
EN0002867,VE0002528
EN0002868,VE0004468
EN0002869,VE0004712
EN0002870,VE0003623
EN0002871,VE0005256
EN0002872,VE0005573
EN0002873,VE0007382
EN0002874,VE0004597
EN0002875,VE0008006
EN0002876,VE0002610
EN0002877,VE0001916
EN0002878,VE0005557
EN0002879,VE0004801
EN0002880,VE0008922
EN0002881,VE0005744
EN0002882,VE0002615
EN0002883,VE0000869
EN0002884,VE0003346
EN0002885,VE0001073
EN0002886,VE0001739
EN0002887,VE0000301
EN0002888,VE0008734
EN0002889,VE0006205
EN0002890,VE0007416
EN0002891,VE0007278
EN0002892,VE0004918
EN0002893,VE0008247
EN0002894,VE0007657
EN0002895,VE0008460
EN0002896,VE0004596
EN0002897,VE0000751
EN0002898,VE0003095
EN0002899,VE0001749
EN0002900,VE0000933
EN0002901,VE0008793
EN0002902,VE0000716
EN0002903,VE0000963
EN0002904,VE0003661
EN0002905,VE0006247
EN0002906,VE0000367
EN0002907,VE0008350
EN0002908,VE0001301
EN0002909,VE0003435
EN0002910,VE0008521
EN0002911,VE0008146
EN0002912,VE0001867
EN0002913,VE0003307
EN0002914,VE0006594
EN0002915,VE0004359
EN0002916,VE0001677
EN0002917,VE0006937
EN0002918,VE0004246
EN0002919,VE0004686
EN0002920,VE0005076
EN0002921,VE0007487
EN0002922,VE0006920
EN0002923,VE0000187
EN0002924,VE0001644
EN0002925,VE0009757
EN0002926,VE0000499
EN0002927,VE0008377
EN0002928,VE0005981
EN0002929,VE0006693
EN0002930,VE0009372
EN0002931,VE0003869
EN0002932,VE0006042
EN0002933,VE0000946
EN0002934,VE0002882
EN0002935,VE0009400
EN0002936,VE0009248
EN0002937,VE0003842
EN0002938,VE0002236
EN0002939,VE0002350
EN0002940,VE0006303
EN0002941,VE0002457
EN0002942,VE0000835
EN0002943,VE0008425
EN0002944,VE0003319
EN0002945,VE0000254
EN0002946,VE0007218
EN0002947,VE0000443
EN0002948,VE0008371
EN0002949,VE0003843
EN0002950,VE0000712
EN0002951,VE0001460
EN0002952,VE0003080
EN0002953,VE0001334
EN0002954,VE0009921
EN0002955,VE0008567
EN0002956,VE0000581
EN0002957,VE0005545
EN0002958,VE0005198
EN0002959,VE0005775
EN0002960,VE0006871
EN0002961,VE0008813
EN0002962,VE0008195
EN0002963,VE0008210
EN0002964,VE0009957
EN0002965,VE0000358
EN0002966,VE0003756
EN0002967,VE0008075
EN0002968,VE0001411
EN0002969,VE0008691
EN0002970,VE0001354
EN0002971,VE0006970
EN0002972,VE0002894
EN0002973,VE0003667
EN0002974,VE0008478
EN0002975,VE0003162
EN0002976,VE0006048
EN0002977,VE0003384
EN0002978,VE0005675
EN0002979,VE0000092
EN0002980,VE0004208
EN0002981,VE0009849
EN0002982,VE0009071
EN0002983,VE0007033
EN0002984,VE0005923
EN0002985,VE0009286
EN0002986,VE0009527
EN0002987,VE0000146
EN0002988,VE0005320
EN0002989,VE0005815
EN0002990,VE0004881
EN0002991,VE0008867
EN0002992,VE0008818
EN0002993,VE0000788
EN0002994,VE0009600
EN0002995,VE0006272
EN0002996,VE0000330
EN0002997,VE0001203
EN0002998,VE0006204
EN0002999,VE0000345
EN0003000,VE0002609
EN0003001,VE0005830
EN0003002,VE0007496
EN0003003,VE0005561
EN0003004,VE0003934
EN0003005,VE0008167
EN0003006,VE0002133
EN0003007,VE0004588
EN0003008,VE0000048
EN0003009,VE0004932
EN0003010,VE0008131
EN0003011,VE0003723
EN0003012,VE0001001
EN0003013,VE0008136
EN0003014,VE0000931
EN0003015,VE0001236
EN0003016,VE0006030
EN0003017,VE0003975
EN0003018,VE0006734
EN0003019,VE0000452
EN0003020,VE0002826
EN0003021,VE0008600
EN0003022,VE0007568
EN0003023,VE0006886
EN0003024,VE0003149
EN0003025,VE0006618
EN0003026,VE0001346
EN0003027,VE0000303
EN0003028,VE0000149
EN0003029,VE0001605
EN0003030,VE0007622
EN0003031,VE0003455
EN0003032,VE0005813
EN0003033,VE0004429
EN0003034,VE0007917
EN0003035,VE0006131
EN0003036,VE0003268
EN0003037,VE0005488
EN0003038,VE0004463
EN0003039,VE0009545
EN0003040,VE0006243
EN0003041,VE0008747
EN0003042,VE0006137
EN0003043,VE0007089
EN0003044,VE0009069
EN0003045,VE0000059
EN0003046,VE0000990
EN0003047,VE0004918
EN0003048,VE0008724
EN0003049,VE0005164
EN0003050,VE0000290
EN0003051,VE0007670
EN0003052,VE0002572
EN0003053,VE0006559
EN0003054,VE0009380
EN0003055,VE0007573
EN0003056,VE0008892
EN0003057,VE0006163
EN0003058,VE0007834
EN0003059,VE0009938
EN0003060,VE0008505
EN0003061,VE0000485
EN0003062,VE0001806
EN0003063,VE0009254
EN0003064,VE0007993
EN0003065,VE0006338
EN0003066,VE0001446
EN0003067,VE0003237
EN0003068,VE0007319
EN0003069,VE0001567
EN0003070,VE0002102
EN0003071,VE0009245
EN0003072,VE0001647
EN0003073,VE0000562
EN0003074,VE0003789
EN0003075,VE0002800
EN0003076,VE0006407
EN0003077,VE0006634
EN0003078,VE0002148
EN0003079,VE0009889
EN0003080,VE0008285
EN0003081,VE0004098
EN0003082,VE0006359
EN0003083,VE0005848
EN0003084,VE0009865
EN0003085,VE0009367
EN0003086,VE0002109
EN0003087,VE0000076
EN0003088,VE0002187
EN0003089,VE0009171
EN0003090,VE0005231
EN0003091,VE0005499
EN0003092,VE0008815
EN0003093,VE0008875
EN0003094,VE0009051
EN0003095,VE0007198
EN0003096,VE0007379
EN0003097,VE0000461
EN0003098,VE0002169
EN0003099,VE0008522
EN0003100,VE0009887
EN0003101,VE0007837
EN0003102,VE0004718
EN0003103,VE0008061
EN0003104,VE0000322
EN0003105,VE0008455
EN0003106,VE0007232
EN0003107,VE0003158
EN0003108,VE0004181
EN0003109,VE0004845
EN0003110,VE0008777
EN0003111,VE0000067
EN0003112,VE0004710
EN0003113,VE0007942
EN0003114,VE0009113
EN0003115,VE0001886
EN0003116,VE0008392
EN0003117,VE0008305
EN0003118,VE0001090
EN0003119,VE0000450
EN0003120,VE0001704
EN0003121,VE0002560
EN0003122,VE0006094
EN0003123,VE0006223
EN0003124,VE0005584
EN0003125,VE0000963
EN0003126,VE0006656
EN0003127,VE0005313
EN0003128,VE0001135
EN0003129,VE0001885
EN0003130,VE0002885
EN0003131,VE0005351
EN0003132,VE0007485
EN0003133,VE0002619
EN0003134,VE0004685
EN0003135,VE0003191
EN0003136,VE0004596
EN0003137,VE0009516
EN0003138,VE0005007
EN0003139,VE0004500
EN0003140,VE0008457
EN0003141,VE0005339
EN0003142,VE0002462
EN0003143,VE0007323
EN0003144,VE0000024
EN0003145,VE0004562
EN0003146,VE0005153
EN0003147,VE0007498
EN0003148,VE0005091
EN0003149,VE0007118
EN0003150,VE0002258
EN0003151,VE0005979
EN0003152,VE0009160
EN0003153,VE0003675
EN0003154,VE0005212
EN0003155,VE0004574
EN0003156,VE0003870
EN0003157,VE0002724
EN0003158,VE0001156
EN0003159,VE0005435
EN0003160,VE0001836
EN0003161,VE0001512
EN0003162,VE0005230
EN0003163,VE0004302
EN0003164,VE0001475
EN0003165,VE0007937
EN0003166,VE0003631
EN0003167,VE0006958
EN0003168,VE0007896
EN0003169,VE0003679
EN0003170,VE0001298
EN0003171,VE0005608
EN0003172,VE0007073
EN0003173,VE0007257
EN0003174,VE0000248
EN0003175,VE0008555
EN0003176,VE0005594
EN0003177,VE0007191
EN0003178,VE0007148
EN0003179,VE0004303
EN0003180,VE0006209
EN0003181,VE0000297
EN0003182,VE0000947
EN0003183,VE0003650
EN0003184,VE0001798
EN0003185,VE0008383
EN0003186,VE0002237
EN0003187,VE0008533
EN0003188,VE0009730
EN0003189,VE0002510
EN0003190,VE0001589
EN0003191,VE0009681
EN0003192,VE0009298
EN0003193,VE0001877
EN0003194,VE0009074
EN0003195,VE0004590
EN0003196,VE0007269
EN0003197,VE0006719
EN0003198,VE0006480
EN0003199,VE0005393
EN0003200,VE0002021
EN0003201,VE0005465
EN0003202,VE0003573
EN0003203,VE0009712
EN0003204,VE0001677
EN0003205,VE0006736
EN0003206,VE0005383
EN0003207,VE0005476
EN0003208,VE0004570
EN0003209,VE0008244
EN0003210,VE0000817
EN0003211,VE0007035
EN0003212,VE0005571
EN0003213,VE0001802
EN0003214,VE0004982
EN0003215,VE0005994
EN0003216,VE0002952
EN0003217,VE0002539
EN0003218,VE0000208
EN0003219,VE0004572
EN0003220,VE0007990
EN0003221,VE0004676
EN0003222,VE0009541
EN0003223,VE0000930
EN0003224,VE0005953
EN0003225,VE0009342
EN0003226,VE0000102
EN0003227,VE0008559
EN0003228,VE0009109
EN0003229,VE0006930
EN0003230,VE0003256
EN0003231,VE0007286
EN0003232,VE0007437
EN0003233,VE0004986
EN0003234,VE0009888
EN0003235,VE0006768
EN0003236,VE0003895
EN0003237,VE0005813
EN0003238,VE0001901
EN0003239,VE0005405
EN0003240,VE0005215
EN0003241,VE0001514
EN0003242,VE0006919
EN0003243,VE0000671
EN0003244,VE0002797
EN0003245,VE0000380
EN0003246,VE0009404
EN0003247,VE0005075
EN0003248,VE0000043
EN0003249,VE0003863
EN0003250,VE0006308
EN0003251,VE0005171
EN0003252,VE0003720
EN0003253,VE0009275
EN0003254,VE0000317
EN0003255,VE0001085
EN0003256,VE0000962
EN0003257,VE0001502
EN0003258,VE0009567
EN0003259,VE0005266
EN0003260,VE0002253
EN0003261,VE0007269
EN0003262,VE0002050
EN0003263,VE0004385
EN0003264,VE0002161
EN0003265,VE0009298
EN0003266,VE0005965
EN0003267,VE0007440
EN0003268,VE0007572
EN0003269,VE0007379
EN0003270,VE0001963
EN0003271,VE0001443
EN0003272,VE0007457
EN0003273,VE0007649
EN0003274,VE0002278
EN0003275,VE0003031
EN0003276,VE0004261
EN0003277,VE0007713
EN0003278,VE0005736
EN0003279,VE0002741
EN0003280,VE0007409
EN0003281,VE0008516
EN0003282,VE0001296
EN0003283,VE0008657
EN0003284,VE0004413
EN0003285,VE0000230
EN0003286,VE0005754
EN0003287,VE0002394
EN0003288,VE0006201
EN0003289,VE0009877
EN0003290,VE0005069
EN0003291,VE0001049
EN0003292,VE0009266
EN0003293,VE0008358
EN0003294,VE0005839
EN0003295,VE0004447
EN0003296,VE0007119
EN0003297,VE0005728
EN0003298,VE0008791
EN0003299,VE0002894
EN0003300,VE0000317
EN0003301,VE0004040
EN0003302,VE0005300
EN0003303,VE0006078
EN0003304,VE0004625
EN0003305,VE0004857
EN0003306,VE0000983
EN0003307,VE0009542
EN0003308,VE0003299
EN0003309,VE0000168
EN0003310,VE0001255
EN0003311,VE0004414
EN0003312,VE0006017
EN0003313,VE0008509
EN0003314,VE0004519
EN0003315,VE0001558
EN0003316,VE0004350
EN0003317,VE0003170
EN0003318,VE0007880
EN0003319,VE0002857
EN0003320,VE0000060
EN0003321,VE0006031
EN0003322,VE0004872
EN0003323,VE0004605
EN0003324,VE0004186
EN0003325,VE0005412
EN0003326,VE0007168
EN0003327,VE0008507
EN0003328,VE0004722
EN0003329,VE0009175
EN0003330,VE0003011
EN0003331,VE0005150
EN0003332,VE0000659
EN0003333,VE0007461
EN0003334,VE0009989
EN0003335,VE0004127
EN0003336,VE0006158
EN0003337,VE0006855
EN0003338,VE0000589
EN0003339,VE0000238
EN0003340,VE0008165
EN0003341,VE0006513
EN0003342,VE0006045
EN0003343,VE0004583
EN0003344,VE0003579
EN0003345,VE0002886
EN0003346,VE0002515
EN0003347,VE0009074
EN0003348,VE0001115
EN0003349,VE0009785
EN0003350,VE0002322
EN0003351,VE0003687
EN0003352,VE0007148
EN0003353,VE0005010
EN0003354,VE0004725
EN0003355,VE0004216
EN0003356,VE0004979
EN0003357,VE0005052
EN0003358,VE0004648
EN0003359,VE0001138
EN0003360,VE0002213
EN0003361,VE0008033
EN0003362,VE0004953
EN0003363,VE0002670
EN0003364,VE0007825
EN0003365,VE0001509
EN0003366,VE0007436
EN0003367,VE0003096
EN0003368,VE0007040
EN0003369,VE0001313
EN0003370,VE0000459
EN0003371,VE0008817
EN0003372,VE0008503
EN0003373,VE0001738
EN0003374,VE0003700
EN0003375,VE0002972
EN0003376,VE0005104
EN0003377,VE0005927
EN0003378,VE0004019
EN0003379,VE0000899
EN0003380,VE0000290
EN0003381,VE0008775
EN0003382,VE0008168
EN0003383,VE0009330
EN0003384,VE0008381
EN0003385,VE0006670
EN0003386,VE0009457
EN0003387,VE0000440
EN0003388,VE0000782
EN0003389,VE0000185
EN0003390,VE0007815
EN0003391,VE0006795
EN0003392,VE0002039
EN0003393,VE0004195
EN0003394,VE0001720
EN0003395,VE0006972
EN0003396,VE0008575
EN0003397,VE0009598
EN0003398,VE0005302
EN0003399,VE0002209
EN0003400,VE0007839
EN0003401,VE0004545
EN0003402,VE0006324
EN0003403,VE0001363
EN0003404,VE0003561
EN0003405,VE0005548
EN0003406,VE0004000
EN0003407,VE0006045
EN0003408,VE0000237
EN0003409,VE0003820
EN0003410,VE0007328
EN0003411,VE0003627
EN0003412,VE0002085
EN0003413,VE0000436
EN0003414,VE0000910
EN0003415,VE0003667
EN0003416,VE0004337
EN0003417,VE0002741
EN0003418,VE0006516
EN0003419,VE0007861
EN0003420,VE0008850
EN0003421,VE0009304
EN0003422,VE0003529
EN0003423,VE0006730
EN0003424,VE0004609
EN0003425,VE0007413
EN0003426,VE0009782
EN0003427,VE0009608
EN0003428,VE0004866
EN0003429,VE0000728
EN0003430,VE0007950
EN0003431,VE0005057
EN0003432,VE0005177
EN0003433,VE0004787
EN0003434,VE0009347
EN0003435,VE0005087
EN0003436,VE0006262
EN0003437,VE0004104
EN0003438,VE0001606
EN0003439,VE0000468
EN0003440,VE0008681
EN0003441,VE0004089
EN0003442,VE0001820
EN0003443,VE0004065
EN0003444,VE0000184
EN0003445,VE0003664
EN0003446,VE0009369
EN0003447,VE0009779
EN0003448,VE0003445
EN0003449,VE0002111
EN0003450,VE0004046
EN0003451,VE0008150
EN0003452,VE0009931
EN0003453,VE0007343
EN0003454,VE0004908
EN0003455,VE0000137
EN0003456,VE0000264
EN0003457,VE0005700
EN0003458,VE0005515
EN0003459,VE0003533
EN0003460,VE0006086
EN0003461,VE0004500
EN0003462,VE0005916
EN0003463,VE0002390
EN0003464,VE0000513
EN0003465,VE0007651
EN0003466,VE0009130
EN0003467,VE0005035
EN0003468,VE0006988
EN0003469,VE0007653
EN0003470,VE0004728
EN0003471,VE0008244
EN0003472,VE0000854
EN0003473,VE0008021
EN0003474,VE0000407
EN0003475,VE0007473
EN0003476,VE0000188
EN0003477,VE0004204
EN0003478,VE0003881
EN0003479,VE0003359
EN0003480,VE0003603
EN0003481,VE0005439
EN0003482,VE0004882
EN0003483,VE0009224
EN0003484,VE0001793
EN0003485,VE0007754
EN0003486,VE0007531
EN0003487,VE0002992
EN0003488,VE0004483
EN0003489,VE0000904
EN0003490,VE0008456
EN0003491,VE0006847
EN0003492,VE0000832
EN0003493,VE0000978
EN0003494,VE0006156
EN0003495,VE0006198
EN0003496,VE0007288
EN0003497,VE0006739
EN0003498,VE0008430
EN0003499,VE0000508
EN0003500,VE0004981
EN0003501,VE0005038
EN0003502,VE0000070
EN0003503,VE0003296
EN0003504,VE0002678
EN0003505,VE0007914
EN0003506,VE0008635
EN0003507,VE0006222
EN0003508,VE0000396
EN0003509,VE0000289
EN0003510,VE0007431
EN0003511,VE0001133
EN0003512,VE0003873
EN0003513,VE0000085
EN0003514,VE0003207
EN0003515,VE0000145
EN0003516,VE0004776
EN0003517,VE0005313
EN0003518,VE0009487
EN0003519,VE0002733
EN0003520,VE0009935
EN0003521,VE0002451
EN0003522,VE0001587
EN0003523,VE0002218
EN0003524,VE0005557
EN0003525,VE0008723
EN0003526,VE0009684
EN0003527,VE0000374
EN0003528,VE0009240
EN0003529,VE0009287
EN0003530,VE0005771
EN0003531,VE0006019
EN0003532,VE0002515
EN0003533,VE0005830
EN0003534,VE0005643
EN0003535,VE0007849
EN0003536,VE0002030
EN0003537,VE0001801
EN0003538,VE0005667
EN0003539,VE0002050
EN0003540,VE0001787
EN0003541,VE0004692
EN0003542,VE0006941
EN0003543,VE0004619
EN0003544,VE0008314
EN0003545,VE0006472
