butaca_id,ventaentrada_id,funcion_id,nro_fila,nro_columna,tipo_entrada,precio_entrada
BU0001549,EN0000529,FUN009240,P,5,adulto,22.5
BU0001550,EN0000529,FUN002679,B,8,adulto,22.5
BU0001551,EN0000530,FUN006079,A,17,niño,15.0
BU0001552,EN0000530,FUN005229,H,6,niño,10.0
BU0001553,EN0000530,FUN005973,W,17,adulto,10.0
BU0001554,EN0000531,FUN000025,C,5,niño,15.0
BU0001555,EN0000532,FUN001751,Y,16,niño,10.0
BU0001556,EN0000532,FUN003853,X,14,adulto,30.0
BU0001557,EN0000532,FUN004184,W,5,niño,15.0
BU0001558,EN0000532,FUN005706,E,13,niño,15.0
BU0001559,EN0000533,FUN009665,A,4,niño,22.5
BU0001560,EN0000533,FUN004882,O,20,adulto,15.0
BU0001561,EN0000533,FUN004439,U,8,adulto,22.5
BU0001562,EN0000533,FUN003209,B,10,niño,10.0
BU0001563,EN0000534,FUN002922,N,12,adulto,30.0
BU0001564,EN0000534,FUN007742,U,2,niño,15.0
BU0001565,EN0000535,FUN002886,U,19,niño,10.0
BU0001566,EN0000535,FUN002266,F,9,adulto,10.0
BU0001567,EN0000536,FUN009384,B,13,adulto,15.0
BU0001568,EN0000536,FUN002431,C,1,niño,15.0
BU0001569,EN0000536,FUN003759,S,15,niño,30.0
BU0001570,EN0000536,FUN007420,R,7,adulto,22.5
BU0001571,EN0000536,FUN007390,H,1,adulto,22.5
BU0001572,EN0000537,FUN009518,C,13,adulto,30.0
BU0001573,EN0000537,FUN001673,G,6,adulto,30.0
BU0001574,EN0000538,FUN007659,N,18,niño,22.5
BU0001575,EN0000539,FUN000575,N,17,adulto,10.0
BU0001576,EN0000539,FUN009114,H,8,niño,10.0
BU0001577,EN0000539,FUN007314,L,15,adulto,30.0
BU0001578,EN0000539,FUN001488,Y,3,niño,10.0
BU0001579,EN0000540,FUN004857,H,16,niño,15.0
BU0001580,EN0000540,FUN007637,H,10,niño,22.5
BU0001581,EN0000541,FUN005882,L,5,adulto,15.0
BU0001582,EN0000542,FUN004798,C,19,niño,30.0
BU0001583,EN0000542,FUN005388,K,16,adulto,15.0
BU0001584,EN0000542,FUN005512,C,14,adulto,30.0
BU0001585,EN0000543,FUN001678,C,15,adulto,10.0
BU0001586,EN0000543,FUN004430,T,19,niño,30.0
BU0001587,EN0000544,FUN005374,Q,10,niño,10.0
BU0001588,EN0000544,FUN009448,I,2,niño,22.5
BU0001589,EN0000545,FUN003483,R,1,adulto,22.5
BU0001590,EN0000545,FUN001601,G,5,adulto,22.5
BU0001591,EN0000545,FUN000205,E,19,adulto,10.0
BU0001592,EN0000546,FUN004894,C,4,niño,22.5
BU0001593,EN0000546,FUN007790,D,20,niño,15.0
BU0001594,EN0000547,FUN008885,O,1,adulto,15.0
BU0001595,EN0000548,FUN003829,S,6,niño,22.5
BU0001596,EN0000548,FUN003567,K,15,adulto,10.0
BU0001597,EN0000548,FUN002716,R,16,adulto,15.0
BU0001598,EN0000549,FUN003923,Y,9,adulto,15.0
BU0001599,EN0000549,FUN005617,Y,16,adulto,10.0
BU0001600,EN0000549,FUN009533,S,6,niño,30.0
BU0001601,EN0000550,FUN009782,R,6,niño,22.5
BU0001602,EN0000550,FUN000496,Z,5,niño,10.0
BU0001603,EN0000550,FUN002807,O,16,niño,15.0
BU0001604,EN0000550,FUN004688,V,1,adulto,22.5
BU0001605,EN0000550,FUN001443,Q,2,niño,22.5
BU0001606,EN0000551,FUN008868,V,15,adulto,30.0
BU0001607,EN0000551,FUN006329,Z,3,niño,15.0
BU0001608,EN0000551,FUN000177,E,12,adulto,22.5
BU0001609,EN0000551,FUN002986,I,5,adulto,22.5
BU0001610,EN0000552,FUN009220,K,13,adulto,15.0
BU0001611,EN0000552,FUN001275,U,14,niño,22.5
BU0001612,EN0000552,FUN003434,R,18,adulto,10.0
BU0001613,EN0000552,FUN001626,I,16,niño,22.5
BU0001614,EN0000552,FUN001219,V,18,adulto,22.5
BU0001615,EN0000553,FUN003222,F,9,adulto,22.5
BU0001616,EN0000553,FUN009748,Q,19,adulto,30.0
BU0001617,EN0000553,FUN004522,B,20,adulto,30.0
BU0001618,EN0000553,FUN006302,C,2,adulto,15.0
BU0001619,EN0000553,FUN004239,O,2,adulto,30.0
BU0001620,EN0000554,FUN005708,C,11,niño,30.0
BU0001621,EN0000555,FUN009345,S,18,adulto,22.5
BU0001622,EN0000555,FUN000608,B,18,niño,15.0
BU0001623,EN0000556,FUN003463,W,8,adulto,15.0
BU0001624,EN0000556,FUN004863,K,16,niño,22.5
BU0001625,EN0000556,FUN000952,A,13,adulto,10.0
BU0001626,EN0000556,FUN001491,O,18,adulto,30.0
BU0001627,EN0000556,FUN009120,N,18,niño,10.0
BU0001628,EN0000557,FUN006955,P,8,adulto,22.5
BU0001629,EN0000557,FUN005952,J,9,adulto,30.0
BU0001630,EN0000557,FUN001042,E,18,niño,15.0
BU0001631,EN0000557,FUN006403,W,12,niño,22.5
BU0001632,EN0000557,FUN008742,S,8,niño,15.0
BU0001633,EN0000558,FUN007456,B,11,adulto,30.0
BU0001634,EN0000559,FUN000085,D,19,adulto,30.0
BU0001635,EN0000559,FUN002650,X,12,adulto,10.0
BU0001636,EN0000560,FUN007979,U,16,niño,10.0
BU0001637,EN0000560,FUN008530,Y,11,niño,10.0
BU0001638,EN0000560,FUN002145,E,17,niño,30.0
BU0001639,EN0000560,FUN006609,O,13,niño,30.0
BU0001640,EN0000561,FUN009574,R,20,adulto,15.0
BU0001641,EN0000561,FUN001053,U,6,adulto,10.0
BU0001642,EN0000561,FUN004373,T,20,adulto,22.5
BU0001643,EN0000561,FUN007327,B,9,niño,10.0
BU0001644,EN0000561,FUN003998,R,10,niño,15.0
BU0001645,EN0000562,FUN009028,Z,5,adulto,30.0
BU0001646,EN0000562,FUN008024,K,17,adulto,15.0
BU0001647,EN0000562,FUN005001,I,6,niño,10.0
BU0001648,EN0000562,FUN009679,N,7,adulto,15.0
BU0001649,EN0000563,FUN004212,T,1,adulto,30.0
BU0001650,EN0000563,FUN001084,S,3,niño,30.0
BU0001651,EN0000563,FUN008253,D,18,niño,30.0
BU0001652,EN0000564,FUN005208,E,2,niño,22.5
BU0001653,EN0000564,FUN005548,A,10,adulto,22.5
BU0001654,EN0000565,FUN003600,R,20,niño,22.5
BU0001655,EN0000565,FUN008883,D,7,adulto,30.0
BU0001656,EN0000565,FUN000458,Q,15,niño,30.0
BU0001657,EN0000565,FUN006074,C,12,adulto,22.5
BU0001658,EN0000565,FUN001471,G,20,niño,15.0
BU0001659,EN0000566,FUN006616,B,15,adulto,10.0
BU0001660,EN0000566,FUN002653,Z,1,adulto,22.5
BU0001661,EN0000566,FUN008751,V,14,niño,15.0
BU0001662,EN0000566,FUN004056,A,12,adulto,30.0
BU0001663,EN0000567,FUN000211,P,17,niño,10.0
BU0001664,EN0000567,FUN003434,A,5,adulto,15.0
BU0001665,EN0000568,FUN004366,B,6,adulto,30.0
BU0001666,EN0000568,FUN000408,L,19,adulto,30.0
BU0001667,EN0000569,FUN007768,O,2,adulto,15.0
BU0001668,EN0000569,FUN002174,T,17,adulto,15.0
BU0001669,EN0000569,FUN009011,D,17,adulto,10.0
BU0001670,EN0000569,FUN009490,Z,9,adulto,15.0
BU0001671,EN0000570,FUN009209,B,2,adulto,15.0
BU0001672,EN0000570,FUN008312,Z,3,niño,30.0
BU0001673,EN0000571,FUN002134,U,3,niño,22.5
BU0001674,EN0000571,FUN003871,Q,16,adulto,10.0
BU0001675,EN0000571,FUN007645,M,15,adulto,10.0
BU0001676,EN0000572,FUN007337,B,18,niño,15.0
BU0001677,EN0000573,FUN009744,S,3,niño,30.0
BU0001678,EN0000574,FUN005731,W,9,adulto,30.0
BU0001679,EN0000574,FUN002612,W,7,niño,22.5
BU0001680,EN0000574,FUN004045,W,13,niño,30.0
BU0001681,EN0000575,FUN007492,H,5,niño,22.5
BU0001682,EN0000575,FUN008122,O,20,niño,30.0
BU0001683,EN0000576,FUN006795,V,10,adulto,10.0
BU0001684,EN0000576,FUN008219,Z,19,adulto,10.0
BU0001685,EN0000576,FUN008699,A,8,niño,10.0
BU0001686,EN0000576,FUN005638,F,2,niño,22.5
BU0001687,EN0000576,FUN005188,G,6,adulto,30.0
BU0001688,EN0000577,FUN004879,J,3,niño,22.5
BU0001689,EN0000577,FUN002491,C,16,niño,10.0
BU0001690,EN0000577,FUN001141,S,1,adulto,22.5
BU0001691,EN0000577,FUN001959,X,7,adulto,15.0
BU0001692,EN0000577,FUN008770,D,9,niño,30.0
BU0001693,EN0000578,FUN009847,T,9,adulto,30.0
BU0001694,EN0000579,FUN008701,H,18,niño,15.0
BU0001695,EN0000579,FUN004426,T,2,niño,15.0
BU0001696,EN0000579,FUN009656,A,15,niño,22.5
BU0001697,EN0000579,FUN007709,R,19,niño,30.0
BU0001698,EN0000580,FUN002724,Q,4,niño,15.0
BU0001699,EN0000580,FUN004093,R,20,adulto,30.0
BU0001700,EN0000581,FUN007174,T,6,niño,22.5
BU0001701,EN0000581,FUN005690,W,17,adulto,15.0
BU0001702,EN0000581,FUN006498,X,11,adulto,15.0
BU0001703,EN0000581,FUN003457,V,11,niño,30.0
BU0001704,EN0000581,FUN008978,M,16,niño,22.5
BU0001705,EN0000582,FUN006110,I,20,adulto,22.5
BU0001706,EN0000582,FUN003765,I,9,adulto,15.0
BU0001707,EN0000582,FUN002002,Z,16,niño,30.0
BU0001708,EN0000582,FUN009896,P,17,adulto,22.5
BU0001709,EN0000582,FUN007244,S,19,niño,30.0
BU0001710,EN0000583,FUN006812,P,7,adulto,15.0
BU0001711,EN0000584,FUN006153,G,11,adulto,15.0
BU0001712,EN0000584,FUN005169,Q,16,adulto,22.5
BU0001713,EN0000585,FUN001866,H,15,adulto,15.0
BU0001714,EN0000585,FUN002876,Y,16,adulto,30.0
BU0001715,EN0000585,FUN002263,H,18,adulto,30.0
BU0001716,EN0000586,FUN001725,Z,6,niño,10.0
BU0001717,EN0000586,FUN007475,V,7,niño,22.5
BU0001718,EN0000586,FUN008228,R,10,niño,10.0
BU0001719,EN0000586,FUN004464,F,5,niño,30.0
BU0001720,EN0000587,FUN001407,U,3,adulto,10.0
BU0001721,EN0000587,FUN006006,U,14,niño,22.5
BU0001722,EN0000588,FUN002349,C,10,niño,15.0
BU0001723,EN0000589,FUN006895,V,5,adulto,22.5
BU0001724,EN0000589,FUN003899,A,5,adulto,22.5
BU0001725,EN0000589,FUN003754,Q,5,adulto,15.0
BU0001726,EN0000589,FUN007742,N,14,adulto,10.0
BU0001727,EN0000589,FUN006179,V,9,niño,10.0
BU0001728,EN0000590,FUN008628,H,17,niño,15.0
BU0001729,EN0000591,FUN008520,J,20,adulto,15.0
BU0001730,EN0000591,FUN009737,P,5,adulto,22.5
BU0001731,EN0000591,FUN005008,B,13,adulto,15.0
BU0001732,EN0000592,FUN005557,Q,16,niño,15.0
BU0001733,EN0000592,FUN001218,B,3,adulto,30.0
BU0001734,EN0000592,FUN007673,I,19,niño,15.0
BU0001735,EN0000592,FUN003138,X,5,adulto,30.0
BU0001736,EN0000593,FUN002369,M,20,niño,10.0
BU0001737,EN0000594,FUN002756,W,17,adulto,15.0
BU0001738,EN0000594,FUN004168,M,15,niño,30.0
BU0001739,EN0000594,FUN005042,P,20,niño,10.0
BU0001740,EN0000594,FUN005837,D,18,niño,15.0
BU0001741,EN0000595,FUN003297,T,1,niño,10.0
BU0001742,EN0000596,FUN001113,Z,5,niño,10.0
BU0001743,EN0000596,FUN002090,Q,7,adulto,10.0
BU0001744,EN0000597,FUN002158,C,10,adulto,30.0
BU0001745,EN0000597,FUN009377,U,10,niño,22.5
BU0001746,EN0000597,FUN005224,N,12,adulto,30.0
BU0001747,EN0000597,FUN008708,X,15,niño,22.5
BU0001748,EN0000597,FUN000966,P,13,niño,22.5
BU0001749,EN0000598,FUN001013,G,3,niño,10.0
BU0001750,EN0000598,FUN006728,L,11,adulto,30.0
BU0001751,EN0000598,FUN002778,T,12,adulto,10.0
BU0001752,EN0000598,FUN008994,D,11,adulto,22.5
BU0001753,EN0000598,FUN000609,U,20,adulto,22.5
BU0001754,EN0000599,FUN009838,Z,2,niño,30.0
BU0001755,EN0000599,FUN008648,A,20,niño,30.0
BU0001756,EN0000600,FUN006948,Y,11,niño,15.0
BU0001757,EN0000600,FUN000961,J,10,adulto,22.5
BU0001758,EN0000600,FUN001383,E,2,adulto,10.0
BU0001759,EN0000600,FUN005090,F,2,adulto,22.5
BU0001760,EN0000601,FUN005172,R,19,adulto,10.0
BU0001761,EN0000602,FUN009525,O,12,adulto,30.0
BU0001762,EN0000602,FUN008900,E,10,niño,10.0
BU0001763,EN0000602,FUN009488,B,11,niño,22.5
BU0001764,EN0000603,FUN005413,I,11,adulto,15.0
BU0001765,EN0000604,FUN004494,I,16,adulto,30.0
BU0001766,EN0000605,FUN005073,R,15,niño,10.0
BU0001767,EN0000605,FUN006120,G,8,niño,15.0
BU0001768,EN0000605,FUN006492,H,10,adulto,10.0
BU0001769,EN0000605,FUN003315,A,14,adulto,22.5
BU0001770,EN0000606,FUN007900,Z,19,adulto,22.5
BU0001771,EN0000606,FUN007461,R,11,adulto,10.0
BU0001772,EN0000606,FUN005998,S,9,niño,30.0
BU0001773,EN0000607,FUN009733,O,1,adulto,22.5
BU0001774,EN0000607,FUN000782,I,14,adulto,22.5
BU0001775,EN0000607,FUN000560,P,1,niño,30.0
BU0001776,EN0000608,FUN005884,B,16,niño,30.0
BU0001777,EN0000608,FUN002682,P,1,niño,10.0
BU0001778,EN0000608,FUN005556,Z,15,adulto,30.0
BU0001779,EN0000609,FUN006518,Q,13,adulto,22.5
BU0001780,EN0000609,FUN003011,M,18,niño,10.0
BU0001781,EN0000609,FUN008471,J,2,adulto,15.0
BU0001782,EN0000609,FUN002915,Q,14,niño,10.0
BU0001783,EN0000610,FUN006891,L,18,niño,15.0
BU0001784,EN0000610,FUN000018,O,3,adulto,30.0
BU0001785,EN0000610,FUN004247,C,20,niño,30.0
BU0001786,EN0000611,FUN009015,Y,3,niño,30.0
BU0001787,EN0000612,FUN006505,X,12,adulto,15.0
BU0001788,EN0000612,FUN002154,O,4,adulto,22.5
BU0001789,EN0000612,FUN006477,X,17,niño,10.0
BU0001790,EN0000612,FUN004775,B,2,niño,15.0
BU0001791,EN0000612,FUN001888,E,6,niño,30.0
BU0001792,EN0000613,FUN007515,M,9,niño,10.0
BU0001793,EN0000614,FUN003316,J,11,adulto,10.0
BU0001794,EN0000614,FUN008914,A,2,niño,15.0
BU0001795,EN0000615,FUN006836,M,16,niño,10.0
BU0001796,EN0000616,FUN006500,N,3,niño,22.5
BU0001797,EN0000616,FUN005525,V,7,niño,10.0
BU0001798,EN0000616,FUN006812,S,3,niño,15.0
BU0001799,EN0000616,FUN007223,N,20,niño,10.0
BU0001800,EN0000617,FUN001291,B,11,adulto,10.0
BU0001801,EN0000617,FUN008545,G,7,niño,30.0
BU0001802,EN0000618,FUN000796,J,2,adulto,30.0
BU0001803,EN0000619,FUN008213,G,18,adulto,10.0
BU0001804,EN0000619,FUN003847,U,15,niño,10.0
BU0001805,EN0000620,FUN009393,S,8,niño,22.5
BU0001806,EN0000621,FUN009050,U,1,niño,10.0
BU0001807,EN0000621,FUN008520,V,4,niño,10.0
BU0001808,EN0000621,FUN000743,D,10,adulto,22.5
BU0001809,EN0000621,FUN009015,L,15,niño,30.0
BU0001810,EN0000622,FUN000392,D,1,niño,22.5
BU0001811,EN0000622,FUN006977,W,18,niño,30.0
BU0001812,EN0000622,FUN009623,A,19,adulto,22.5
BU0001813,EN0000622,FUN006008,F,11,niño,10.0
BU0001814,EN0000623,FUN002302,S,2,niño,22.5
BU0001815,EN0000623,FUN007769,U,2,niño,15.0
BU0001816,EN0000623,FUN001845,X,8,niño,15.0
BU0001817,EN0000624,FUN007531,M,4,adulto,22.5
BU0001818,EN0000624,FUN008141,P,1,adulto,10.0
BU0001819,EN0000624,FUN000040,O,13,adulto,10.0
BU0001820,EN0000624,FUN006585,I,2,adulto,15.0
BU0001821,EN0000625,FUN004839,L,10,adulto,15.0
BU0001822,EN0000625,FUN006247,X,13,adulto,15.0
BU0001823,EN0000626,FUN007768,Y,4,adulto,15.0
BU0001824,EN0000626,FUN003219,G,8,niño,10.0
BU0001825,EN0000626,FUN007750,U,12,niño,15.0
BU0001826,EN0000626,FUN004031,L,19,niño,10.0
BU0001827,EN0000626,FUN009097,H,19,adulto,30.0
BU0001828,EN0000627,FUN006475,O,13,niño,22.5
BU0001829,EN0000627,FUN006099,Q,13,adulto,30.0
BU0001830,EN0000627,FUN009172,D,20,adulto,30.0
BU0001831,EN0000627,FUN008585,P,18,adulto,15.0
BU0001832,EN0000628,FUN005624,J,10,niño,15.0
BU0001833,EN0000628,FUN002520,U,14,adulto,22.5
BU0001834,EN0000629,FUN008357,M,6,adulto,22.5
BU0001835,EN0000629,FUN008977,P,7,niño,15.0
BU0001836,EN0000629,FUN007600,B,5,adulto,10.0
BU0001837,EN0000630,FUN009410,K,9,niño,30.0
BU0001838,EN0000630,FUN004433,M,15,niño,30.0
BU0001839,EN0000630,FUN001581,T,20,adulto,10.0
BU0001840,EN0000631,FUN009652,R,17,adulto,30.0
BU0001841,EN0000631,FUN005389,O,19,niño,15.0
BU0001842,EN0000631,FUN005188,F,13,niño,15.0
BU0001843,EN0000631,FUN000363,N,15,adulto,15.0
BU0001844,EN0000632,FUN002290,T,7,niño,22.5
BU0001845,EN0000632,FUN009078,N,2,niño,30.0
BU0001846,EN0000632,FUN000452,D,11,adulto,30.0
BU0001847,EN0000632,FUN008654,Q,13,adulto,22.5
BU0001848,EN0000633,FUN006503,O,16,adulto,22.5
BU0001849,EN0000634,FUN006304,K,6,niño,22.5
BU0001850,EN0000634,FUN006461,T,5,niño,15.0
BU0001851,EN0000634,FUN005820,N,6,adulto,22.5
BU0001852,EN0000634,FUN002454,M,8,niño,10.0
BU0001853,EN0000635,FUN001474,M,3,niño,22.5
BU0001854,EN0000635,FUN005947,K,3,adulto,15.0
BU0001855,EN0000635,FUN005717,Z,3,niño,22.5
BU0001856,EN0000635,FUN001188,R,18,adulto,30.0
BU0001857,EN0000636,FUN009603,W,3,adulto,10.0
BU0001858,EN0000636,FUN007730,C,11,niño,15.0
BU0001859,EN0000636,FUN004936,I,1,adulto,30.0
BU0001860,EN0000636,FUN002542,S,18,niño,10.0
BU0001861,EN0000637,FUN002583,T,13,niño,10.0
BU0001862,EN0000638,FUN006607,S,6,adulto,15.0
BU0001863,EN0000639,FUN009642,B,13,adulto,30.0
BU0001864,EN0000639,FUN005111,N,7,niño,22.5
BU0001865,EN0000639,FUN002093,E,7,adulto,30.0
BU0001866,EN0000640,FUN006902,H,10,niño,22.5
BU0001867,EN0000641,FUN002264,G,8,niño,22.5
BU0001868,EN0000641,FUN002584,C,16,niño,15.0
BU0001869,EN0000641,FUN005497,Y,5,adulto,15.0
BU0001870,EN0000641,FUN006102,X,11,adulto,22.5
BU0001871,EN0000641,FUN009438,C,11,niño,15.0
BU0001872,EN0000642,FUN003743,Q,8,adulto,10.0
BU0001873,EN0000643,FUN004200,W,5,adulto,22.5
BU0001874,EN0000643,FUN003982,V,12,adulto,10.0
BU0001875,EN0000644,FUN004684,T,18,adulto,30.0
BU0001876,EN0000644,FUN004703,E,3,adulto,30.0
BU0001877,EN0000645,FUN008404,Q,14,niño,22.5
BU0001878,EN0000645,FUN000232,L,19,niño,15.0
BU0001879,EN0000645,FUN005466,A,10,adulto,22.5
BU0001880,EN0000645,FUN000560,D,11,adulto,10.0
BU0001881,EN0000645,FUN001099,Q,11,niño,22.5
BU0001882,EN0000646,FUN004486,P,17,adulto,22.5
BU0001883,EN0000647,FUN004900,R,6,niño,22.5
BU0001884,EN0000647,FUN008601,D,14,adulto,22.5
BU0001885,EN0000647,FUN009658,R,6,niño,10.0
BU0001886,EN0000648,FUN009118,W,12,niño,30.0
BU0001887,EN0000648,FUN006845,R,11,adulto,15.0
BU0001888,EN0000648,FUN007979,N,15,adulto,30.0
BU0001889,EN0000649,FUN001663,C,8,adulto,30.0
BU0001890,EN0000649,FUN002406,H,20,niño,30.0
BU0001891,EN0000649,FUN009045,K,19,adulto,10.0
BU0001892,EN0000649,FUN004073,X,19,adulto,10.0
BU0001893,EN0000650,FUN008671,E,12,niño,15.0
BU0001894,EN0000650,FUN001440,T,10,adulto,30.0
BU0001895,EN0000651,FUN002669,F,9,adulto,15.0
BU0001896,EN0000651,FUN003826,H,8,adulto,10.0
BU0001897,EN0000652,FUN006431,H,9,adulto,15.0
BU0001898,EN0000652,FUN000819,R,8,adulto,15.0
BU0001899,EN0000652,FUN008258,H,7,niño,10.0
BU0001900,EN0000653,FUN008383,N,16,adulto,10.0
BU0001901,EN0000654,FUN007810,K,2,adulto,15.0
BU0001902,EN0000654,FUN004814,X,12,niño,30.0
BU0001903,EN0000654,FUN005572,A,4,niño,22.5
BU0001904,EN0000655,FUN001520,Q,12,adulto,22.5
BU0001905,EN0000655,FUN007804,F,3,adulto,22.5
BU0001906,EN0000655,FUN000394,V,12,adulto,15.0
BU0001907,EN0000655,FUN004889,W,3,adulto,30.0
BU0001908,EN0000655,FUN006765,W,8,niño,15.0
BU0001909,EN0000656,FUN004022,P,11,adulto,22.5
BU0001910,EN0000656,FUN000757,H,6,niño,10.0
BU0001911,EN0000657,FUN004960,O,16,niño,15.0
BU0001912,EN0000657,FUN003966,B,18,niño,30.0
BU0001913,EN0000657,FUN004859,Z,12,niño,30.0
BU0001914,EN0000657,FUN002292,S,19,niño,22.5
BU0001915,EN0000658,FUN003718,U,17,niño,15.0
BU0001916,EN0000659,FUN007394,D,19,niño,15.0
BU0001917,EN0000659,FUN001927,W,12,adulto,10.0
BU0001918,EN0000660,FUN004569,I,3,niño,22.5
BU0001919,EN0000660,FUN008784,V,6,adulto,22.5
BU0001920,EN0000660,FUN008331,Q,5,adulto,15.0
BU0001921,EN0000661,FUN002194,J,12,adulto,30.0
BU0001922,EN0000661,FUN002801,T,16,niño,10.0
BU0001923,EN0000661,FUN005856,X,17,niño,22.5
BU0001924,EN0000661,FUN009418,D,3,niño,15.0
BU0001925,EN0000661,FUN005507,L,2,niño,22.5
BU0001926,EN0000662,FUN009138,H,1,adulto,15.0
BU0001927,EN0000663,FUN003815,B,4,niño,15.0
BU0001928,EN0000663,FUN003429,B,13,adulto,22.5
BU0001929,EN0000663,FUN009529,T,14,niño,30.0
BU0001930,EN0000664,FUN009692,E,11,niño,30.0
BU0001931,EN0000664,FUN009724,P,7,adulto,30.0
BU0001932,EN0000664,FUN001197,H,3,niño,10.0
BU0001933,EN0000664,FUN005788,Q,5,niño,30.0
BU0001934,EN0000665,FUN002944,O,5,adulto,15.0
BU0001935,EN0000665,FUN003042,K,6,niño,10.0
BU0001936,EN0000665,FUN009123,H,11,adulto,15.0
BU0001937,EN0000666,FUN001023,H,3,niño,30.0
BU0001938,EN0000666,FUN007776,K,6,niño,22.5
BU0001939,EN0000666,FUN002352,O,7,adulto,30.0
BU0001940,EN0000667,FUN008506,M,9,adulto,22.5
BU0001941,EN0000667,FUN009241,X,16,niño,30.0
BU0001942,EN0000667,FUN004922,C,7,niño,22.5
BU0001943,EN0000668,FUN001467,I,11,adulto,22.5
BU0001944,EN0000668,FUN002656,M,6,niño,22.5
BU0001945,EN0000669,FUN003992,J,14,niño,30.0
BU0001946,EN0000670,FUN000033,V,19,adulto,30.0
BU0001947,EN0000670,FUN008440,D,5,niño,22.5
BU0001948,EN0000670,FUN004356,Y,3,adulto,10.0
BU0001949,EN0000670,FUN009074,T,8,niño,30.0
BU0001950,EN0000671,FUN009035,P,5,adulto,15.0
BU0001951,EN0000671,FUN008047,B,15,adulto,22.5
BU0001952,EN0000671,FUN009519,N,7,niño,10.0
BU0001953,EN0000671,FUN008966,M,14,niño,15.0
BU0001954,EN0000672,FUN008695,N,7,niño,22.5
BU0001955,EN0000673,FUN002927,J,7,adulto,10.0
BU0001956,EN0000674,FUN002047,M,18,adulto,22.5
BU0001957,EN0000674,FUN006441,W,20,niño,22.5
BU0001958,EN0000674,FUN003529,D,12,adulto,10.0
BU0001959,EN0000674,FUN002436,T,7,adulto,15.0
BU0001960,EN0000674,FUN009140,Z,1,adulto,10.0
BU0001961,EN0000675,FUN007939,I,4,niño,30.0
BU0001962,EN0000675,FUN008606,W,16,niño,15.0
BU0001963,EN0000675,FUN004291,M,14,niño,15.0
BU0001964,EN0000675,FUN003825,O,3,niño,30.0
BU0001965,EN0000676,FUN007694,R,15,niño,30.0
BU0001966,EN0000676,FUN003354,A,15,niño,30.0
BU0001967,EN0000677,FUN001554,A,19,niño,15.0
BU0001968,EN0000677,FUN003594,V,6,niño,22.5
BU0001969,EN0000677,FUN002629,U,18,niño,15.0
BU0001970,EN0000677,FUN007828,F,14,adulto,22.5
BU0001971,EN0000678,FUN001929,E,3,adulto,10.0
BU0001972,EN0000679,FUN009162,F,13,adulto,10.0
BU0001973,EN0000680,FUN001675,L,20,adulto,10.0
BU0001974,EN0000680,FUN003899,Z,17,adulto,15.0
BU0001975,EN0000680,FUN003343,J,20,adulto,22.5
BU0001976,EN0000680,FUN001040,X,1,adulto,22.5
BU0001977,EN0000681,FUN008719,A,7,adulto,30.0
BU0001978,EN0000681,FUN006801,H,17,niño,22.5
BU0001979,EN0000682,FUN009800,I,13,adulto,10.0
BU0001980,EN0000683,FUN004992,M,14,niño,22.5
BU0001981,EN0000683,FUN009209,P,14,niño,22.5
BU0001982,EN0000683,FUN003310,S,6,adulto,22.5
BU0001983,EN0000683,FUN009087,C,7,adulto,30.0
BU0001984,EN0000684,FUN000679,W,17,adulto,10.0
BU0001985,EN0000684,FUN002070,D,8,niño,22.5
BU0001986,EN0000684,FUN008385,H,16,niño,22.5
BU0001987,EN0000684,FUN005251,D,9,niño,10.0
BU0001988,EN0000684,FUN007449,Q,20,niño,22.5
BU0001989,EN0000685,FUN003081,B,9,adulto,15.0
BU0001990,EN0000685,FUN000831,Z,18,adulto,10.0
BU0001991,EN0000685,FUN007459,Z,17,adulto,15.0
BU0001992,EN0000685,FUN002343,O,14,niño,30.0
BU0001993,EN0000686,FUN003574,G,8,adulto,22.5
BU0001994,EN0000686,FUN008753,A,10,adulto,22.5
BU0001995,EN0000686,FUN003122,C,15,adulto,15.0
BU0001996,EN0000686,FUN000821,U,18,niño,15.0
BU0001997,EN0000687,FUN003259,Z,15,adulto,10.0
BU0001998,EN0000687,FUN002993,Y,2,adulto,30.0
BU0001999,EN0000687,FUN003012,E,6,niño,15.0
BU0002000,EN0000688,FUN002341,A,18,adulto,30.0
BU0002001,EN0000688,FUN002316,K,20,niño,30.0
BU0002002,EN0000688,FUN005023,T,11,niño,10.0
BU0002003,EN0000689,FUN007824,Y,15,adulto,22.5
BU0002004,EN0000689,FUN007689,Q,13,adulto,10.0
BU0002005,EN0000690,FUN004333,E,12,adulto,22.5
BU0002006,EN0000690,FUN004035,Y,14,adulto,22.5
BU0002007,EN0000690,FUN006944,W,11,niño,22.5
BU0002008,EN0000690,FUN006087,H,11,niño,30.0
BU0002009,EN0000690,FUN008306,E,13,niño,15.0
BU0002010,EN0000691,FUN009307,N,9,niño,10.0
BU0002011,EN0000691,FUN002459,C,11,adulto,10.0
BU0002012,EN0000691,FUN005077,W,2,niño,15.0
BU0002013,EN0000691,FUN003892,C,16,niño,30.0
BU0002014,EN0000691,FUN002507,V,13,adulto,22.5
BU0002015,EN0000692,FUN008071,L,2,niño,15.0
BU0002016,EN0000692,FUN005293,U,7,niño,22.5
BU0002017,EN0000692,FUN009379,U,3,niño,22.5
BU0002018,EN0000692,FUN009962,G,17,adulto,15.0
