funcion_id,sala_id,pelicula_id,fecha,hora
FUN002753,SL0037133,MOV000644,2021-11-28,00:11:12
FUN002754,SL0017110,MOV000825,2021-12-03,11:43:28
FUN002755,SL0056465,MOV000634,2021-11-21,00:45:45
FUN002756,SL0005358,MOV001320,2021-12-05,22:41:42
FUN002757,SL0019982,MOV001288,2021-12-28,15:22:24
FUN002758,SL0029168,MOV000136,2022-01-06,07:55:15
FUN002759,SL0014784,MOV001180,2021-09-02,15:16:25
FUN002760,SL0018886,MOV000447,2021-12-17,06:03:32
FUN002761,SL0004273,MOV001357,2021-07-01,03:32:36
FUN002762,SL0060993,MOV000487,2021-06-08,20:11:18
FUN002763,SL0013965,MOV000716,2021-07-06,22:57:19
FUN002764,SL0006616,MOV000456,2022-01-08,16:34:34
FUN002765,SL0044976,MOV000521,2022-01-04,20:17:11
FUN002766,SL0071304,MOV000938,2021-12-13,21:15:02
FUN002767,SL0067358,MOV000735,2021-10-05,13:04:05
FUN002768,SL0038913,MOV000717,2022-01-05,01:03:02
FUN002769,SL0005315,MOV001165,2021-12-28,16:13:42
FUN002770,SL0050382,MOV001227,2021-04-23,14:45:32
FUN002771,SL0028530,MOV001211,2021-12-29,18:51:49
FUN002772,SL0038867,MOV000843,2021-07-22,21:59:41
FUN002773,SL0005374,MOV000059,2021-12-18,11:53:11
FUN002774,SL0062067,MOV000021,2021-12-17,09:26:51
FUN002775,SL0016322,MOV000067,2021-08-15,18:23:09
FUN002776,SL0047369,MOV001431,2021-11-26,10:49:04
FUN002777,SL0009385,MOV000671,2022-01-08,05:21:07
FUN002778,SL0023601,MOV000042,2022-01-03,06:19:38
FUN002779,SL0062513,MOV001116,2021-11-28,03:32:05
FUN002780,SL0008564,MOV001151,2021-10-31,03:41:19
FUN002781,SL0041945,MOV001216,2021-10-21,03:09:26
FUN002782,SL0039372,MOV001016,2021-09-21,04:36:52
FUN002783,SL0034270,MOV000626,2021-12-11,22:18:46
FUN002784,SL0046870,MOV000735,2021-10-07,07:13:38
FUN002785,SL0026553,MOV000407,2021-08-14,08:02:35
FUN002786,SL0061750,MOV001401,2021-12-22,13:48:52
FUN002787,SL0055892,MOV000278,2021-09-06,21:02:28
FUN002788,SL0064259,MOV000418,2021-08-31,08:39:58
FUN002789,SL0011040,MOV000974,2022-01-06,13:15:05
FUN002790,SL0023846,MOV000384,2021-11-09,05:07:22
FUN002791,SL0009536,MOV001029,2021-04-05,13:55:10
FUN002792,SL0028139,MOV000902,2021-10-23,22:08:18
FUN002793,SL0076118,MOV000285,2021-08-28,22:18:47
FUN002794,SL0064307,MOV000122,2021-11-01,09:32:44
FUN002795,SL0063683,MOV001009,2021-10-31,19:45:42
FUN002796,SL0042319,MOV001031,2021-08-23,09:49:39
FUN002797,SL0023618,MOV000546,2021-12-20,23:32:10
FUN002798,SL0066640,MOV000509,2021-10-24,01:45:12
FUN002799,SL0028626,MOV001114,2021-11-05,20:48:58
FUN002800,SL0011002,MOV000734,2021-07-12,00:56:46
FUN002801,SL0050808,MOV000930,2021-12-26,04:10:03
FUN002802,SL0038928,MOV000708,2022-01-08,06:27:01
FUN002803,SL0012551,MOV000039,2021-12-29,13:41:26
FUN002804,SL0028563,MOV000809,2022-01-08,01:51:18
FUN002805,SL0009083,MOV000962,2021-12-26,02:07:16
FUN002806,SL0036617,MOV001112,2021-06-28,03:30:47
FUN002807,SL0054738,MOV001304,2021-09-13,00:48:22
FUN002808,SL0030745,MOV000231,2021-10-06,22:03:53
FUN002809,SL0052768,MOV000927,2021-12-15,14:59:32
FUN002810,SL0012458,MOV000188,2021-07-21,14:27:07
FUN002811,SL0000534,MOV000957,2021-11-19,06:42:03
FUN002812,SL0001787,MOV000240,2021-10-23,12:36:10
FUN002813,SL0076355,MOV000718,2021-11-12,03:20:54
FUN002814,SL0011681,MOV000381,2021-06-27,19:04:35
FUN002815,SL0044045,MOV000684,2021-09-11,19:06:03
FUN002816,SL0074681,MOV000175,2021-06-26,04:55:40
FUN002817,SL0016535,MOV000693,2021-09-03,07:57:11
FUN002818,SL0014633,MOV000379,2021-07-07,03:35:22
FUN002819,SL0061000,MOV000423,2021-04-18,09:29:31
FUN002820,SL0016171,MOV000194,2021-12-15,15:11:16
FUN002821,SL0039515,MOV001143,2021-06-16,23:52:23
FUN002822,SL0069565,MOV000368,2021-03-26,22:02:42
FUN002823,SL0063323,MOV001329,2021-07-18,00:58:31
FUN002824,SL0039265,MOV000943,2021-12-03,02:53:23
FUN002825,SL0047844,MOV000566,2021-10-31,04:17:10
FUN002826,SL0016879,MOV000760,2021-12-29,02:50:57
FUN002827,SL0012381,MOV000088,2022-01-10,13:45:21
FUN002828,SL0070342,MOV001312,2021-05-18,07:28:56
FUN002829,SL0034633,MOV000159,2021-04-10,16:40:53
FUN002830,SL0055663,MOV000179,2021-12-21,17:25:45
FUN002831,SL0002570,MOV000737,2021-07-27,05:41:09
FUN002832,SL0075782,MOV000886,2021-10-28,08:38:22
FUN002833,SL0019514,MOV000375,2021-08-26,01:48:59
FUN002834,SL0076667,MOV000084,2021-11-10,05:05:55
FUN002835,SL0034452,MOV001046,2021-04-28,04:32:56
FUN002836,SL0048067,MOV001052,2021-10-28,04:04:07
FUN002837,SL0024747,MOV001276,2021-12-30,08:15:19
FUN002838,SL0048757,MOV000301,2021-09-05,08:02:29
FUN002839,SL0068877,MOV000529,2021-05-04,13:50:48
FUN002840,SL0038790,MOV000059,2021-12-27,01:45:53
FUN002841,SL0069221,MOV000378,2022-01-08,16:28:28
FUN002842,SL0042884,MOV001118,2021-09-02,01:14:03
FUN002843,SL0024579,MOV001096,2021-12-06,16:44:43
FUN002844,SL0008590,MOV000589,2021-11-15,07:12:11
FUN002845,SL0025127,MOV000642,2021-12-31,15:42:19
FUN002846,SL0027552,MOV000229,2021-09-14,12:56:22
FUN002847,SL0074634,MOV001191,2021-10-20,03:48:11
FUN002848,SL0044947,MOV000744,2021-08-29,15:09:17
FUN002849,SL0036700,MOV001305,2021-12-06,10:56:24
FUN002850,SL0041293,MOV000440,2021-09-13,17:19:38
FUN002851,SL0025646,MOV000822,2021-12-28,10:08:06
FUN002852,SL0008465,MOV000690,2021-12-25,04:09:59
FUN002853,SL0048477,MOV000760,2021-12-19,11:28:00
FUN002854,SL0023536,MOV001285,2022-01-10,14:28:24
FUN002855,SL0039360,MOV001082,2021-12-01,17:47:06
FUN002856,SL0026625,MOV000568,2021-12-29,00:28:14
FUN002857,SL0036881,MOV000106,2021-11-14,22:48:20
FUN002858,SL0013573,MOV000802,2021-10-01,08:55:43
FUN002859,SL0075276,MOV001148,2021-10-25,17:57:30
FUN002860,SL0007968,MOV000637,2021-10-19,06:04:51
FUN002861,SL0017970,MOV001254,2021-11-23,20:46:26
FUN002862,SL0014426,MOV000519,2021-04-28,23:19:35
FUN002863,SL0035053,MOV000495,2021-11-07,04:21:30
FUN002864,SL0064929,MOV001424,2021-08-12,17:27:27
FUN002865,SL0023355,MOV000619,2021-12-12,17:42:30
FUN002866,SL0010201,MOV000401,2021-11-28,12:01:17
FUN002867,SL0073640,MOV000737,2021-12-03,10:06:42
FUN002868,SL0053570,MOV000829,2021-11-23,19:12:49
FUN002869,SL0010368,MOV000937,2021-12-16,20:14:41
FUN002870,SL0054679,MOV000416,2021-12-29,00:59:08
FUN002871,SL0054124,MOV000558,2021-12-26,06:04:30
FUN002872,SL0012203,MOV001403,2021-06-25,02:25:01
FUN002873,SL0027868,MOV000514,2021-11-17,19:30:45
FUN002874,SL0056645,MOV000911,2021-10-03,16:01:00
FUN002875,SL0071213,MOV000470,2021-02-07,13:21:54
FUN002876,SL0064079,MOV000908,2021-12-02,16:58:00
FUN002877,SL0015003,MOV001029,2021-08-09,23:25:56
FUN002878,SL0054742,MOV000613,2021-09-11,07:40:29
FUN002879,SL0062570,MOV000721,2021-12-22,01:53:35
FUN002880,SL0007375,MOV000857,2021-12-29,16:51:13
FUN002881,SL0065541,MOV001334,2021-04-14,09:41:51
FUN002882,SL0043883,MOV000818,2021-11-28,20:16:19
FUN002883,SL0031425,MOV001122,2021-10-21,11:58:01
FUN002884,SL0037331,MOV001031,2021-08-12,15:50:08
FUN002885,SL0025899,MOV001191,2021-06-27,10:30:38
FUN002886,SL0003775,MOV001076,2021-07-20,01:48:44
FUN002887,SL0024747,MOV000774,2021-04-20,22:30:01
FUN002888,SL0006088,MOV001338,2021-11-27,03:25:22
FUN002889,SL0013626,MOV000071,2021-10-17,11:07:57
FUN002890,SL0069880,MOV000810,2021-12-17,02:46:48
FUN002891,SL0062120,MOV000587,2021-12-13,07:48:49
FUN002892,SL0072172,MOV000432,2021-09-17,18:47:10
FUN002893,SL0046519,MOV000690,2021-11-19,01:02:16
FUN002894,SL0030383,MOV000277,2021-10-29,07:47:25
FUN002895,SL0031310,MOV001368,2021-05-31,14:36:12
FUN002896,SL0050717,MOV000711,2021-07-05,00:32:05
FUN002897,SL0052352,MOV000611,2021-09-14,15:05:03
FUN002898,SL0016465,MOV000151,2021-05-23,07:46:53
FUN002899,SL0045882,MOV000894,2021-11-19,19:30:30
FUN002900,SL0064465,MOV000165,2021-12-31,02:32:20
FUN002901,SL0024185,MOV000163,2021-12-26,02:46:28
FUN002902,SL0030619,MOV001419,2021-11-09,10:07:30
FUN002903,SL0061946,MOV001083,2022-01-09,23:35:41
FUN002904,SL0006613,MOV000986,2021-07-08,11:05:35
FUN002905,SL0020061,MOV000946,2021-06-12,02:03:48
FUN002906,SL0010265,MOV000372,2021-12-12,10:57:10
FUN002907,SL0002652,MOV000789,2021-12-20,06:16:56
FUN002908,SL0071632,MOV000974,2021-12-31,08:55:31
FUN002909,SL0001445,MOV001325,2021-10-20,15:18:08
FUN002910,SL0057141,MOV000461,2021-12-16,00:53:12
FUN002911,SL0067338,MOV000019,2021-11-19,08:20:22
FUN002912,SL0022609,MOV000803,2021-11-27,14:15:53
FUN002913,SL0064773,MOV000472,2021-12-23,19:47:30
FUN002914,SL0016761,MOV000593,2021-07-24,12:19:12
FUN002915,SL0015021,MOV001087,2021-07-18,18:26:51
FUN002916,SL0039219,MOV000502,2021-08-18,13:55:12
FUN002917,SL0017482,MOV000529,2021-12-08,12:25:22
FUN002918,SL0027159,MOV000461,2021-12-23,03:57:19
FUN002919,SL0066057,MOV000519,2021-06-13,03:27:34
FUN002920,SL0031819,MOV000241,2021-11-25,14:14:28
FUN002921,SL0074877,MOV000057,2022-01-05,12:19:40
FUN002922,SL0040977,MOV000562,2021-12-30,02:21:42
FUN002923,SL0076484,MOV001383,2021-10-04,18:27:51
FUN002924,SL0026824,MOV000993,2021-05-20,21:58:16
FUN002925,SL0070227,MOV000873,2021-12-15,22:40:18
FUN002926,SL0042867,MOV001176,2021-05-01,14:32:20
FUN002927,SL0033206,MOV000280,2021-12-13,23:19:59
FUN002928,SL0062280,MOV001368,2021-09-01,19:24:58
FUN002929,SL0028888,MOV000956,2021-11-05,02:23:37
FUN002930,SL0024802,MOV000916,2021-07-07,19:45:08
FUN002931,SL0019961,MOV000055,2021-12-23,12:32:11
FUN002932,SL0060213,MOV000320,2021-08-16,06:26:43
FUN002933,SL0014710,MOV000463,2021-05-20,00:19:29
FUN002934,SL0074209,MOV000866,2021-12-02,19:46:54
FUN002935,SL0018901,MOV000890,2021-12-16,03:00:14
FUN002936,SL0047240,MOV000979,2021-11-18,13:47:41
FUN002937,SL0046699,MOV000949,2021-12-01,17:02:15
FUN002938,SL0071998,MOV001084,2021-12-03,12:55:26
FUN002939,SL0015302,MOV000069,2021-11-02,06:35:57
FUN002940,SL0066986,MOV000992,2021-12-06,10:01:43
FUN002941,SL0005584,MOV000462,2021-10-13,16:11:30
FUN002942,SL0033108,MOV000211,2022-01-01,04:01:32
FUN002943,SL0073653,MOV000338,2021-03-19,19:51:30
FUN002944,SL0037682,MOV000350,2021-06-04,09:57:03
FUN002945,SL0064819,MOV001286,2021-11-14,23:16:13
FUN002946,SL0034551,MOV001268,2021-09-11,17:21:08
FUN002947,SL0051209,MOV001121,2021-10-06,16:16:50
FUN002948,SL0001880,MOV001281,2021-10-24,06:24:49
FUN002949,SL0041718,MOV000985,2022-01-10,11:07:32
FUN002950,SL0039072,MOV000533,2021-10-06,11:05:03
FUN002951,SL0031772,MOV001201,2021-12-23,06:05:15
FUN002952,SL0064602,MOV001132,2022-01-04,07:23:58
FUN002953,SL0027965,MOV000297,2021-11-27,12:59:05
FUN002954,SL0062860,MOV000227,2021-12-14,14:09:01
FUN002955,SL0000134,MOV001251,2021-12-16,14:07:11
FUN002956,SL0065360,MOV000509,2022-01-07,09:57:47
FUN002957,SL0020635,MOV000849,2021-09-21,06:00:33
FUN002958,SL0060700,MOV000822,2021-12-25,15:46:56
FUN002959,SL0039193,MOV001154,2021-04-06,18:55:23
FUN002960,SL0073600,MOV000073,2021-04-28,20:22:32
FUN002961,SL0031222,MOV001243,2021-09-23,08:40:50
FUN002962,SL0022044,MOV000397,2021-11-05,23:39:00
FUN002963,SL0066758,MOV001077,2021-12-07,16:37:50
FUN002964,SL0026805,MOV001007,2021-12-19,22:05:36
FUN002965,SL0023667,MOV000669,2021-10-02,23:19:56
FUN002966,SL0020851,MOV001155,2021-05-31,23:58:53
FUN002967,SL0025559,MOV000144,2021-12-08,21:39:06
FUN002968,SL0009505,MOV000110,2021-11-26,03:38:38
FUN002969,SL0001327,MOV001378,2021-10-29,18:43:28
FUN002970,SL0012107,MOV000347,2022-01-10,03:01:44
FUN002971,SL0014683,MOV000918,2021-11-01,23:40:51
FUN002972,SL0052850,MOV000321,2021-11-30,17:44:48
FUN002973,SL0074972,MOV000116,2021-11-26,13:59:07
FUN002974,SL0033648,MOV000020,2021-12-05,17:22:48
FUN002975,SL0059143,MOV000258,2021-03-12,08:52:22
FUN002976,SL0057057,MOV000541,2021-08-19,21:35:10
FUN002977,SL0027861,MOV000292,2021-10-25,00:22:38
FUN002978,SL0004539,MOV000707,2021-05-20,00:13:41
FUN002979,SL0016835,MOV001400,2021-11-27,02:00:40
FUN002980,SL0054202,MOV001381,2021-09-02,02:41:25
FUN002981,SL0007748,MOV000009,2021-12-29,13:29:30
FUN002982,SL0035709,MOV000224,2021-08-29,12:01:24
FUN002983,SL0000010,MOV000639,2021-12-24,01:10:10
FUN002984,SL0052774,MOV001188,2021-09-15,05:06:51
FUN002985,SL0014100,MOV000775,2022-01-01,10:35:52
FUN002986,SL0076587,MOV001364,2021-10-29,09:14:57
FUN002987,SL0018315,MOV001099,2021-06-09,17:59:11
FUN002988,SL0059602,MOV000413,2021-09-01,11:41:18
FUN002989,SL0060183,MOV000322,2021-10-25,00:25:10
FUN002990,SL0066123,MOV000094,2021-08-30,14:10:10
FUN002991,SL0048924,MOV001124,2021-12-24,12:27:27
FUN002992,SL0012595,MOV001380,2021-10-18,19:51:10
FUN002993,SL0001695,MOV001224,2022-01-06,06:24:59
FUN002994,SL0031142,MOV001053,2021-10-03,03:54:59
FUN002995,SL0041818,MOV001295,2021-06-25,14:01:17
FUN002996,SL0041601,MOV000540,2022-01-05,09:59:02
FUN002997,SL0016624,MOV000040,2021-05-26,11:10:17
FUN002998,SL0053726,MOV000145,2022-01-08,23:26:07
FUN002999,SL0032744,MOV000514,2021-10-30,15:26:41
FUN003000,SL0052744,MOV000610,2021-09-05,19:45:24
FUN003001,SL0034949,MOV000952,2021-08-31,07:23:08
FUN003002,SL0039426,MOV000595,2021-08-24,01:11:47
FUN003003,SL0040830,MOV000759,2021-11-21,11:26:54
FUN003004,SL0028755,MOV000228,2021-06-26,17:50:29
FUN003005,SL0068016,MOV000285,2021-05-03,17:08:41
FUN003006,SL0002765,MOV001415,2022-01-01,05:52:13
FUN003007,SL0006772,MOV000982,2021-05-05,13:57:02
FUN003008,SL0009773,MOV000121,2021-12-11,03:32:23
FUN003009,SL0038964,MOV001310,2021-12-01,04:18:04
FUN003010,SL0069119,MOV000943,2022-01-02,16:19:32
FUN003011,SL0010746,MOV000516,2021-04-14,04:28:52
FUN003012,SL0040104,MOV000884,2021-12-17,11:52:46
FUN003013,SL0076673,MOV001387,2021-10-24,00:18:31
FUN003014,SL0064595,MOV000479,2022-01-04,05:14:53
FUN003015,SL0034610,MOV000635,2021-09-16,23:17:59
FUN003016,SL0012656,MOV000431,2022-01-05,10:26:07
FUN003017,SL0031684,MOV001282,2021-12-23,15:32:02
FUN003018,SL0045200,MOV000026,2021-03-07,15:36:39
FUN003019,SL0023034,MOV000253,2021-11-16,09:50:57
FUN003020,SL0043474,MOV000035,2021-12-27,10:24:12
FUN003021,SL0064144,MOV000438,2021-12-22,08:32:07
FUN003022,SL0023012,MOV000850,2021-11-28,10:14:03
FUN003023,SL0050099,MOV001060,2021-06-25,14:57:34
FUN003024,SL0063150,MOV001006,2021-04-27,15:14:14
FUN003025,SL0040735,MOV001128,2021-12-24,00:44:17
FUN003026,SL0020407,MOV001198,2022-01-07,05:04:23
FUN003027,SL0056060,MOV001172,2021-11-18,06:07:08
FUN003028,SL0046186,MOV000708,2022-01-04,17:30:27
FUN003029,SL0024971,MOV000074,2021-07-11,00:59:03
FUN003030,SL0029133,MOV000682,2022-01-04,20:13:03
FUN003031,SL0070077,MOV000471,2021-10-27,12:10:20
FUN003032,SL0069079,MOV000128,2021-06-04,10:43:04
FUN003033,SL0056988,MOV000218,2021-07-30,14:35:39
FUN003034,SL0056243,MOV001400,2021-09-02,16:52:49
FUN003035,SL0022378,MOV001288,2021-12-23,13:32:51
FUN003036,SL0035043,MOV000555,2021-12-24,13:02:49
FUN003037,SL0067216,MOV000618,2021-12-07,22:41:45
FUN003038,SL0056780,MOV000835,2021-09-20,11:46:58
FUN003039,SL0072319,MOV000886,2021-10-24,12:50:16
FUN003040,SL0004238,MOV000282,2021-10-17,10:32:27
FUN003041,SL0036603,MOV001216,2021-06-02,16:22:14
FUN003042,SL0001059,MOV000568,2021-11-25,20:30:44
FUN003043,SL0058126,MOV000364,2022-01-06,07:41:39
FUN003044,SL0067054,MOV000927,2022-01-06,08:11:17
FUN003045,SL0014786,MOV000083,2021-10-28,22:39:59
FUN003046,SL0051299,MOV000907,2021-10-03,15:34:16
FUN003047,SL0014346,MOV000285,2021-03-23,09:54:59
FUN003048,SL0022511,MOV000649,2021-12-28,10:31:00
FUN003049,SL0020331,MOV000020,2022-01-09,10:55:19
FUN003050,SL0048460,MOV001128,2021-11-25,23:09:05
FUN003051,SL0043700,MOV000188,2021-11-24,03:27:11
FUN003052,SL0028984,MOV000159,2021-06-10,12:28:27
FUN003053,SL0026020,MOV000358,2021-12-05,10:37:05
FUN003054,SL0008045,MOV001093,2021-10-19,00:14:49
FUN003055,SL0060756,MOV000023,2022-01-02,12:05:37
FUN003056,SL0032499,MOV001228,2021-04-19,22:26:32
FUN003057,SL0026164,MOV000162,2021-12-10,20:29:45
FUN003058,SL0064547,MOV000102,2021-10-02,11:26:34
FUN003059,SL0038268,MOV000759,2021-12-09,02:57:39
FUN003060,SL0076323,MOV000040,2021-08-12,20:33:12
FUN003061,SL0024583,MOV000164,2021-12-29,04:26:31
FUN003062,SL0031872,MOV000470,2021-05-28,15:00:04
FUN003063,SL0038424,MOV001404,2021-06-13,07:42:50
FUN003064,SL0039138,MOV000635,2021-09-26,03:05:27
FUN003065,SL0041609,MOV000400,2021-06-19,14:05:04
FUN003066,SL0040054,MOV000497,2021-10-17,21:29:05
FUN003067,SL0031725,MOV000560,2021-10-25,10:31:53
FUN003068,SL0045132,MOV001313,2021-12-08,07:22:21
FUN003069,SL0024338,MOV000808,2021-12-04,05:34:58
FUN003070,SL0019867,MOV000931,2021-09-09,15:59:45
FUN003071,SL0005103,MOV000365,2021-08-21,23:10:48
FUN003072,SL0076430,MOV001162,2021-12-04,19:17:50
FUN003073,SL0072380,MOV000055,2022-01-05,02:40:50
FUN003074,SL0048556,MOV000795,2021-08-28,21:11:35
FUN003075,SL0040047,MOV000563,2021-12-13,13:03:49
FUN003076,SL0013844,MOV001023,2021-12-19,05:13:25
FUN003077,SL0004009,MOV000799,2021-06-20,10:41:07
FUN003078,SL0013471,MOV000961,2021-12-06,16:40:55
FUN003079,SL0008828,MOV001204,2021-12-28,18:58:56
FUN003080,SL0044449,MOV000619,2021-10-20,18:52:34
FUN003081,SL0026620,MOV000125,2021-12-25,12:52:56
FUN003082,SL0051668,MOV000310,2021-06-02,12:22:21
FUN003083,SL0035299,MOV001315,2022-01-02,23:28:08
FUN003084,SL0049763,MOV000089,2021-04-11,18:02:49
FUN003085,SL0065041,MOV001232,2021-10-10,19:40:21
FUN003086,SL0015317,MOV000346,2021-12-10,19:42:36
FUN003087,SL0043528,MOV000624,2021-12-15,22:48:52
FUN003088,SL0052318,MOV000032,2021-08-15,10:22:37
FUN003089,SL0004503,MOV000708,2022-01-10,09:17:22
FUN003090,SL0025859,MOV000714,2021-08-18,12:35:53
FUN003091,SL0044703,MOV000782,2021-09-18,14:37:57
FUN003092,SL0047053,MOV001371,2021-12-22,13:09:57
FUN003093,SL0015611,MOV000240,2021-12-20,18:35:37
FUN003094,SL0038462,MOV001022,2021-06-30,23:54:52
FUN003095,SL0047617,MOV000442,2021-11-27,17:48:51
FUN003096,SL0028826,MOV000145,2021-12-25,04:04:31
FUN003097,SL0017428,MOV000942,2022-01-07,18:49:16
FUN003098,SL0002199,MOV000525,2021-07-28,01:11:48
FUN003099,SL0030528,MOV001125,2021-07-19,04:25:24
FUN003100,SL0051459,MOV000056,2021-11-26,23:45:26
FUN003101,SL0016828,MOV000774,2021-11-04,14:28:54
FUN003102,SL0018819,MOV000289,2021-04-28,08:53:18
FUN003103,SL0058453,MOV000934,2021-12-14,15:54:32
FUN003104,SL0067252,MOV001421,2021-05-07,06:10:40
FUN003105,SL0021154,MOV001046,2021-10-26,07:39:48
FUN003106,SL0040936,MOV000957,2021-04-25,23:04:32
FUN003107,SL0072812,MOV000929,2021-11-21,16:33:35
FUN003108,SL0076100,MOV000750,2021-07-29,00:55:55
FUN003109,SL0002759,MOV000891,2022-01-01,16:29:40
FUN003110,SL0075548,MOV000140,2022-01-06,06:30:34
FUN003111,SL0024415,MOV000734,2021-11-18,05:53:53
FUN003112,SL0075932,MOV001207,2021-09-20,14:14:41
FUN003113,SL0069961,MOV000744,2021-08-10,06:16:33
FUN003114,SL0033404,MOV001206,2021-11-19,23:34:48
FUN003115,SL0029489,MOV000106,2021-07-05,12:10:44
FUN003116,SL0042028,MOV000957,2021-10-17,19:07:38
FUN003117,SL0024992,MOV000895,2021-07-31,04:07:40
FUN003118,SL0012954,MOV000684,2021-10-01,12:07:33
FUN003119,SL0052705,MOV000878,2021-12-26,02:30:44
FUN003120,SL0012600,MOV000292,2022-01-06,00:40:08
FUN003121,SL0036443,MOV000439,2022-01-07,08:31:32
FUN003122,SL0045286,MOV000683,2021-11-20,00:12:17
FUN003123,SL0061710,MOV001413,2021-12-09,12:30:00
FUN003124,SL0007130,MOV000252,2021-07-03,02:12:29
FUN003125,SL0051930,MOV000568,2021-10-26,14:47:53
FUN003126,SL0030865,MOV001386,2021-08-25,21:47:10
FUN003127,SL0002305,MOV000887,2021-12-07,07:53:38
FUN003128,SL0065320,MOV000971,2021-12-21,13:43:30
FUN003129,SL0031449,MOV001006,2022-01-01,22:33:20
FUN003130,SL0046484,MOV000356,2021-09-29,19:24:55
FUN003131,SL0060729,MOV001281,2021-10-27,16:58:00
FUN003132,SL0057743,MOV001028,2021-09-25,20:22:40
FUN003133,SL0073471,MOV000133,2021-07-19,06:40:40
FUN003134,SL0074336,MOV000547,2021-10-16,10:48:43
FUN003135,SL0045503,MOV000749,2021-12-17,13:07:42
FUN003136,SL0063283,MOV001381,2021-08-14,14:18:06
FUN003137,SL0031755,MOV000969,2021-11-10,15:32:24
FUN003138,SL0075928,MOV000909,2021-06-12,00:13:32
FUN003139,SL0075854,MOV001219,2022-01-10,00:45:18
FUN003140,SL0047745,MOV000065,2021-06-13,14:35:52
FUN003141,SL0048379,MOV000789,2021-12-19,23:27:13
FUN003142,SL0053871,MOV000411,2021-10-17,04:45:54
FUN003143,SL0008991,MOV000118,2021-08-21,00:28:03
FUN003144,SL0046598,MOV000848,2021-10-17,09:36:55
FUN003145,SL0054809,MOV000410,2021-06-04,05:49:22
FUN003146,SL0074881,MOV000747,2021-11-25,08:08:18
FUN003147,SL0057707,MOV000390,2021-06-11,00:59:29
FUN003148,SL0027498,MOV000679,2021-10-10,08:36:33
FUN003149,SL0056293,MOV001241,2021-10-05,10:12:55
FUN003150,SL0064064,MOV000113,2021-04-12,07:31:08
FUN003151,SL0018601,MOV000388,2021-11-06,16:29:08
FUN003152,SL0058468,MOV000209,2021-12-23,17:35:23
FUN003153,SL0066596,MOV000429,2021-09-26,04:39:46
FUN003154,SL0061874,MOV000710,2021-11-08,21:36:11
FUN003155,SL0027248,MOV001217,2021-11-29,01:51:40
FUN003156,SL0039185,MOV000195,2021-10-19,03:36:04
FUN003157,SL0065987,MOV000143,2021-06-23,09:50:01
FUN003158,SL0021802,MOV000590,2021-12-19,03:25:12
FUN003159,SL0040483,MOV000018,2021-06-09,01:28:17
FUN003160,SL0031482,MOV000380,2021-08-20,05:23:09
FUN003161,SL0009816,MOV000727,2021-12-20,13:05:02
FUN003162,SL0057945,MOV000758,2021-12-05,22:42:40
FUN003163,SL0003979,MOV000604,2021-12-18,03:58:03
FUN003164,SL0053265,MOV001196,2021-08-18,06:00:14
FUN003165,SL0026190,MOV000732,2021-03-07,14:35:55
FUN003166,SL0045984,MOV000177,2022-01-09,22:37:23
FUN003167,SL0003603,MOV000483,2021-07-07,21:50:51
FUN003168,SL0046459,MOV000617,2021-03-06,06:40:42
FUN003169,SL0049307,MOV000269,2021-06-01,16:31:10
FUN003170,SL0001959,MOV000776,2021-12-16,09:50:06
FUN003171,SL0028196,MOV001273,2021-09-09,17:11:01
FUN003172,SL0035926,MOV000744,2021-08-18,21:42:35
FUN003173,SL0054216,MOV000623,2021-10-29,03:56:38
FUN003174,SL0009147,MOV000664,2021-10-28,04:07:28
FUN003175,SL0062631,MOV000018,2021-06-03,14:34:43
FUN003176,SL0071696,MOV000364,2022-01-07,22:18:55
FUN003177,SL0056481,MOV000367,2021-10-24,07:51:11
FUN003178,SL0061016,MOV000090,2021-11-10,23:02:56
FUN003179,SL0053508,MOV000884,2021-12-05,07:36:59
FUN003180,SL0000261,MOV000029,2021-12-22,19:14:28
FUN003181,SL0009507,MOV000209,2021-12-05,02:34:24
FUN003182,SL0022228,MOV000918,2021-10-11,23:56:44
FUN003183,SL0015608,MOV000807,2021-10-20,12:56:26
FUN003184,SL0074613,MOV000412,2021-12-02,05:30:48
FUN003185,SL0059086,MOV001159,2021-12-04,17:04:10
FUN003186,SL0008186,MOV000799,2021-11-19,23:23:12
FUN003187,SL0033979,MOV000339,2021-12-16,14:02:23
FUN003188,SL0018724,MOV000927,2022-01-10,11:40:17
FUN003189,SL0017811,MOV000225,2021-12-06,19:22:15
FUN003190,SL0044222,MOV000923,2021-11-13,07:32:17
FUN003191,SL0019284,MOV000865,2021-05-25,14:57:59
FUN003192,SL0062816,MOV001216,2021-06-01,09:11:13
FUN003193,SL0014871,MOV001215,2021-12-16,07:06:12
FUN003194,SL0006047,MOV001214,2021-11-21,15:08:29
FUN003195,SL0001586,MOV000674,2021-09-07,01:58:30
FUN003196,SL0037854,MOV001071,2021-06-26,07:35:20
FUN003197,SL0023789,MOV000701,2021-12-30,14:12:47
FUN003198,SL0061838,MOV000340,2021-12-09,12:59:52
FUN003199,SL0059862,MOV001276,2022-01-01,02:25:23
FUN003200,SL0046538,MOV000827,2021-12-07,16:19:54
FUN003201,SL0055684,MOV000064,2021-11-23,08:45:55
FUN003202,SL0044343,MOV000958,2021-05-10,00:23:13
