id,cliente_id,colaborador_id,sede_id,fecha,hora,qr_id
VE0002049,C00003055,CL0007803,S00008331,2020-11-27,07:39:54,NUyZpJQaeyATkNjeLGKf
VE0002050,C00006318,CL0001809,S00006638,2020-03-13,05:24:23,uMgTlOOrSCMgHThWzMYB
VE0002051,C00000796,CL0005131,S00007552,2020-03-09,13:34:25,uFXqYRJNuDWNUSVyPgdP
VE0002052,C00006404,CL0006244,S00003841,2021-01-12,06:22:49,IzTJpwMLgOesgLNWAemG
VE0002053,C00003373,CL0001911,S00008832,2020-06-24,05:00:38,pMafbvvCYnOEfNygWyKL
VE0002054,C00005405,CL0006367,S00002566,2021-01-24,17:18:02,QIqdyfaNSbfaJbIkaEDD
VE0002055,C00003829,CL0001278,S00007708,2020-03-05,12:24:01,TGMuTjStbTMjDAHINbIT
VE0002056,C00002765,CL0005303,S00001445,2020-02-15,15:27:35,XbAZJzgIcvgSdPHZcVVb
VE0002057,C00000500,CL0009983,S00009216,2020-01-18,23:25:57,dzhbIJkDKUUqUgvDyDfx
VE0002058,C00004419,CL0003228,S00002608,2020-08-01,09:53:51,rCyORnfqaZDtzrJwSJtz
VE0002059,C00002951,CL0008643,S00000152,2020-02-23,00:29:39,npRLuMiOQAmWqWLehYtl
VE0002060,C00006197,CL0005635,S00001768,2020-07-29,08:19:05,ipbswJpHNmTXVKHrCWHr
VE0002061,C00001764,CL0005863,S00009402,2020-03-18,00:20:45,GenvtkUsssUSQjvFazmX
VE0002062,C00003323,CL0005446,S00005242,2020-03-29,10:40:25,whKRPVQyKywbLfMckewv
VE0002063,C00003714,CL0007579,S00003690,2020-01-20,15:37:51,qlZPvbJnRWjHwsBhqFdy
VE0002064,C00001774,CL0000797,S00003057,2020-12-26,00:54:54,KkiVoGAgSpNrjHaannHa
VE0002065,C00009857,CL0001616,S00009310,2020-08-10,01:53:27,CDCzhmubGSOGsvQpHzrv
VE0002066,C00004393,CL0000807,S00008534,2021-01-14,06:03:30,enQoJOUHybhPjNWWABtO
VE0002067,C00000435,CL0005981,S00005428,2020-08-11,12:33:57,UHHjxNeubbhIYeeMuCWu
VE0002068,C00008733,CL0005601,S00004588,2020-03-22,11:10:00,GGySnFoVIXzmEjqWDfdT
VE0002069,C00006669,CL0007648,S00006263,2020-08-18,00:26:03,uZpvJCkSkYeYUlRXsTlS
VE0002070,C00003213,CL0005568,S00002628,2020-09-30,02:23:48,QDzZdqjhLTbReGeaioPz
VE0002071,C00006090,CL0002584,S00001010,2020-04-26,09:27:22,NCXzhDhyLFDzoBNqpMOR
VE0002072,C00004433,CL0005053,S00005501,2020-09-26,20:30:25,eijUgpRlgSZBDklIKlMI
VE0002073,C00004290,CL0009822,S00006848,2020-06-15,12:31:35,VrIJMeHrTwjVQrxXtnyY
VE0002074,C00005010,CL0003070,S00005781,2020-01-28,11:38:58,rPJksdkesjMEcuWpcDFW
VE0002075,C00004637,CL0004411,S00004762,2020-10-19,04:09:39,KSjgybYTgILgpItDDKWW
VE0002076,C00000875,CL0002655,S00007919,2020-04-11,08:17:46,KooUJfeGADWmsdrbnSYX
VE0002077,C00009055,CL0009221,S00007360,2020-06-22,12:38:24,xZWhHlBFkvDtHYSvcLku
VE0002078,C00000459,CL0001581,S00005441,2020-02-14,10:30:40,QPWYEqoSlDdYpliHDFrR
VE0002079,C00009158,CL0003741,S00002941,2020-01-05,10:57:24,hBkvDRdohqKcMGgHanWA
VE0002080,C00000656,CL0009617,S00002455,2020-05-07,05:50:33,riAWLTMFMqxJpkpLvyvw
VE0002081,C00000915,CL0005020,S00007564,2020-10-13,14:25:38,xDqVVvFTKAjjxNIfyVYT
VE0002082,C00005398,CL0005616,S00005822,2020-03-25,12:10:59,rJEdxrUfCeZGGuiEgOrF
VE0002083,C00009820,CL0006409,S00001423,2020-08-02,18:22:24,tGYcuzEOYFXmgxsPZgFJ
VE0002084,C00005602,CL0002501,S00009218,2020-04-10,15:15:49,oWlHDvmJEIJmIqTyWnAN
VE0002085,C00002638,CL0003606,S00003876,2020-05-26,12:02:37,ubkeclQmgemDUvnmJgAJ
VE0002086,C00000960,CL0004379,S00001310,2020-05-26,16:29:07,qTHaQDjhmAvqtAHWEBRx
VE0002087,C00001829,CL0007444,S00005392,2020-01-16,01:01:18,WbExDloriIBYmGsEkrmU
VE0002088,C00009184,CL0001149,S00005581,2020-01-11,16:28:04,fZvUeivFRhNJjjPWJPBX
VE0002089,C00001714,CL0005748,S00008350,2020-12-04,03:49:26,PruHzcOZUpGuoANzYbyG
VE0002090,C00005248,CL0001446,S00005513,2020-05-25,17:35:23,AFgeZvhXBMVeiWvESttE
VE0002091,C00008472,CL0003720,S00006154,2020-10-19,05:51:35,rAWmNNuFmJpVjbUKfXFX
VE0002092,C00006455,CL0002320,S00002916,2020-11-01,01:23:25,MEUpFMERCGNMHSXJpqtD
VE0002093,C00005787,CL0006900,S00002846,2020-08-23,14:15:46,pGukdPQgxLRlvyeTBihn
VE0002094,C00007643,CL0005428,S00001092,2021-02-10,12:35:43,trXOnqKuYviqSYcPlkzT
VE0002095,C00003245,CL0005905,S00007462,2020-09-20,00:28:44,rOAKPNfucUkOtvjupCbj
VE0002096,C00007191,CL0001990,S00008284,2021-01-09,09:48:55,zbFkbtwtVDxJaqibsdRc
VE0002097,C00007516,CL0002802,S00006568,2020-06-24,03:16:00,feUzhunQnklnLGBruHHl
VE0002098,C00009868,CL0004561,S00008792,2020-01-10,09:25:56,PvBtkQOpYoPWqexrasYi
VE0002099,C00007078,CL0001837,S00001545,2020-08-17,01:35:29,apUQDqihrgCIwyMZHkcF
VE0002100,C00003681,CL0000437,S00002239,2020-11-22,16:57:42,yPsQjvFzkxqZDhysmESj
VE0002101,C00004215,CL0002714,S00002769,2020-06-28,18:17:20,PEZddmlpiRUEzYXyRHwp
VE0002102,C00004765,CL0006565,S00004814,2020-01-15,15:10:44,FCPKpEzJVRqxBsYNldft
VE0002103,C00007491,CL0005767,S00004823,2020-03-04,06:01:01,cHXHGaqkNYNafCSURCVd
VE0002104,C00008433,CL0002217,S00007635,2021-01-26,09:35:08,mIkDevbiXeZhSclbRePR
VE0002105,C00008865,CL0004313,S00008234,2020-03-12,11:31:55,LvzyquiSZUtIpXSKTKgR
VE0002106,C00005476,CL0008285,S00003556,2020-06-09,22:25:05,iKLCzjXecWESDxcTwjtV
VE0002107,C00004420,CL0006069,S00004355,2021-01-09,06:09:36,vRXjWuPPujlRZSPuMcUj
VE0002108,C00007365,CL0005949,S00002433,2020-09-22,04:20:02,LadWZZbwzaayirkLPCwg
VE0002109,C00002007,CL0007153,S00003595,2020-09-10,13:45:26,MIdTQvxLzOaUudJRfArm
VE0002110,C00007913,CL0001272,S00000193,2020-05-27,06:59:45,ZaBZrbWYjYgDNuLzQydc
VE0002111,C00002243,CL0002534,S00008938,2020-05-24,10:07:44,NnGcJCaKdhXZrMyEFTAy
VE0002112,C00001452,CL0008876,S00005809,2020-06-28,11:10:43,OjUcFyKZSwDWBZozdQyU
VE0002113,C00006959,CL0006064,S00001958,2021-01-01,21:44:57,PIeQRPjZiztcwzUTLIer
VE0002114,C00009670,CL0008052,S00002674,2020-03-11,01:15:23,IzYlVQaDkNYYTeBwisqe
VE0002115,C00007962,CL0001267,S00001177,2020-10-11,08:25:22,nZnwOkepccjXwvnXBScw
VE0002116,C00003736,CL0006270,S00004312,2021-01-03,22:32:37,sVQUPIsRpoAhPdaOVwfh
VE0002117,C00004395,CL0003258,S00005743,2020-11-27,20:29:17,KtgGHvuZZumeorXPJlbN
VE0002118,C00005557,CL0009847,S00008828,2020-02-15,00:01:03,oVDdynaIZFUFJkvgFItE
VE0002119,C00008070,CL0001816,S00002557,2021-02-03,09:42:43,AmWAvWiuCUMOhwbuTmrv
VE0002120,C00005419,CL0005273,S00006481,2020-05-31,01:59:00,uYStGvbotfxnMAALphJg
VE0002121,C00000312,CL0001105,S00008348,2020-04-07,08:26:34,gGKhLDrGBxUrwmcbXXuh
VE0002122,C00008002,CL0006142,S00003412,2020-03-14,15:55:18,TMxAtfHBhwiKTYOwfeam
VE0002123,C00009516,CL0009441,S00001928,2020-12-12,17:57:45,vUuGxCZbVTtutjShPrCY
VE0002124,C00005414,CL0005491,S00003242,2020-09-18,00:07:17,splWtxQSNXNSkEDehgai
VE0002125,C00003670,CL0009552,S00002565,2020-02-26,21:30:44,gjvZwNsukkWVDkSVYSGA
VE0002126,C00006932,CL0002853,S00004857,2021-01-23,23:40:37,tpOMULMEdigtzfRiWFYC
VE0002127,C00005183,CL0006946,S00008948,2020-04-19,18:48:00,LmoLGjuolIXdQyqfOeTf
VE0002128,C00004140,CL0009608,S00007506,2020-01-29,18:09:47,ZBrjXgSJmoEdjfznLeVR
VE0002129,C00007217,CL0003762,S00008191,2020-04-29,05:21:10,UGkjMAEvEZCjdfQpCtGt
VE0002130,C00004502,CL0000645,S00006409,2020-06-06,21:14:17,QqbBoACVxTCeMbCzbWzX
VE0002131,C00006568,CL0006778,S00003917,2020-11-25,14:39:08,uZKyoZFRqzEfEzySupzF
VE0002132,C00007060,CL0007888,S00006280,2020-06-30,03:53:05,JVzwnPnkKbRNaevZkTUc
VE0002133,C00003300,CL0009424,S00009590,2021-02-13,13:17:09,XTvPKwPOlYfSWHygUxyW
VE0002134,C00000721,CL0001443,S00000617,2021-01-26,11:18:26,KXtMJPJuaMLJvGxjifHw
VE0002135,C00003365,CL0000458,S00008632,2020-02-19,04:44:07,KHtqHFStHfwbuYOflnwM
VE0002136,C00008493,CL0004261,S00003597,2020-08-20,03:15:53,GJFKdbsYRyGVHiaRHrbc
VE0002137,C00003091,CL0007237,S00002709,2020-12-06,16:21:24,LmrHBTPbTQBTZvQcxdEs
VE0002138,C00000103,CL0004808,S00000407,2020-06-02,12:23:45,DOevGjwbrTAYLJSCSXXl
VE0002139,C00001332,CL0000969,S00000124,2020-02-17,10:57:52,pnnrqCxTIxCLdInJVJKy
VE0002140,C00008690,CL0005940,S00003664,2020-05-13,15:35:02,odlyRTAYtLUhhwXZkobM
VE0002141,C00003263,CL0008902,S00001791,2020-08-16,06:07:49,qmafFILpqbyLXCtRsZpI
VE0002142,C00004044,CL0001888,S00007320,2020-07-29,04:40:06,ccLviJWcOjVRTRCtIusE
VE0002143,C00002633,CL0009568,S00008163,2020-04-05,06:04:52,qMNkMaRNUYgeyQbsdGlq
VE0002144,C00002025,CL0009242,S00003671,2020-06-04,09:17:08,mgFuRXJRQzXGHdiGtPkp
VE0002145,C00000137,CL0008999,S00003839,2020-10-22,11:41:29,VaAmeUPaqELFQWPhphzP
VE0002146,C00009214,CL0006645,S00005369,2020-03-12,08:54:38,nvDBFykSIbICInqPjoUa
VE0002147,C00008555,CL0005400,S00001257,2020-11-08,11:41:54,oUMklMtVxSRldWeVxzlW
VE0002148,C00007454,CL0009756,S00007578,2020-03-19,09:58:49,IVKfChdWRZHzXqslOYrQ
VE0002149,C00006100,CL0004825,S00001746,2020-08-02,14:18:06,osxNsJmmOtCRYcAByksi
VE0002150,C00006636,CL0009976,S00006342,2021-02-28,03:47:30,CNKzByjIzNbUfFyeaUwE
VE0002151,C00009144,CL0002648,S00007734,2020-08-03,12:51:21,BBCwDeRjyKQczRBfCQDR
VE0002152,C00001971,CL0001607,S00003199,2020-07-11,18:40:34,JpzklVXlSlBCPYIZdRoG
VE0002153,C00003791,CL0008137,S00004009,2020-08-01,10:18:34,IkUlCveoTXWdPAvLHxYD
VE0002154,C00001433,CL0008391,S00005148,2020-01-27,19:15:54,vSmzmmYYIVAMbylfnyxD
VE0002155,C00009518,CL0001982,S00009320,2020-03-15,14:10:48,TzTTpwhMvAZuOKgcpKej
VE0002156,C00007842,CL0001260,S00003505,2020-08-24,05:20:17,HtLqePcLDsKfFiCidroo
VE0002157,C00001738,CL0007481,S00008497,2020-06-28,19:00:09,izKKxDUZghNTZKomOrvI
VE0002158,C00008607,CL0006502,S00009481,2020-06-09,18:17:23,lOwCKdGjfwwhbUmPTLpj
VE0002159,C00005875,CL0007970,S00009859,2020-10-05,07:03:15,fEagPvFGGOTlEnnfBQIf
VE0002160,C00005374,CL0003885,S00007037,2020-01-11,20:05:27,DhQzgIVUoHHVBFVAaMKj
VE0002161,C00004361,CL0000275,S00005848,2020-07-23,06:46:14,uncUjDwOiPlvwwCejjgo
VE0002162,C00001603,CL0005992,S00004832,2020-07-17,16:16:18,qqzAaQsLTMnrmScjcYpt
VE0002163,C00009867,CL0007399,S00001598,2020-03-10,01:53:46,wSqdnGRHmwvdLbhqRFXB
VE0002164,C00006976,CL0003965,S00000022,2020-03-21,14:44:21,ffgoXETrqlcNrSwwTapd
VE0002165,C00006753,CL0001808,S00002172,2020-12-08,20:38:29,gvhGjlHlKDyRZrFJjvTp
VE0002166,C00000252,CL0000433,S00002772,2020-11-30,14:07:04,BDdUSGzjvVtuTITTLCZE
VE0002167,C00009651,CL0001457,S00006227,2020-01-18,00:58:48,dWkSGuOrUWbGdLVkSmHM
VE0002168,C00004111,CL0000453,S00006138,2021-02-04,12:48:57,EdmDhKqjNlCjAVXTByMi
VE0002169,C00005510,CL0008789,S00009457,2020-10-02,01:17:34,VDZunvYBTlsBsoBaqGhc
VE0002170,C00000392,CL0006046,S00005892,2020-04-01,08:04:58,NmKsDzbIWkrMAvZAqHlc
VE0002171,C00002869,CL0008631,S00003733,2021-01-01,19:07:14,qRqltRXPaSxvuFvIXZHa
VE0002172,C00000544,CL0002240,S00000396,2020-04-05,07:41:48,aWYyRMdsaeGCueJtbmGW
VE0002173,C00001715,CL0007207,S00001922,2020-12-12,18:19:47,QSFqEGhdZzFVwMSaxraj
VE0002174,C00002719,CL0003626,S00004144,2020-03-27,11:38:20,FFnczxaxpBlDuItPhlie
VE0002175,C00004690,CL0002932,S00005565,2020-06-20,23:28:17,zNqwQLeqJmlAnhQsFYwp
VE0002176,C00003328,CL0003654,S00004800,2020-05-02,08:24:06,TTJDtBeyvChMffdbpBBW
VE0002177,C00009694,CL0002847,S00008388,2020-05-28,16:48:40,tcKxBbmJNJsauYpPxGvn
VE0002178,C00003892,CL0001437,S00005106,2021-02-03,11:16:54,HkmqKmWcqpSjwoFRJjhl
VE0002179,C00007028,CL0003364,S00009901,2020-07-08,12:31:07,PvVePXuQFUHuOCSkKuet
VE0002180,C00008145,CL0001467,S00003727,2020-11-21,10:08:15,kaxIixxZbaCdtQItevlr
VE0002181,C00000650,CL0003252,S00003254,2020-03-10,23:52:03,mFLlhyQHEEmecueBIzkQ
VE0002182,C00007940,CL0009637,S00001042,2020-07-28,21:14:09,SAKNkHJMERzgbGYoYYba
VE0002183,C00009774,CL0006852,S00005164,2020-05-29,11:18:41,RiXUqVCBuTOdhcJmGTWZ
VE0002184,C00001991,CL0005252,S00001317,2021-01-07,10:29:33,BLqexvWRqzUWLtkHEuiU
VE0002185,C00006155,CL0001397,S00001923,2021-01-22,06:52:13,OSTqCmEuvUZbFMvUeNML
VE0002186,C00000494,CL0007890,S00007507,2020-02-10,00:02:08,xosQrOSTzhkFAXVyNmnz
VE0002187,C00001520,CL0005016,S00004450,2020-06-02,08:04:06,fMWNUMdElbaKytsASxEp
VE0002188,C00008136,CL0007041,S00006203,2021-02-18,05:52:21,mQOrlkShaHyhmcPCJvrd
VE0002189,C00001392,CL0005168,S00007239,2021-01-31,10:48:44,OjDQfcYFuWJzKRLeNpyR
VE0002190,C00001644,CL0002808,S00000511,2020-09-28,16:24:16,cNrTUJYUPTFNwhiixxlU
VE0002191,C00006688,CL0001102,S00005654,2020-09-09,23:33:17,HdXTBqiewsFUGBXPnvHw
VE0002192,C00002776,CL0008169,S00007795,2020-01-21,19:57:25,fNQnPYNBOFAnmfCOLFQw
VE0002193,C00006794,CL0001725,S00005715,2020-09-02,23:11:23,GqHMivTbXunSrbYPptrF
VE0002194,C00007800,CL0006604,S00006060,2020-09-18,08:40:32,SaJMFnYuULeQFaMRjtuX
VE0002195,C00007419,CL0001396,S00002387,2020-10-29,08:45:15,jjYCwnQccRZnlFoYgvDg
VE0002196,C00000911,CL0008026,S00004761,2020-07-28,09:10:29,QmLaeLqLCkijSdnIbFll
VE0002197,C00002338,CL0004454,S00006945,2020-10-08,04:32:56,XMiZVZUmCrEfzFGmDrvW
VE0002198,C00003015,CL0003671,S00001593,2020-04-08,02:59:21,hpIHVTxvjhRXpcVBNpFU
VE0002199,C00006135,CL0006938,S00009631,2020-05-23,08:34:52,EAHeKWTnOeQNEbjOCXZv
VE0002200,C00003267,CL0004525,S00005345,2020-10-21,05:51:37,PRjXqjuGBxPprIxQgiRh
VE0002201,C00009479,CL0002146,S00002720,2020-06-20,16:58:03,kfzrsCxbXZhEOotpgeCr
VE0002202,C00004332,CL0008498,S00009767,2020-10-21,13:16:35,VtDoAOltPDeaspnbpCMw
VE0002203,C00004621,CL0004100,S00004119,2020-06-25,19:00:49,IKqODcxgnvXFCdGvGUwN
VE0002204,C00003961,CL0009091,S00006718,2020-08-20,00:18:52,FrbdEYWDRRSSGYcCaZWA
VE0002205,C00009689,CL0007530,S00007885,2020-12-20,21:44:07,oLUyXGRimCFQXJpiUaQS
VE0002206,C00000826,CL0000215,S00007660,2020-05-12,23:15:10,JVWzWRFcbqsnMrlaFlXF
VE0002207,C00008721,CL0006839,S00008105,2020-05-17,05:08:25,TCXiXhoNJTelYTXDgqFy
VE0002208,C00008417,CL0004955,S00005933,2020-11-14,07:28:00,arjCLvHNuKPnzQwMlfaE
VE0002209,C00006086,CL0005410,S00008176,2020-03-19,20:30:41,QyiiZNmUoiuKFKdBOwNK
VE0002210,C00002518,CL0002820,S00003517,2020-12-09,21:56:46,WflngMxUsaAohfppofon
VE0002211,C00006384,CL0006658,S00005039,2020-12-04,04:38:39,aQKCqCYMaRoRceUykrqK
VE0002212,C00002231,CL0007177,S00009486,2020-06-14,19:35:14,vuiMGKskmxVpMXUOiXrf
VE0002213,C00000794,CL0009689,S00005525,2020-02-24,02:26:39,zdtRQTYaYWUwCoHaXYsr
VE0002214,C00000165,CL0006180,S00009952,2020-12-27,19:45:14,GbrFjVftVdJniletCKMK
VE0002215,C00004452,CL0006786,S00004537,2020-05-11,19:19:55,qGIpwtEIedBKxlHUxTEo
VE0002216,C00001915,CL0003387,S00006709,2020-09-12,03:36:33,RSUrelNzdvNwWaLEGncG
VE0002217,C00007873,CL0007092,S00009309,2020-12-17,17:44:09,tCkFNUzGcYAVppdEwqBd
VE0002218,C00004422,CL0006974,S00005637,2020-10-16,17:59:10,XkKxyEUOkHurYIgMhjIr
VE0002219,C00006369,CL0001608,S00007364,2020-06-19,12:55:07,OGTdoxHfcqHfKatFwYqO
VE0002220,C00002236,CL0002002,S00009613,2020-05-25,14:39:21,OufqhpPBLMhFitWTCflH
VE0002221,C00007583,CL0007865,S00001698,2020-10-01,04:14:49,zMipBUDKhCdQDobKrnlY
VE0002222,C00004351,CL0005138,S00001879,2020-11-30,01:54:08,FwCDIZKOzYYLtwVMzVNx
VE0002223,C00003161,CL0005105,S00003802,2020-12-28,13:47:32,nJmiLbZPQNKdhIBcpqep
VE0002224,C00001990,CL0008007,S00008996,2021-01-29,03:48:23,YLwcNNoVQQbosWMklXxn
VE0002225,C00009418,CL0003452,S00006952,2020-06-25,06:39:58,eQSyJbJiSpOGkoOzuUCh
VE0002226,C00001076,CL0007097,S00007947,2020-08-26,08:57:47,SYadNSRcfYxuXmzVNGdi
VE0002227,C00005708,CL0000955,S00002479,2020-01-29,13:35:00,sRESPPUFwSRaqRypRWIH
VE0002228,C00009886,CL0008530,S00000235,2020-03-22,23:02:01,ecehYyMdghhsnpSnPkzO
VE0002229,C00001919,CL0004983,S00000237,2020-12-30,00:22:42,fCrBJQCeCDwOoutxIirp
VE0002230,C00000002,CL0005252,S00003263,2021-01-09,21:45:10,PMJSNpbgIGDCAjXdjWOU
VE0002231,C00000393,CL0001532,S00002498,2020-09-19,16:36:23,mfsTmXUPMiMDXLrjJMpV
VE0002232,C00005697,CL0004936,S00006752,2020-05-01,08:15:41,YObeVDZZvHEzthfdMUTO
VE0002233,C00001309,CL0006784,S00008889,2021-01-04,10:44:02,DPdAnzfpMPmMKZyMXNtp
VE0002234,C00006979,CL0004875,S00006066,2020-01-01,05:57:45,upumsvsJpEIxhwOCrWXY
VE0002235,C00000009,CL0001107,S00000977,2020-06-18,15:14:09,SwtXSqpeIXbMxUlOzTxq
VE0002236,C00005809,CL0005907,S00001270,2020-05-26,17:48:49,PiieRYhpqVhbctSrSLni
VE0002237,C00008449,CL0001209,S00003488,2021-02-28,17:49:13,tuFIjmwSiCOdHgWmvuVT
VE0002238,C00001758,CL0003034,S00008843,2020-03-01,23:34:21,OoPkVbSdDxQoPYizUcVI
VE0002239,C00008112,CL0006332,S00009382,2020-12-12,00:42:23,BBtUufOJIjrDmVbbNipf
VE0002240,C00002310,CL0008485,S00000650,2020-02-21,10:52:40,nmHPIPwllmOFvUOqWGuO
VE0002241,C00007284,CL0007795,S00006995,2020-08-06,08:17:21,MygGUxTsWnmezaRwKSLz
VE0002242,C00003364,CL0001816,S00009503,2020-11-29,14:20:41,NBiifrOwdXHkPkusuiru
VE0002243,C00006614,CL0006287,S00009532,2020-03-29,05:14:14,ddjOCDSNlNnyLXgOfDml
VE0002244,C00004487,CL0005058,S00002399,2020-05-16,10:57:37,XXVirtncJDbZnhwuowFG
VE0002245,C00001693,CL0002722,S00006238,2021-02-19,02:47:10,RSRZRctjZDoCnAOpuUkE
VE0002246,C00008219,CL0002400,S00003504,2020-10-30,00:41:55,ixjgquAKRJhSZyBEXBzU
VE0002247,C00004120,CL0008790,S00007021,2020-05-11,04:19:04,YzhDbOVwoPKRAzsNiGep
VE0002248,C00006412,CL0004207,S00000935,2020-03-21,00:35:10,WmOvAALOMKNhcwiJIXnE
VE0002249,C00003219,CL0008913,S00005894,2021-02-03,12:24:27,JvCzClFSJXGCdmfzdMSA
VE0002250,C00007693,CL0009376,S00005769,2020-03-23,13:49:23,iqVeqafqmjbbArFlbWVv
VE0002251,C00003943,CL0005792,S00009677,2020-11-30,10:28:19,MYTGMNAlinVWZFBlqFeE
VE0002252,C00009253,CL0002208,S00001012,2020-07-21,13:20:15,hJymslNNXEJVwDsDAEAQ
VE0002253,C00003977,CL0009783,S00008403,2021-02-04,12:49:55,yeZnpaUWAfLwprdSdvHk
VE0002254,C00001651,CL0000709,S00004067,2020-09-06,19:07:50,aBeIjKFYKzppUeABqFHp
VE0002255,C00002556,CL0002936,S00002456,2020-04-23,03:09:31,ANcZJTcAtnVPBpSHirZe
VE0002256,C00008225,CL0008090,S00004225,2020-10-13,15:39:06,XkkSIZeFgcYGcayrnnUy
VE0002257,C00003919,CL0005479,S00002632,2021-01-31,02:19:32,jMQzUOeyofHxsSqKauiz
VE0002258,C00000632,CL0009443,S00002340,2020-06-03,01:46:09,YUzkeGQsofJsYIvaqSGi
VE0002259,C00002476,CL0003862,S00002381,2020-05-13,01:33:25,SiRfvUBHEkenNgTlYbVS
VE0002260,C00008168,CL0003963,S00009507,2020-01-29,16:47:02,BTcTRzDYwXjoSElKiNEn
VE0002261,C00004498,CL0001310,S00007704,2020-06-02,03:44:51,AtlMhZXOtgnqNwLURgvc
VE0002262,C00005474,CL0000393,S00003809,2021-01-18,19:17:31,qekcDRkJElfkuRSSQumY
VE0002263,C00001171,CL0003611,S00006524,2020-01-15,06:29:44,phBPdhUmYOtWmsqCfUvP
VE0002264,C00005800,CL0008777,S00008223,2020-12-23,05:48:04,GTTjUmauoZkHbcSInIJH
VE0002265,C00001758,CL0007243,S00004403,2020-05-14,09:41:06,UYKViBzoAFvncIOIzHeN
VE0002266,C00004614,CL0002329,S00003245,2021-01-26,21:03:50,NvLLvRhDLQaoADXrtPqN
VE0002267,C00007064,CL0006262,S00000450,2020-10-09,06:35:58,OeTjSwpstKzQlVeusgYm
VE0002268,C00000926,CL0005623,S00007281,2021-02-10,12:08:53,MYaOWneHeGKSMrEYpHzl
VE0002269,C00000283,CL0006419,S00001035,2020-05-25,04:03:54,JWotcsmuzJrkZkTiVDeX
VE0002270,C00005748,CL0004302,S00003106,2020-04-26,09:44:50,XuLMyuHrcAwlINBVbsDp
VE0002271,C00002533,CL0000566,S00002830,2020-01-13,17:52:38,aInYEymdydXDHWvSmdUu
VE0002272,C00003423,CL0007058,S00008571,2020-11-08,18:30:39,pqmXrLCEcpvSnzIaAukV
VE0002273,C00008470,CL0007830,S00001151,2020-05-26,11:04:53,jLjAjEAcpXFuSxlFuzwH
VE0002274,C00007404,CL0008372,S00009867,2020-06-26,21:40:00,erbZpRpsAKvewRPhIJKx
VE0002275,C00003194,CL0000461,S00009585,2021-02-07,03:39:32,zctRHEnsaTUtrVFdZukl
VE0002276,C00004882,CL0003558,S00001607,2020-09-04,00:48:02,vwkKJNOfKdyanJmbBumb
VE0002277,C00004728,CL0002136,S00000712,2020-03-26,04:00:10,yBgzCKALhKVuyLHmBMSR
VE0002278,C00001336,CL0003949,S00008569,2020-02-12,02:17:32,UnywNRqFRHBEJMCFyMTI
VE0002279,C00002443,CL0009260,S00007263,2020-09-26,01:20:19,HGKjFnzJvcIMurcLKdHq
VE0002280,C00006916,CL0009833,S00003628,2020-09-01,09:46:17,VeXYvszlRgbrmzKIsaiQ
VE0002281,C00001965,CL0002377,S00003726,2020-11-09,23:09:38,HWXPLfTsAQiGrRWpfWzY
VE0002282,C00002035,CL0008910,S00009561,2020-11-17,15:53:45,alWkuDWssvyBEHIEqGlD
VE0002283,C00007150,CL0004724,S00004132,2020-06-18,01:18:51,cdKFdeAVAsLLIGHCtXiv
VE0002284,C00007419,CL0005197,S00002730,2020-11-18,21:26:45,SAYnruKjGbDIaytXrfCO
VE0002285,C00005824,CL0004660,S00008580,2020-08-09,03:25:08,BFIITDmCQqQWOoszuwEE
VE0002286,C00006858,CL0006130,S00004735,2020-07-23,19:11:42,xqJwTmiBUWjTvTWPdzVQ
VE0002287,C00001375,CL0005786,S00003743,2020-05-16,08:03:29,JyXuZXNjfnJoOpSGOrWo
VE0002288,C00008482,CL0009904,S00000157,2020-10-15,06:37:34,YBEDpYPKfWzGXVfisNEz
VE0002289,C00005465,CL0005851,S00000333,2020-08-30,05:11:46,JBzphzqzpPXZCpSJCeJJ
VE0002290,C00002866,CL0001830,S00009328,2020-01-08,07:21:28,KJTKSMZfQehPDYaSkOQh
VE0002291,C00006118,CL0003708,S00005033,2020-05-07,00:42:33,MryTOtiOdlERgFYJXOch
VE0002292,C00009157,CL0009286,S00009078,2020-02-07,18:24:51,OfcDmaQsbEoRBmtofzsj
VE0002293,C00004661,CL0001750,S00001566,2020-01-28,13:33:19,OuGZKBXGhhoStXguWLqb
VE0002294,C00008043,CL0002109,S00004565,2020-01-16,14:56:48,goLlFFtCmDDzolPLROUM
VE0002295,C00008847,CL0006438,S00007153,2020-06-17,21:24:21,rhwvWVmaBSjqssxOvBfs
VE0002296,C00008069,CL0001185,S00008312,2020-03-17,01:37:03,VvCHkGHrlgdtphNjkpUG
VE0002297,C00003634,CL0003370,S00006477,2020-06-08,23:36:17,ijjlZxGkWuzhPdXMKdyT
VE0002298,C00002266,CL0001441,S00003386,2020-10-26,01:47:26,oKYXntwuMLZHRAucVAuz
VE0002299,C00001105,CL0003989,S00004102,2020-01-18,13:04:39,XwgnyTAnIzzzsrAqsSmC
VE0002300,C00001842,CL0009308,S00000607,2020-03-11,04:59:21,iAGhECiuQdNXZuEHmpAs
VE0002301,C00005883,CL0002670,S00006155,2020-03-24,11:20:41,DmtAUwabZFOXxCoAZmKr
VE0002302,C00009711,CL0004679,S00003444,2020-03-29,19:26:52,GvclkqyYsfcPMPGqxzFX
VE0002303,C00000987,CL0007999,S00007654,2020-06-04,00:59:41,kIRJVJIhkgACISiuRcdS
