director_id,pelicula_id
DIR000757,MOV001165
DIR000161,MOV001166
DIR002496,MOV001167
DIR002244,MOV001168
DIR001620,MOV001169
DIR001424,MOV001170
DIR001206,MOV001171
DIR002865,MOV001172
DIR001182,MOV001173
DIR002012,MOV001174
DIR000573,MOV001175
DIR001737,MOV001176
DIR000319,MOV001177
DIR002590,MOV001178
DIR000213,MOV001179
DIR000360,MOV001180
DIR001313,MOV001181
DIR000194,MOV001182
DIR001159,MOV001183
DIR002240,MOV001184
DIR000968,MOV001185
DIR001027,MOV001186
DIR001399,MOV001187
DIR002791,MOV001188
DIR000174,MOV001189
DIR002555,MOV001190
DIR000658,MOV001191
DIR002349,MOV001192
DIR000539,MOV001193
DIR001020,MOV001194
DIR002603,MOV001195
DIR002084,MOV001196
DIR001290,MOV001197
DIR000714,MOV001198
DIR000853,MOV001199
DIR002319,MOV001200
DIR000625,MOV001201
DIR000560,MOV001202
DIR000117,MOV001203
DIR001061,MOV001204
DIR001683,MOV001205
DIR002436,MOV001206
DIR002335,MOV001207
DIR001274,MOV001208
DIR001731,MOV001209
DIR001454,MOV001210
DIR000564,MOV001211
DIR002271,MOV001212
DIR000979,MOV001213
DIR002590,MOV001214
DIR002155,MOV001215
DIR002527,MOV001216
DIR001906,MOV001217
DIR002587,MOV001218
DIR001340,MOV001219
DIR000204,MOV001220
DIR000159,MOV001221
DIR001522,MOV001222
DIR000383,MOV001223
DIR002500,MOV001224
DIR001034,MOV001225
DIR000526,MOV001226
DIR001361,MOV001227
DIR000912,MOV001228
DIR002255,MOV001229
DIR001133,MOV001230
DIR001528,MOV001231
DIR000347,MOV001232
DIR001840,MOV001233
DIR001001,MOV001234
DIR002961,MOV001235
DIR001985,MOV001236
DIR002527,MOV001237
DIR001003,MOV001238
DIR002288,MOV001239
DIR002231,MOV001240
DIR000483,MOV001241
DIR002937,MOV001242
DIR002958,MOV001243
DIR000182,MOV001244
DIR000451,MOV001245
DIR001567,MOV001246
DIR002940,MOV001247
DIR002680,MOV001248
DIR003017,MOV001249
DIR000136,MOV001250
DIR002377,MOV001251
DIR002710,MOV001252
DIR000390,MOV001253
DIR001027,MOV001254
DIR001425,MOV001255
DIR002537,MOV001256
DIR000550,MOV001257
DIR000448,MOV001258
DIR000106,MOV001259
DIR000953,MOV001260
DIR000164,MOV001261
DIR000680,MOV001262
DIR000386,MOV001263
DIR000964,MOV001264
DIR001761,MOV001265
DIR001069,MOV001266
DIR002740,MOV001267
DIR000010,MOV001268
DIR002085,MOV001269
DIR002165,MOV001270
DIR000052,MOV001271
DIR000672,MOV001272
DIR002036,MOV001273
DIR001564,MOV001274
DIR001221,MOV001275
DIR001823,MOV001276
DIR002607,MOV001277
DIR001037,MOV001278
DIR001473,MOV001279
DIR001237,MOV001280
DIR000621,MOV001281
DIR000453,MOV001282
DIR000886,MOV001283
DIR002825,MOV001284
DIR000856,MOV001285
DIR001694,MOV001286
DIR001872,MOV001287
DIR002122,MOV001288
DIR000911,MOV001289
DIR000725,MOV001290
DIR002863,MOV001291
DIR002554,MOV001292
DIR002490,MOV001293
DIR001422,MOV001294
DIR002513,MOV001295
DIR001277,MOV001296
DIR003002,MOV001297
DIR001654,MOV001298
DIR001666,MOV001299
DIR001823,MOV001300
DIR001191,MOV001301
DIR001467,MOV001302
DIR000330,MOV001303
DIR001714,MOV001304
DIR000934,MOV001305
DIR000503,MOV001306
DIR000179,MOV001307
DIR002764,MOV001308
DIR000847,MOV001309
DIR001116,MOV001310
DIR000703,MOV001311
DIR000563,MOV001312
DIR002892,MOV001313
DIR000524,MOV001314
DIR001391,MOV001315
DIR002546,MOV001316
DIR001625,MOV001317
DIR001168,MOV001318
DIR000293,MOV001319
DIR000588,MOV001320
DIR000827,MOV001321
DIR002467,MOV001322
DIR001186,MOV001323
DIR000340,MOV001324
DIR001190,MOV001325
DIR002891,MOV001326
DIR002674,MOV001327
DIR002151,MOV001328
DIR001013,MOV001329
DIR000108,MOV001330
DIR000157,MOV001331
DIR001813,MOV001332
DIR000469,MOV001333
DIR001583,MOV001334
DIR002958,MOV001335
DIR000444,MOV001336
DIR002408,MOV001337
DIR000347,MOV001338
DIR002830,MOV001339
DIR000270,MOV001340
DIR003046,MOV001341
DIR001558,MOV001342
DIR002418,MOV001343
DIR002748,MOV001344
DIR002559,MOV001345
DIR002838,MOV001346
DIR003050,MOV001347
DIR002324,MOV001348
DIR000721,MOV001349
DIR002634,MOV001350
DIR000603,MOV001351
DIR002370,MOV001352
DIR000207,MOV001353
DIR002226,MOV001354
DIR001871,MOV001355
DIR000006,MOV001356
DIR002153,MOV001357
DIR000399,MOV001358
DIR000168,MOV001359
DIR002645,MOV001360
DIR002165,MOV001361
DIR000454,MOV001362
DIR002231,MOV001363
DIR001389,MOV001364
DIR001765,MOV001365
DIR002039,MOV001366
DIR001697,MOV001367
DIR002683,MOV001368
DIR002025,MOV001369
DIR000068,MOV001370
DIR001815,MOV001371
DIR001586,MOV001372
DIR001441,MOV001373
DIR001449,MOV001374
DIR001439,MOV001375
DIR002098,MOV001376
DIR003031,MOV001377
DIR002743,MOV001378
DIR000911,MOV001379
DIR001634,MOV001380
DIR001371,MOV001381
DIR000509,MOV001382
DIR001721,MOV001383
DIR001416,MOV001384
DIR002101,MOV001385
DIR002894,MOV001386
DIR001017,MOV001387
DIR000944,MOV001388
DIR002228,MOV001389
DIR002063,MOV001390
DIR000720,MOV001391
DIR002478,MOV001392
DIR000103,MOV001393
DIR001231,MOV001394
DIR002311,MOV001395
DIR001068,MOV001396
DIR002294,MOV001397
DIR002719,MOV001398
DIR003059,MOV001399
DIR000391,MOV001400
DIR000513,MOV001401
DIR003028,MOV001402
DIR002220,MOV001403
DIR002576,MOV001404
DIR000736,MOV001405
DIR000996,MOV001406
DIR002960,MOV001407
DIR001973,MOV001408
DIR001649,MOV001409
DIR002578,MOV001410
DIR000444,MOV001411
DIR001727,MOV001412
DIR000434,MOV001413
DIR000500,MOV001414
DIR001831,MOV001415
DIR002756,MOV001416
DIR002216,MOV001417
DIR000289,MOV001418
DIR001501,MOV001419
DIR003002,MOV001420
DIR000104,MOV001421
DIR001150,MOV001422
DIR001846,MOV001423
DIR001365,MOV001424
DIR001374,MOV001425
DIR001279,MOV001426
DIR001352,MOV001427
DIR001550,MOV001428
DIR002934,MOV001429
DIR002784,MOV001430
DIR000348,MOV001431
