id,colaborador_id,usuario_id,tipocolaborador_id
UC0001193,CL0001193,US0001193,TP00001
UC0001194,CL0001194,US0001194,TP00002
UC0001195,CL0001195,US0001195,TP00002
UC0001196,CL0001196,US0001196,TP00002
UC0001197,CL0001197,US0001197,TP00003
UC0001198,CL0001198,US0001198,TP00001
UC0001199,CL0001199,US0001199,TP00003
UC0001200,CL0001200,US0001200,TP00001
UC0001201,CL0001201,US0001201,TP00001
UC0001202,CL0001202,US0001202,TP00003
UC0001203,CL0001203,US0001203,TP00002
UC0001204,CL0001204,US0001204,TP00003
UC0001205,CL0001205,US0001205,TP00002
UC0001206,CL0001206,US0001206,TP00001
UC0001207,CL0001207,US0001207,TP00002
UC0001208,CL0001208,US0001208,TP00002
UC0001209,CL0001209,US0001209,TP00001
UC0001210,CL0001210,US0001210,TP00002
UC0001211,CL0001211,US0001211,TP00003
UC0001212,CL0001212,US0001212,TP00002
UC0001213,CL0001213,US0001213,TP00002
UC0001214,CL0001214,US0001214,TP00001
UC0001215,CL0001215,US0001215,TP00002
UC0001216,CL0001216,US0001216,TP00001
UC0001217,CL0001217,US0001217,TP00003
UC0001218,CL0001218,US0001218,TP00003
UC0001219,CL0001219,US0001219,TP00001
UC0001220,CL0001220,US0001220,TP00003
UC0001221,CL0001221,US0001221,TP00003
UC0001222,CL0001222,US0001222,TP00003
UC0001223,CL0001223,US0001223,TP00003
UC0001224,CL0001224,US0001224,TP00001
UC0001225,CL0001225,US0001225,TP00001
UC0001226,CL0001226,US0001226,TP00002
UC0001227,CL0001227,US0001227,TP00001
UC0001228,CL0001228,US0001228,TP00002
UC0001229,CL0001229,US0001229,TP00001
UC0001230,CL0001230,US0001230,TP00003
UC0001231,CL0001231,US0001231,TP00003
UC0001232,CL0001232,US0001232,TP00001
UC0001233,CL0001233,US0001233,TP00003
UC0001234,CL0001234,US0001234,TP00003
UC0001235,CL0001235,US0001235,TP00001
UC0001236,CL0001236,US0001236,TP00003
UC0001237,CL0001237,US0001237,TP00002
UC0001238,CL0001238,US0001238,TP00003
UC0001239,CL0001239,US0001239,TP00003
UC0001240,CL0001240,US0001240,TP00001
UC0001241,CL0001241,US0001241,TP00002
UC0001242,CL0001242,US0001242,TP00003
UC0001243,CL0001243,US0001243,TP00002
UC0001244,CL0001244,US0001244,TP00003
UC0001245,CL0001245,US0001245,TP00003
UC0001246,CL0001246,US0001246,TP00001
UC0001247,CL0001247,US0001247,TP00003
UC0001248,CL0001248,US0001248,TP00003
UC0001249,CL0001249,US0001249,TP00003
UC0001250,CL0001250,US0001250,TP00001
UC0001251,CL0001251,US0001251,TP00003
UC0001252,CL0001252,US0001252,TP00002
UC0001253,CL0001253,US0001253,TP00003
UC0001254,CL0001254,US0001254,TP00001
UC0001255,CL0001255,US0001255,TP00003
UC0001256,CL0001256,US0001256,TP00001
UC0001257,CL0001257,US0001257,TP00003
UC0001258,CL0001258,US0001258,TP00001
UC0001259,CL0001259,US0001259,TP00002
UC0001260,CL0001260,US0001260,TP00001
UC0001261,CL0001261,US0001261,TP00002
UC0001262,CL0001262,US0001262,TP00003
UC0001263,CL0001263,US0001263,TP00002
UC0001264,CL0001264,US0001264,TP00003
UC0001265,CL0001265,US0001265,TP00001
UC0001266,CL0001266,US0001266,TP00002
UC0001267,CL0001267,US0001267,TP00001
UC0001268,CL0001268,US0001268,TP00001
UC0001269,CL0001269,US0001269,TP00003
UC0001270,CL0001270,US0001270,TP00001
UC0001271,CL0001271,US0001271,TP00002
UC0001272,CL0001272,US0001272,TP00001
UC0001273,CL0001273,US0001273,TP00001
UC0001274,CL0001274,US0001274,TP00002
UC0001275,CL0001275,US0001275,TP00003
UC0001276,CL0001276,US0001276,TP00002
UC0001277,CL0001277,US0001277,TP00003
UC0001278,CL0001278,US0001278,TP00001
UC0001279,CL0001279,US0001279,TP00002
UC0001280,CL0001280,US0001280,TP00001
UC0001281,CL0001281,US0001281,TP00003
UC0001282,CL0001282,US0001282,TP00001
UC0001283,CL0001283,US0001283,TP00003
UC0001284,CL0001284,US0001284,TP00003
UC0001285,CL0001285,US0001285,TP00002
UC0001286,CL0001286,US0001286,TP00002
UC0001287,CL0001287,US0001287,TP00003
UC0001288,CL0001288,US0001288,TP00002
UC0001289,CL0001289,US0001289,TP00002
UC0001290,CL0001290,US0001290,TP00002
UC0001291,CL0001291,US0001291,TP00003
UC0001292,CL0001292,US0001292,TP00001
UC0001293,CL0001293,US0001293,TP00002
UC0001294,CL0001294,US0001294,TP00001
UC0001295,CL0001295,US0001295,TP00003
UC0001296,CL0001296,US0001296,TP00001
UC0001297,CL0001297,US0001297,TP00003
UC0001298,CL0001298,US0001298,TP00001
UC0001299,CL0001299,US0001299,TP00002
UC0001300,CL0001300,US0001300,TP00003
UC0001301,CL0001301,US0001301,TP00002
UC0001302,CL0001302,US0001302,TP00001
UC0001303,CL0001303,US0001303,TP00001
UC0001304,CL0001304,US0001304,TP00001
UC0001305,CL0001305,US0001305,TP00003
UC0001306,CL0001306,US0001306,TP00003
UC0001307,CL0001307,US0001307,TP00001
UC0001308,CL0001308,US0001308,TP00002
UC0001309,CL0001309,US0001309,TP00002
UC0001310,CL0001310,US0001310,TP00001
UC0001311,CL0001311,US0001311,TP00002
UC0001312,CL0001312,US0001312,TP00001
UC0001313,CL0001313,US0001313,TP00001
UC0001314,CL0001314,US0001314,TP00003
UC0001315,CL0001315,US0001315,TP00002
UC0001316,CL0001316,US0001316,TP00003
UC0001317,CL0001317,US0001317,TP00002
UC0001318,CL0001318,US0001318,TP00001
UC0001319,CL0001319,US0001319,TP00001
UC0001320,CL0001320,US0001320,TP00002
UC0001321,CL0001321,US0001321,TP00001
UC0001322,CL0001322,US0001322,TP00003
UC0001323,CL0001323,US0001323,TP00001
UC0001324,CL0001324,US0001324,TP00002
UC0001325,CL0001325,US0001325,TP00003
UC0001326,CL0001326,US0001326,TP00001
UC0001327,CL0001327,US0001327,TP00002
UC0001328,CL0001328,US0001328,TP00003
UC0001329,CL0001329,US0001329,TP00002
UC0001330,CL0001330,US0001330,TP00002
UC0001331,CL0001331,US0001331,TP00002
UC0001332,CL0001332,US0001332,TP00002
UC0001333,CL0001333,US0001333,TP00002
UC0001334,CL0001334,US0001334,TP00003
UC0001335,CL0001335,US0001335,TP00001
UC0001336,CL0001336,US0001336,TP00003
UC0001337,CL0001337,US0001337,TP00001
UC0001338,CL0001338,US0001338,TP00003
UC0001339,CL0001339,US0001339,TP00001
UC0001340,CL0001340,US0001340,TP00003
UC0001341,CL0001341,US0001341,TP00001
UC0001342,CL0001342,US0001342,TP00003
UC0001343,CL0001343,US0001343,TP00002
UC0001344,CL0001344,US0001344,TP00003
UC0001345,CL0001345,US0001345,TP00002
UC0001346,CL0001346,US0001346,TP00002
UC0001347,CL0001347,US0001347,TP00003
UC0001348,CL0001348,US0001348,TP00003
UC0001349,CL0001349,US0001349,TP00002
UC0001350,CL0001350,US0001350,TP00003
UC0001351,CL0001351,US0001351,TP00002
UC0001352,CL0001352,US0001352,TP00001
UC0001353,CL0001353,US0001353,TP00003
UC0001354,CL0001354,US0001354,TP00001
UC0001355,CL0001355,US0001355,TP00001
UC0001356,CL0001356,US0001356,TP00003
UC0001357,CL0001357,US0001357,TP00003
UC0001358,CL0001358,US0001358,TP00001
UC0001359,CL0001359,US0001359,TP00002
UC0001360,CL0001360,US0001360,TP00001
UC0001361,CL0001361,US0001361,TP00001
UC0001362,CL0001362,US0001362,TP00002
UC0001363,CL0001363,US0001363,TP00003
UC0001364,CL0001364,US0001364,TP00001
UC0001365,CL0001365,US0001365,TP00002
UC0001366,CL0001366,US0001366,TP00001
UC0001367,CL0001367,US0001367,TP00002
UC0001368,CL0001368,US0001368,TP00003
UC0001369,CL0001369,US0001369,TP00002
UC0001370,CL0001370,US0001370,TP00002
UC0001371,CL0001371,US0001371,TP00001
UC0001372,CL0001372,US0001372,TP00002
UC0001373,CL0001373,US0001373,TP00002
UC0001374,CL0001374,US0001374,TP00003
UC0001375,CL0001375,US0001375,TP00001
UC0001376,CL0001376,US0001376,TP00003
UC0001377,CL0001377,US0001377,TP00003
UC0001378,CL0001378,US0001378,TP00001
UC0001379,CL0001379,US0001379,TP00002
UC0001380,CL0001380,US0001380,TP00003
UC0001381,CL0001381,US0001381,TP00001
UC0001382,CL0001382,US0001382,TP00001
UC0001383,CL0001383,US0001383,TP00001
UC0001384,CL0001384,US0001384,TP00003
UC0001385,CL0001385,US0001385,TP00003
UC0001386,CL0001386,US0001386,TP00002
UC0001387,CL0001387,US0001387,TP00002
UC0001388,CL0001388,US0001388,TP00002
UC0001389,CL0001389,US0001389,TP00002
UC0001390,CL0001390,US0001390,TP00003
UC0001391,CL0001391,US0001391,TP00003
UC0001392,CL0001392,US0001392,TP00003
UC0001393,CL0001393,US0001393,TP00003
UC0001394,CL0001394,US0001394,TP00003
UC0001395,CL0001395,US0001395,TP00001
UC0001396,CL0001396,US0001396,TP00001
UC0001397,CL0001397,US0001397,TP00003
UC0001398,CL0001398,US0001398,TP00001
UC0001399,CL0001399,US0001399,TP00001
UC0001400,CL0001400,US0001400,TP00002
UC0001401,CL0001401,US0001401,TP00003
UC0001402,CL0001402,US0001402,TP00003
UC0001403,CL0001403,US0001403,TP00001
UC0001404,CL0001404,US0001404,TP00003
UC0001405,CL0001405,US0001405,TP00002
UC0001406,CL0001406,US0001406,TP00002
UC0001407,CL0001407,US0001407,TP00001
UC0001408,CL0001408,US0001408,TP00001
UC0001409,CL0001409,US0001409,TP00002
UC0001410,CL0001410,US0001410,TP00002
UC0001411,CL0001411,US0001411,TP00003
UC0001412,CL0001412,US0001412,TP00001
UC0001413,CL0001413,US0001413,TP00001
UC0001414,CL0001414,US0001414,TP00003
UC0001415,CL0001415,US0001415,TP00001
UC0001416,CL0001416,US0001416,TP00003
UC0001417,CL0001417,US0001417,TP00002
UC0001418,CL0001418,US0001418,TP00003
UC0001419,CL0001419,US0001419,TP00002
UC0001420,CL0001420,US0001420,TP00001
UC0001421,CL0001421,US0001421,TP00003
UC0001422,CL0001422,US0001422,TP00001
UC0001423,CL0001423,US0001423,TP00002
UC0001424,CL0001424,US0001424,TP00001
UC0001425,CL0001425,US0001425,TP00001
UC0001426,CL0001426,US0001426,TP00003
UC0001427,CL0001427,US0001427,TP00002
UC0001428,CL0001428,US0001428,TP00003
UC0001429,CL0001429,US0001429,TP00001
UC0001430,CL0001430,US0001430,TP00003
UC0001431,CL0001431,US0001431,TP00001
UC0001432,CL0001432,US0001432,TP00003
UC0001433,CL0001433,US0001433,TP00002
UC0001434,CL0001434,US0001434,TP00003
UC0001435,CL0001435,US0001435,TP00002
UC0001436,CL0001436,US0001436,TP00002
UC0001437,CL0001437,US0001437,TP00001
UC0001438,CL0001438,US0001438,TP00002
UC0001439,CL0001439,US0001439,TP00001
UC0001440,CL0001440,US0001440,TP00003
UC0001441,CL0001441,US0001441,TP00003
UC0001442,CL0001442,US0001442,TP00003
UC0001443,CL0001443,US0001443,TP00003
UC0001444,CL0001444,US0001444,TP00003
UC0001445,CL0001445,US0001445,TP00002
UC0001446,CL0001446,US0001446,TP00001
UC0001447,CL0001447,US0001447,TP00002
UC0001448,CL0001448,US0001448,TP00002
UC0001449,CL0001449,US0001449,TP00002
UC0001450,CL0001450,US0001450,TP00003
UC0001451,CL0001451,US0001451,TP00002
UC0001452,CL0001452,US0001452,TP00001
UC0001453,CL0001453,US0001453,TP00003
UC0001454,CL0001454,US0001454,TP00002
UC0001455,CL0001455,US0001455,TP00003
UC0001456,CL0001456,US0001456,TP00001
UC0001457,CL0001457,US0001457,TP00001
UC0001458,CL0001458,US0001458,TP00003
UC0001459,CL0001459,US0001459,TP00002
UC0001460,CL0001460,US0001460,TP00001
UC0001461,CL0001461,US0001461,TP00003
UC0001462,CL0001462,US0001462,TP00002
UC0001463,CL0001463,US0001463,TP00002
UC0001464,CL0001464,US0001464,TP00002
UC0001465,CL0001465,US0001465,TP00001
UC0001466,CL0001466,US0001466,TP00001
UC0001467,CL0001467,US0001467,TP00002
UC0001468,CL0001468,US0001468,TP00003
UC0001469,CL0001469,US0001469,TP00002
UC0001470,CL0001470,US0001470,TP00003
UC0001471,CL0001471,US0001471,TP00003
UC0001472,CL0001472,US0001472,TP00001
UC0001473,CL0001473,US0001473,TP00002
UC0001474,CL0001474,US0001474,TP00001
UC0001475,CL0001475,US0001475,TP00003
UC0001476,CL0001476,US0001476,TP00003
UC0001477,CL0001477,US0001477,TP00001
UC0001478,CL0001478,US0001478,TP00003
UC0001479,CL0001479,US0001479,TP00002
UC0001480,CL0001480,US0001480,TP00003
UC0001481,CL0001481,US0001481,TP00002
UC0001482,CL0001482,US0001482,TP00001
UC0001483,CL0001483,US0001483,TP00003
UC0001484,CL0001484,US0001484,TP00003
UC0001485,CL0001485,US0001485,TP00003
UC0001486,CL0001486,US0001486,TP00001
UC0001487,CL0001487,US0001487,TP00003
UC0001488,CL0001488,US0001488,TP00002
UC0001489,CL0001489,US0001489,TP00003
UC0001490,CL0001490,US0001490,TP00002
UC0001491,CL0001491,US0001491,TP00002
UC0001492,CL0001492,US0001492,TP00001
UC0001493,CL0001493,US0001493,TP00002
UC0001494,CL0001494,US0001494,TP00001
UC0001495,CL0001495,US0001495,TP00003
UC0001496,CL0001496,US0001496,TP00001
UC0001497,CL0001497,US0001497,TP00003
UC0001498,CL0001498,US0001498,TP00001
UC0001499,CL0001499,US0001499,TP00003
UC0001500,CL0001500,US0001500,TP00003
UC0001501,CL0001501,US0001501,TP00001
UC0001502,CL0001502,US0001502,TP00003
UC0001503,CL0001503,US0001503,TP00002
UC0001504,CL0001504,US0001504,TP00003
UC0001505,CL0001505,US0001505,TP00003
UC0001506,CL0001506,US0001506,TP00002
UC0001507,CL0001507,US0001507,TP00002
UC0001508,CL0001508,US0001508,TP00001
UC0001509,CL0001509,US0001509,TP00003
UC0001510,CL0001510,US0001510,TP00003
UC0001511,CL0001511,US0001511,TP00002
UC0001512,CL0001512,US0001512,TP00001
UC0001513,CL0001513,US0001513,TP00003
UC0001514,CL0001514,US0001514,TP00003
UC0001515,CL0001515,US0001515,TP00003
UC0001516,CL0001516,US0001516,TP00003
UC0001517,CL0001517,US0001517,TP00002
UC0001518,CL0001518,US0001518,TP00001
UC0001519,CL0001519,US0001519,TP00002
UC0001520,CL0001520,US0001520,TP00002
UC0001521,CL0001521,US0001521,TP00002
UC0001522,CL0001522,US0001522,TP00002
UC0001523,CL0001523,US0001523,TP00003
UC0001524,CL0001524,US0001524,TP00001
UC0001525,CL0001525,US0001525,TP00001
UC0001526,CL0001526,US0001526,TP00002
UC0001527,CL0001527,US0001527,TP00002
UC0001528,CL0001528,US0001528,TP00002
UC0001529,CL0001529,US0001529,TP00003
UC0001530,CL0001530,US0001530,TP00003
UC0001531,CL0001531,US0001531,TP00003
UC0001532,CL0001532,US0001532,TP00001
UC0001533,CL0001533,US0001533,TP00001
UC0001534,CL0001534,US0001534,TP00001
UC0001535,CL0001535,US0001535,TP00001
UC0001536,CL0001536,US0001536,TP00001
UC0001537,CL0001537,US0001537,TP00001
UC0001538,CL0001538,US0001538,TP00003
UC0001539,CL0001539,US0001539,TP00003
UC0001540,CL0001540,US0001540,TP00002
UC0001541,CL0001541,US0001541,TP00003
UC0001542,CL0001542,US0001542,TP00001
UC0001543,CL0001543,US0001543,TP00003
UC0001544,CL0001544,US0001544,TP00001
UC0001545,CL0001545,US0001545,TP00002
UC0001546,CL0001546,US0001546,TP00002
UC0001547,CL0001547,US0001547,TP00001
UC0001548,CL0001548,US0001548,TP00001
UC0001549,CL0001549,US0001549,TP00003
UC0001550,CL0001550,US0001550,TP00003
UC0001551,CL0001551,US0001551,TP00003
UC0001552,CL0001552,US0001552,TP00002
UC0001553,CL0001553,US0001553,TP00003
UC0001554,CL0001554,US0001554,TP00002
UC0001555,CL0001555,US0001555,TP00001
UC0001556,CL0001556,US0001556,TP00001
UC0001557,CL0001557,US0001557,TP00001
UC0001558,CL0001558,US0001558,TP00003
UC0001559,CL0001559,US0001559,TP00003
UC0001560,CL0001560,US0001560,TP00003
UC0001561,CL0001561,US0001561,TP00001
UC0001562,CL0001562,US0001562,TP00002
UC0001563,CL0001563,US0001563,TP00002
UC0001564,CL0001564,US0001564,TP00002
UC0001565,CL0001565,US0001565,TP00002
UC0001566,CL0001566,US0001566,TP00001
UC0001567,CL0001567,US0001567,TP00003
UC0001568,CL0001568,US0001568,TP00002
UC0001569,CL0001569,US0001569,TP00003
UC0001570,CL0001570,US0001570,TP00001
UC0001571,CL0001571,US0001571,TP00003
UC0001572,CL0001572,US0001572,TP00002
UC0001573,CL0001573,US0001573,TP00001
UC0001574,CL0001574,US0001574,TP00002
UC0001575,CL0001575,US0001575,TP00003
UC0001576,CL0001576,US0001576,TP00002
UC0001577,CL0001577,US0001577,TP00001
UC0001578,CL0001578,US0001578,TP00003
UC0001579,CL0001579,US0001579,TP00001
UC0001580,CL0001580,US0001580,TP00003
UC0001581,CL0001581,US0001581,TP00003
UC0001582,CL0001582,US0001582,TP00002
UC0001583,CL0001583,US0001583,TP00002
UC0001584,CL0001584,US0001584,TP00001
UC0001585,CL0001585,US0001585,TP00003
UC0001586,CL0001586,US0001586,TP00002
UC0001587,CL0001587,US0001587,TP00001
UC0001588,CL0001588,US0001588,TP00001
UC0001589,CL0001589,US0001589,TP00002
UC0001590,CL0001590,US0001590,TP00002
UC0001591,CL0001591,US0001591,TP00003
UC0001592,CL0001592,US0001592,TP00003
UC0001593,CL0001593,US0001593,TP00002
UC0001594,CL0001594,US0001594,TP00003
UC0001595,CL0001595,US0001595,TP00001
UC0001596,CL0001596,US0001596,TP00003
UC0001597,CL0001597,US0001597,TP00001
UC0001598,CL0001598,US0001598,TP00001
UC0001599,CL0001599,US0001599,TP00002
UC0001600,CL0001600,US0001600,TP00002
UC0001601,CL0001601,US0001601,TP00003
UC0001602,CL0001602,US0001602,TP00001
UC0001603,CL0001603,US0001603,TP00001
UC0001604,CL0001604,US0001604,TP00001
UC0001605,CL0001605,US0001605,TP00003
UC0001606,CL0001606,US0001606,TP00003
UC0001607,CL0001607,US0001607,TP00003
UC0001608,CL0001608,US0001608,TP00003
UC0001609,CL0001609,US0001609,TP00001
UC0001610,CL0001610,US0001610,TP00001
UC0001611,CL0001611,US0001611,TP00001
UC0001612,CL0001612,US0001612,TP00002
UC0001613,CL0001613,US0001613,TP00001
UC0001614,CL0001614,US0001614,TP00003
UC0001615,CL0001615,US0001615,TP00002
UC0001616,CL0001616,US0001616,TP00002
UC0001617,CL0001617,US0001617,TP00001
UC0001618,CL0001618,US0001618,TP00002
UC0001619,CL0001619,US0001619,TP00002
UC0001620,CL0001620,US0001620,TP00002
UC0001621,CL0001621,US0001621,TP00003
UC0001622,CL0001622,US0001622,TP00002
UC0001623,CL0001623,US0001623,TP00002
UC0001624,CL0001624,US0001624,TP00003
UC0001625,CL0001625,US0001625,TP00003
UC0001626,CL0001626,US0001626,TP00001
UC0001627,CL0001627,US0001627,TP00003
UC0001628,CL0001628,US0001628,TP00002
UC0001629,CL0001629,US0001629,TP00001
UC0001630,CL0001630,US0001630,TP00003
UC0001631,CL0001631,US0001631,TP00002
UC0001632,CL0001632,US0001632,TP00002
UC0001633,CL0001633,US0001633,TP00002
UC0001634,CL0001634,US0001634,TP00001
UC0001635,CL0001635,US0001635,TP00002
UC0001636,CL0001636,US0001636,TP00001
UC0001637,CL0001637,US0001637,TP00001
UC0001638,CL0001638,US0001638,TP00002
UC0001639,CL0001639,US0001639,TP00001
UC0001640,CL0001640,US0001640,TP00003
UC0001641,CL0001641,US0001641,TP00003
UC0001642,CL0001642,US0001642,TP00003
UC0001643,CL0001643,US0001643,TP00002
UC0001644,CL0001644,US0001644,TP00002
UC0001645,CL0001645,US0001645,TP00001
UC0001646,CL0001646,US0001646,TP00002
UC0001647,CL0001647,US0001647,TP00003
UC0001648,CL0001648,US0001648,TP00002
UC0001649,CL0001649,US0001649,TP00002
UC0001650,CL0001650,US0001650,TP00002
UC0001651,CL0001651,US0001651,TP00003
UC0001652,CL0001652,US0001652,TP00001
UC0001653,CL0001653,US0001653,TP00002
UC0001654,CL0001654,US0001654,TP00003
UC0001655,CL0001655,US0001655,TP00002
UC0001656,CL0001656,US0001656,TP00001
UC0001657,CL0001657,US0001657,TP00001
UC0001658,CL0001658,US0001658,TP00003
UC0001659,CL0001659,US0001659,TP00003
UC0001660,CL0001660,US0001660,TP00002
UC0001661,CL0001661,US0001661,TP00001
UC0001662,CL0001662,US0001662,TP00002
UC0001663,CL0001663,US0001663,TP00002
UC0001664,CL0001664,US0001664,TP00001
UC0001665,CL0001665,US0001665,TP00002
UC0001666,CL0001666,US0001666,TP00002
UC0001667,CL0001667,US0001667,TP00001
UC0001668,CL0001668,US0001668,TP00003
UC0001669,CL0001669,US0001669,TP00003
UC0001670,CL0001670,US0001670,TP00001
UC0001671,CL0001671,US0001671,TP00003
UC0001672,CL0001672,US0001672,TP00002
UC0001673,CL0001673,US0001673,TP00002
UC0001674,CL0001674,US0001674,TP00002
UC0001675,CL0001675,US0001675,TP00002
UC0001676,CL0001676,US0001676,TP00002
UC0001677,CL0001677,US0001677,TP00001
UC0001678,CL0001678,US0001678,TP00003
UC0001679,CL0001679,US0001679,TP00003
UC0001680,CL0001680,US0001680,TP00001
UC0001681,CL0001681,US0001681,TP00001
UC0001682,CL0001682,US0001682,TP00003
UC0001683,CL0001683,US0001683,TP00001
UC0001684,CL0001684,US0001684,TP00002
UC0001685,CL0001685,US0001685,TP00002
UC0001686,CL0001686,US0001686,TP00002
UC0001687,CL0001687,US0001687,TP00003
UC0001688,CL0001688,US0001688,TP00003
UC0001689,CL0001689,US0001689,TP00001
UC0001690,CL0001690,US0001690,TP00002
UC0001691,CL0001691,US0001691,TP00001
UC0001692,CL0001692,US0001692,TP00001
UC0001693,CL0001693,US0001693,TP00001
UC0001694,CL0001694,US0001694,TP00001
UC0001695,CL0001695,US0001695,TP00001
UC0001696,CL0001696,US0001696,TP00003
UC0001697,CL0001697,US0001697,TP00001
UC0001698,CL0001698,US0001698,TP00002
UC0001699,CL0001699,US0001699,TP00002
UC0001700,CL0001700,US0001700,TP00002
UC0001701,CL0001701,US0001701,TP00002
UC0001702,CL0001702,US0001702,TP00003
UC0001703,CL0001703,US0001703,TP00001
UC0001704,CL0001704,US0001704,TP00002
UC0001705,CL0001705,US0001705,TP00001
UC0001706,CL0001706,US0001706,TP00002
UC0001707,CL0001707,US0001707,TP00002
UC0001708,CL0001708,US0001708,TP00001
UC0001709,CL0001709,US0001709,TP00002
UC0001710,CL0001710,US0001710,TP00002
UC0001711,CL0001711,US0001711,TP00003
UC0001712,CL0001712,US0001712,TP00003
UC0001713,CL0001713,US0001713,TP00003
UC0001714,CL0001714,US0001714,TP00002
UC0001715,CL0001715,US0001715,TP00001
UC0001716,CL0001716,US0001716,TP00003
UC0001717,CL0001717,US0001717,TP00003
UC0001718,CL0001718,US0001718,TP00003
UC0001719,CL0001719,US0001719,TP00003
UC0001720,CL0001720,US0001720,TP00001
UC0001721,CL0001721,US0001721,TP00003
UC0001722,CL0001722,US0001722,TP00003
UC0001723,CL0001723,US0001723,TP00001
UC0001724,CL0001724,US0001724,TP00001
UC0001725,CL0001725,US0001725,TP00002
UC0001726,CL0001726,US0001726,TP00001
UC0001727,CL0001727,US0001727,TP00001
UC0001728,CL0001728,US0001728,TP00003
UC0001729,CL0001729,US0001729,TP00003
UC0001730,CL0001730,US0001730,TP00003
UC0001731,CL0001731,US0001731,TP00001
UC0001732,CL0001732,US0001732,TP00002
UC0001733,CL0001733,US0001733,TP00003
UC0001734,CL0001734,US0001734,TP00003
UC0001735,CL0001735,US0001735,TP00003
UC0001736,CL0001736,US0001736,TP00002
UC0001737,CL0001737,US0001737,TP00001
UC0001738,CL0001738,US0001738,TP00002
UC0001739,CL0001739,US0001739,TP00001
UC0001740,CL0001740,US0001740,TP00001
UC0001741,CL0001741,US0001741,TP00001
UC0001742,CL0001742,US0001742,TP00003
UC0001743,CL0001743,US0001743,TP00002
UC0001744,CL0001744,US0001744,TP00001
UC0001745,CL0001745,US0001745,TP00001
UC0001746,CL0001746,US0001746,TP00003
UC0001747,CL0001747,US0001747,TP00003
UC0001748,CL0001748,US0001748,TP00001
UC0001749,CL0001749,US0001749,TP00001
UC0001750,CL0001750,US0001750,TP00003
UC0001751,CL0001751,US0001751,TP00001
UC0001752,CL0001752,US0001752,TP00001
UC0001753,CL0001753,US0001753,TP00003
UC0001754,CL0001754,US0001754,TP00002
UC0001755,CL0001755,US0001755,TP00001
UC0001756,CL0001756,US0001756,TP00003
UC0001757,CL0001757,US0001757,TP00001
UC0001758,CL0001758,US0001758,TP00003
UC0001759,CL0001759,US0001759,TP00001
UC0001760,CL0001760,US0001760,TP00001
UC0001761,CL0001761,US0001761,TP00002
UC0001762,CL0001762,US0001762,TP00002
UC0001763,CL0001763,US0001763,TP00003
UC0001764,CL0001764,US0001764,TP00001
UC0001765,CL0001765,US0001765,TP00001
UC0001766,CL0001766,US0001766,TP00001
UC0001767,CL0001767,US0001767,TP00003
UC0001768,CL0001768,US0001768,TP00001
UC0001769,CL0001769,US0001769,TP00002
UC0001770,CL0001770,US0001770,TP00002
UC0001771,CL0001771,US0001771,TP00001
UC0001772,CL0001772,US0001772,TP00002
UC0001773,CL0001773,US0001773,TP00001
UC0001774,CL0001774,US0001774,TP00002
UC0001775,CL0001775,US0001775,TP00001
UC0001776,CL0001776,US0001776,TP00001
UC0001777,CL0001777,US0001777,TP00001
UC0001778,CL0001778,US0001778,TP00002
UC0001779,CL0001779,US0001779,TP00003
UC0001780,CL0001780,US0001780,TP00003
UC0001781,CL0001781,US0001781,TP00001
UC0001782,CL0001782,US0001782,TP00003
UC0001783,CL0001783,US0001783,TP00003
UC0001784,CL0001784,US0001784,TP00003
UC0001785,CL0001785,US0001785,TP00003
UC0001786,CL0001786,US0001786,TP00001
UC0001787,CL0001787,US0001787,TP00002
UC0001788,CL0001788,US0001788,TP00002
UC0001789,CL0001789,US0001789,TP00001
UC0001790,CL0001790,US0001790,TP00001
UC0001791,CL0001791,US0001791,TP00002
UC0001792,CL0001792,US0001792,TP00001
UC0001793,CL0001793,US0001793,TP00001
UC0001794,CL0001794,US0001794,TP00003
UC0001795,CL0001795,US0001795,TP00002
UC0001796,CL0001796,US0001796,TP00001
UC0001797,CL0001797,US0001797,TP00003
UC0001798,CL0001798,US0001798,TP00003
UC0001799,CL0001799,US0001799,TP00002
UC0001800,CL0001800,US0001800,TP00002
UC0001801,CL0001801,US0001801,TP00003
UC0001802,CL0001802,US0001802,TP00001
UC0001803,CL0001803,US0001803,TP00002
UC0001804,CL0001804,US0001804,TP00001
UC0001805,CL0001805,US0001805,TP00002
UC0001806,CL0001806,US0001806,TP00001
UC0001807,CL0001807,US0001807,TP00002
UC0001808,CL0001808,US0001808,TP00002
UC0001809,CL0001809,US0001809,TP00003
UC0001810,CL0001810,US0001810,TP00001
UC0001811,CL0001811,US0001811,TP00003
UC0001812,CL0001812,US0001812,TP00003
UC0001813,CL0001813,US0001813,TP00003
UC0001814,CL0001814,US0001814,TP00001
UC0001815,CL0001815,US0001815,TP00002
UC0001816,CL0001816,US0001816,TP00001
UC0001817,CL0001817,US0001817,TP00003
UC0001818,CL0001818,US0001818,TP00001
UC0001819,CL0001819,US0001819,TP00003
UC0001820,CL0001820,US0001820,TP00003
UC0001821,CL0001821,US0001821,TP00001
UC0001822,CL0001822,US0001822,TP00002
UC0001823,CL0001823,US0001823,TP00003
UC0001824,CL0001824,US0001824,TP00003
UC0001825,CL0001825,US0001825,TP00003
UC0001826,CL0001826,US0001826,TP00003
UC0001827,CL0001827,US0001827,TP00003
