butaca_id,ventaentrada_id,funcion_id,nro_fila,nro_columna,tipo_entrada,precio_entrada
BU0000471,EN0000153,FUN000789,K,4,niño,10.0
BU0000472,EN0000153,FUN000252,M,14,niño,22.5
BU0000473,EN0000154,FUN000640,P,10,niño,10.0
BU0000474,EN0000154,FUN000524,D,1,adulto,30.0
BU0000475,EN0000154,FUN000202,I,13,adulto,22.5
BU0000476,EN0000154,FUN000401,F,9,niño,22.5
BU0000477,EN0000155,FUN000033,Y,12,adulto,15.0
BU0000478,EN0000155,FUN000090,T,11,niño,10.0
BU0000479,EN0000155,FUN000041,F,4,niño,30.0
BU0000480,EN0000155,FUN000376,I,13,niño,15.0
BU0000481,EN0000156,FUN000805,W,11,niño,15.0
BU0000482,EN0000157,FUN000136,O,5,niño,30.0
BU0000483,EN0000157,FUN000056,C,2,niño,10.0
BU0000484,EN0000157,FUN000205,P,15,adulto,15.0
BU0000485,EN0000158,FUN000979,T,4,niño,30.0
BU0000486,EN0000158,FUN000856,I,14,niño,22.5
BU0000487,EN0000158,FUN000695,U,20,niño,22.5
BU0000488,EN0000159,FUN000577,F,6,adulto,15.0
BU0000489,EN0000159,FUN000317,A,4,niño,10.0
BU0000490,EN0000160,FUN000271,L,9,adulto,22.5
BU0000491,EN0000160,FUN000263,B,2,adulto,22.5
BU0000492,EN0000160,FUN000795,L,6,niño,30.0
BU0000493,EN0000160,FUN000700,Z,8,adulto,22.5
BU0000494,EN0000161,FUN000808,E,19,adulto,22.5
BU0000495,EN0000161,FUN000050,Q,2,niño,15.0
BU0000496,EN0000161,FUN000908,D,13,adulto,30.0
BU0000497,EN0000161,FUN000905,R,2,niño,15.0
BU0000498,EN0000162,FUN000857,W,1,adulto,10.0
BU0000499,EN0000163,FUN000466,R,20,niño,15.0
BU0000500,EN0000163,FUN000497,A,18,niño,15.0
BU0000501,EN0000163,FUN000602,U,15,adulto,22.5
BU0000502,EN0000163,FUN000281,S,2,adulto,22.5
BU0000503,EN0000163,FUN000247,Y,13,niño,15.0
BU0000504,EN0000164,FUN000195,I,20,adulto,10.0
BU0000505,EN0000164,FUN000107,C,11,adulto,22.5
BU0000506,EN0000164,FUN000838,X,18,adulto,22.5
BU0000507,EN0000165,FUN000772,E,16,niño,10.0
BU0000508,EN0000165,FUN000344,R,4,adulto,10.0
BU0000509,EN0000165,FUN000034,I,14,niño,30.0
BU0000510,EN0000165,FUN000280,F,9,adulto,10.0
BU0000511,EN0000166,FUN000193,A,2,niño,30.0
BU0000512,EN0000166,FUN000586,F,17,niño,10.0
BU0000513,EN0000166,FUN000092,I,11,adulto,15.0
BU0000514,EN0000166,FUN000374,J,14,niño,15.0
BU0000515,EN0000166,FUN000983,M,5,adulto,30.0
BU0000516,EN0000167,FUN000347,S,17,adulto,30.0
BU0000517,EN0000167,FUN000831,F,18,niño,22.5
BU0000518,EN0000168,FUN000272,P,1,adulto,15.0
BU0000519,EN0000168,FUN000129,P,17,adulto,15.0
BU0000520,EN0000168,FUN000047,I,12,niño,10.0
BU0000521,EN0000168,FUN000491,H,10,niño,30.0
BU0000522,EN0000169,FUN000189,X,5,niño,15.0
BU0000523,EN0000170,FUN000109,S,19,adulto,10.0
BU0000524,EN0000171,FUN000124,W,6,niño,30.0
BU0000525,EN0000171,FUN000124,V,10,adulto,30.0
BU0000526,EN0000171,FUN000377,B,18,niño,22.5
BU0000527,EN0000172,FUN000798,I,19,adulto,30.0
BU0000528,EN0000172,FUN000331,M,6,niño,22.5
BU0000529,EN0000173,FUN000891,M,8,adulto,30.0
BU0000530,EN0000173,FUN000263,J,19,niño,22.5
BU0000531,EN0000173,FUN000521,O,15,niño,15.0
BU0000532,EN0000174,FUN000956,H,20,adulto,10.0
BU0000533,EN0000175,FUN000219,O,13,adulto,22.5
BU0000534,EN0000175,FUN000096,X,18,adulto,10.0
BU0000535,EN0000175,FUN000637,S,2,niño,10.0
BU0000536,EN0000176,FUN000353,Y,7,adulto,15.0
BU0000537,EN0000177,FUN000481,F,5,adulto,15.0
BU0000538,EN0000178,FUN000223,X,9,adulto,15.0
BU0000539,EN0000178,FUN000973,L,7,adulto,15.0
BU0000540,EN0000178,FUN000299,D,5,adulto,15.0
BU0000541,EN0000178,FUN000639,F,14,adulto,15.0
BU0000542,EN0000178,FUN000162,K,19,niño,15.0
BU0000543,EN0000179,FUN000619,S,6,adulto,22.5
BU0000544,EN0000179,FUN000225,Z,13,niño,22.5
BU0000545,EN0000179,FUN000236,C,9,adulto,22.5
BU0000546,EN0000179,FUN000695,Y,15,niño,30.0
BU0000547,EN0000180,FUN000785,C,20,niño,15.0
BU0000548,EN0000181,FUN000514,H,19,niño,15.0
BU0000549,EN0000181,FUN000342,T,2,adulto,10.0
BU0000550,EN0000181,FUN000715,E,2,adulto,30.0
BU0000551,EN0000182,FUN000858,J,14,adulto,30.0
BU0000552,EN0000182,FUN000956,T,3,adulto,10.0
BU0000553,EN0000182,FUN000941,G,10,niño,30.0
BU0000554,EN0000182,FUN000152,O,20,adulto,15.0
BU0000555,EN0000182,FUN000452,S,12,niño,22.5
BU0000556,EN0000183,FUN000967,Z,11,adulto,15.0
BU0000557,EN0000183,FUN000356,Y,4,niño,10.0
BU0000558,EN0000183,FUN000434,F,10,adulto,30.0
BU0000559,EN0000183,FUN000571,Q,8,niño,10.0
BU0000560,EN0000184,FUN000048,X,17,niño,10.0
BU0000561,EN0000184,FUN000759,P,7,adulto,30.0
BU0000562,EN0000184,FUN000284,X,3,adulto,10.0
BU0000563,EN0000185,FUN000932,I,4,niño,10.0
BU0000564,EN0000185,FUN000361,Y,13,adulto,15.0
BU0000565,EN0000185,FUN000124,L,2,adulto,22.5
BU0000566,EN0000185,FUN000710,E,16,adulto,15.0
BU0000567,EN0000186,FUN000234,J,16,adulto,10.0
BU0000568,EN0000186,FUN000672,V,4,niño,22.5
BU0000569,EN0000186,FUN000858,W,12,adulto,10.0
BU0000570,EN0000186,FUN000899,E,12,niño,22.5
BU0000571,EN0000186,FUN000806,Y,20,niño,30.0
BU0000572,EN0000187,FUN000817,Z,20,adulto,22.5
BU0000573,EN0000187,FUN000361,U,9,niño,22.5
BU0000574,EN0000188,FUN000792,C,9,adulto,30.0
BU0000575,EN0000188,FUN000054,P,14,niño,10.0
BU0000576,EN0000188,FUN000686,K,11,adulto,10.0
BU0000577,EN0000188,FUN000213,Z,10,adulto,22.5
BU0000578,EN0000188,FUN000660,V,12,niño,30.0
BU0000579,EN0000189,FUN000960,I,18,niño,15.0
BU0000580,EN0000189,FUN000150,B,6,adulto,10.0
BU0000581,EN0000189,FUN000041,Q,11,niño,15.0
BU0000582,EN0000189,FUN000546,W,2,adulto,10.0
BU0000583,EN0000190,FUN000156,B,7,niño,30.0
BU0000584,EN0000190,FUN000863,A,19,adulto,15.0
BU0000585,EN0000190,FUN000694,N,17,niño,30.0
BU0000586,EN0000190,FUN000040,S,10,adulto,15.0
BU0000587,EN0000191,FUN000002,D,13,niño,30.0
BU0000588,EN0000191,FUN000557,Z,4,adulto,30.0
BU0000589,EN0000192,FUN000426,S,13,niño,15.0
BU0000590,EN0000192,FUN000027,S,19,adulto,22.5
BU0000591,EN0000192,FUN000623,V,13,adulto,22.5
BU0000592,EN0000192,FUN000923,X,5,niño,10.0
BU0000593,EN0000192,FUN000347,G,20,adulto,10.0
BU0000594,EN0000193,FUN000701,K,6,niño,10.0
BU0000595,EN0000193,FUN000377,N,20,adulto,10.0
BU0000596,EN0000193,FUN000752,O,13,adulto,22.5
BU0000597,EN0000194,FUN000090,V,15,niño,15.0
BU0000598,EN0000194,FUN000013,V,11,adulto,15.0
BU0000599,EN0000194,FUN000051,U,11,niño,10.0
BU0000600,EN0000194,FUN000943,O,8,niño,10.0
BU0000601,EN0000195,FUN000540,J,13,adulto,10.0
BU0000602,EN0000195,FUN000997,H,5,adulto,15.0
BU0000603,EN0000195,FUN000644,X,7,adulto,22.5
BU0000604,EN0000196,FUN000098,V,16,adulto,30.0
BU0000605,EN0000196,FUN000183,G,7,niño,22.5
BU0000606,EN0000197,FUN000932,R,19,adulto,30.0
BU0000607,EN0000197,FUN000860,N,13,adulto,15.0
BU0000608,EN0000198,FUN000488,M,6,adulto,22.5
BU0000609,EN0000199,FUN000196,S,14,adulto,30.0
BU0000610,EN0000199,FUN000817,Y,5,adulto,15.0
BU0000611,EN0000199,FUN000382,H,5,niño,15.0
BU0000612,EN0000199,FUN000944,P,20,adulto,30.0
BU0000613,EN0000200,FUN000100,C,19,niño,15.0
BU0000614,EN0000200,FUN000720,E,8,niño,30.0
BU0000615,EN0000200,FUN000548,N,15,adulto,10.0
BU0000616,EN0000201,FUN000437,T,13,niño,30.0
BU0000617,EN0000201,FUN000245,Y,13,niño,30.0
BU0000618,EN0000201,FUN000672,E,14,niño,22.5
BU0000619,EN0000201,FUN000288,I,10,adulto,22.5
BU0000620,EN0000201,FUN000508,P,18,niño,10.0
BU0000621,EN0000202,FUN000895,H,16,niño,30.0
BU0000622,EN0000202,FUN000788,A,10,adulto,30.0
BU0000623,EN0000202,FUN000328,R,10,niño,15.0
BU0000624,EN0000202,FUN000402,I,15,niño,10.0
BU0000625,EN0000203,FUN000287,K,18,adulto,30.0
BU0000626,EN0000203,FUN000403,U,4,niño,30.0
BU0000627,EN0000203,FUN000743,D,7,adulto,15.0
BU0000628,EN0000203,FUN000259,Z,11,adulto,10.0
BU0000629,EN0000203,FUN000825,U,20,niño,15.0
BU0000630,EN0000204,FUN000435,N,16,niño,22.5
BU0000631,EN0000205,FUN000412,P,19,adulto,10.0
BU0000632,EN0000205,FUN000884,Y,3,niño,15.0
BU0000633,EN0000205,FUN000267,W,20,niño,15.0
BU0000634,EN0000205,FUN000967,R,11,niño,10.0
BU0000635,EN0000206,FUN000621,V,17,niño,10.0
BU0000636,EN0000206,FUN000866,P,15,niño,22.5
BU0000637,EN0000206,FUN000660,P,12,adulto,30.0
BU0000638,EN0000206,FUN000319,M,12,adulto,22.5
BU0000639,EN0000206,FUN000166,L,10,niño,15.0
BU0000640,EN0000207,FUN000924,Z,14,adulto,10.0
BU0000641,EN0000207,FUN000632,X,12,niño,30.0
BU0000642,EN0000208,FUN000634,L,17,niño,10.0
BU0000643,EN0000208,FUN000190,Y,11,adulto,10.0
BU0000644,EN0000208,FUN000232,O,1,adulto,15.0
BU0000645,EN0000209,FUN000933,R,4,niño,10.0
BU0000646,EN0000210,FUN000746,X,11,adulto,15.0
BU0000647,EN0000211,FUN000618,M,19,adulto,15.0
BU0000648,EN0000211,FUN000730,M,20,niño,30.0
BU0000649,EN0000212,FUN000651,Q,5,adulto,22.5
BU0000650,EN0000213,FUN000584,K,2,niño,15.0
BU0000651,EN0000213,FUN000613,S,12,adulto,22.5
BU0000652,EN0000214,FUN000032,J,15,niño,15.0
BU0000653,EN0000214,FUN000376,N,12,adulto,10.0
BU0000654,EN0000214,FUN000400,G,17,niño,30.0
BU0000655,EN0000214,FUN000435,V,17,adulto,10.0
BU0000656,EN0000215,FUN000811,I,4,niño,15.0
BU0000657,EN0000215,FUN000269,M,9,niño,15.0
BU0000658,EN0000215,FUN000949,O,14,adulto,15.0
BU0000659,EN0000216,FUN000720,G,14,adulto,22.5
BU0000660,EN0000217,FUN000930,R,5,adulto,30.0
BU0000661,EN0000217,FUN000750,U,5,niño,30.0
BU0000662,EN0000217,FUN000555,M,14,niño,15.0
BU0000663,EN0000217,FUN000764,I,1,adulto,15.0
BU0000664,EN0000217,FUN000795,F,9,adulto,15.0
BU0000665,EN0000218,FUN000120,W,9,niño,22.5
BU0000666,EN0000218,FUN000931,N,10,niño,10.0
BU0000667,EN0000218,FUN000618,Z,4,niño,15.0
BU0000668,EN0000218,FUN000827,U,1,adulto,15.0
BU0000669,EN0000219,FUN000568,Y,14,niño,30.0
BU0000670,EN0000219,FUN000027,V,14,adulto,30.0
BU0000671,EN0000220,FUN000296,J,19,adulto,15.0
BU0000672,EN0000220,FUN000423,R,11,niño,22.5
BU0000673,EN0000220,FUN000480,P,17,adulto,15.0
BU0000674,EN0000220,FUN000189,V,18,niño,22.5
BU0000675,EN0000220,FUN000172,I,13,adulto,30.0
BU0000676,EN0000221,FUN000218,Y,17,adulto,30.0
BU0000677,EN0000221,FUN000361,A,19,niño,30.0
BU0000678,EN0000221,FUN000399,S,3,niño,22.5
BU0000679,EN0000221,FUN000679,K,15,adulto,22.5
BU0000680,EN0000222,FUN000667,I,13,adulto,22.5
BU0000681,EN0000222,FUN000869,T,10,niño,22.5
BU0000682,EN0000223,FUN000883,W,18,adulto,30.0
BU0000683,EN0000223,FUN000649,F,10,adulto,15.0
BU0000684,EN0000223,FUN000279,L,1,niño,10.0
BU0000685,EN0000224,FUN000081,F,1,adulto,30.0
BU0000686,EN0000224,FUN000688,P,1,niño,30.0
BU0000687,EN0000224,FUN000036,V,18,niño,15.0
BU0000688,EN0000224,FUN000462,I,4,adulto,15.0
BU0000689,EN0000225,FUN000708,Y,14,niño,10.0
BU0000690,EN0000225,FUN000810,L,16,niño,30.0
BU0000691,EN0000226,FUN000885,Q,1,adulto,10.0
BU0000692,EN0000226,FUN000234,K,4,niño,30.0
BU0000693,EN0000226,FUN000968,T,14,niño,15.0
BU0000694,EN0000227,FUN000368,Y,20,adulto,30.0
BU0000695,EN0000227,FUN000073,C,5,niño,30.0
BU0000696,EN0000227,FUN000895,U,6,adulto,22.5
BU0000697,EN0000227,FUN000768,E,9,niño,22.5
BU0000698,EN0000227,FUN000848,H,17,adulto,22.5
BU0000699,EN0000228,FUN000610,Z,2,niño,30.0
BU0000700,EN0000229,FUN000748,I,3,adulto,30.0
BU0000701,EN0000229,FUN000034,T,6,adulto,30.0
BU0000702,EN0000229,FUN000658,N,8,adulto,10.0
BU0000703,EN0000230,FUN000377,N,9,niño,22.5
BU0000704,EN0000230,FUN000604,G,2,adulto,22.5
BU0000705,EN0000230,FUN000111,R,14,adulto,22.5
BU0000706,EN0000231,FUN000379,I,13,niño,10.0
BU0000707,EN0000231,FUN000363,U,6,niño,22.5
BU0000708,EN0000231,FUN000493,B,4,adulto,10.0
BU0000709,EN0000231,FUN000133,I,3,niño,30.0
BU0000710,EN0000232,FUN000573,B,19,niño,22.5
BU0000711,EN0000232,FUN000616,W,19,adulto,30.0
BU0000712,EN0000232,FUN000837,B,5,niño,30.0
BU0000713,EN0000232,FUN000743,R,6,adulto,10.0
BU0000714,EN0000232,FUN000778,S,7,niño,15.0
BU0000715,EN0000233,FUN000892,P,20,adulto,22.5
BU0000716,EN0000233,FUN000394,X,3,adulto,22.5
BU0000717,EN0000233,FUN000258,O,15,adulto,10.0
BU0000718,EN0000233,FUN000463,G,13,adulto,15.0
BU0000719,EN0000234,FUN000841,J,17,adulto,10.0
BU0000720,EN0000235,FUN000577,L,11,niño,15.0
BU0000721,EN0000235,FUN000821,A,16,adulto,15.0
BU0000722,EN0000235,FUN000825,V,11,adulto,10.0
BU0000723,EN0000236,FUN000033,J,12,niño,30.0
BU0000724,EN0000236,FUN000997,H,9,adulto,10.0
BU0000725,EN0000237,FUN000182,A,17,adulto,22.5
BU0000726,EN0000237,FUN000619,D,9,adulto,10.0
BU0000727,EN0000238,FUN000102,Z,11,niño,30.0
BU0000728,EN0000239,FUN000559,A,8,niño,22.5
BU0000729,EN0000240,FUN000550,F,11,niño,30.0
BU0000730,EN0000240,FUN000570,T,18,adulto,30.0
BU0000731,EN0000240,FUN000408,R,17,niño,15.0
BU0000732,EN0000240,FUN000648,O,5,niño,30.0
BU0000733,EN0000241,FUN000116,X,15,adulto,30.0
BU0000734,EN0000241,FUN000876,A,18,adulto,15.0
BU0000735,EN0000241,FUN000804,W,6,adulto,30.0
BU0000736,EN0000241,FUN000181,K,14,adulto,30.0
BU0000737,EN0000242,FUN000867,T,12,niño,22.5
BU0000738,EN0000242,FUN000183,T,5,niño,22.5
BU0000739,EN0000243,FUN000859,R,14,adulto,10.0
BU0000740,EN0000243,FUN000462,M,7,niño,15.0
BU0000741,EN0000243,FUN000164,U,15,adulto,15.0
BU0000742,EN0000243,FUN000191,S,2,niño,22.5
BU0000743,EN0000244,FUN000504,I,17,adulto,30.0
BU0000744,EN0000244,FUN000386,H,20,niño,10.0
BU0000745,EN0000244,FUN000420,H,17,niño,22.5
BU0000746,EN0000244,FUN000193,B,10,adulto,30.0
BU0000747,EN0000244,FUN000490,T,11,niño,10.0
BU0000748,EN0000245,FUN000992,T,2,niño,15.0
BU0000749,EN0000245,FUN000638,J,8,adulto,30.0
BU0000750,EN0000245,FUN000986,F,13,adulto,22.5
BU0000751,EN0000246,FUN000460,C,13,niño,10.0
BU0000752,EN0000246,FUN000732,T,3,niño,10.0
BU0000753,EN0000246,FUN000600,B,19,adulto,30.0
BU0000754,EN0000246,FUN000807,N,13,niño,30.0
BU0000755,EN0000246,FUN000162,P,2,adulto,30.0
BU0000756,EN0000247,FUN000780,L,15,niño,10.0
BU0000757,EN0000247,FUN000178,I,7,niño,10.0
BU0000758,EN0000247,FUN000723,V,4,adulto,30.0
BU0000759,EN0000248,FUN000911,P,2,adulto,22.5
BU0000760,EN0000248,FUN000874,F,19,adulto,15.0
BU0000761,EN0000249,FUN000775,J,12,adulto,30.0
BU0000762,EN0000249,FUN000542,M,2,adulto,22.5
BU0000763,EN0000249,FUN000109,U,13,adulto,30.0
BU0000764,EN0000249,FUN000467,J,15,adulto,10.0
BU0000765,EN0000250,FUN000827,R,7,niño,22.5
BU0000766,EN0000250,FUN000263,Z,3,adulto,15.0
BU0000767,EN0000251,FUN000704,K,16,niño,22.5
BU0000768,EN0000251,FUN000058,H,20,adulto,10.0
BU0000769,EN0000252,FUN000989,E,18,adulto,10.0
BU0000770,EN0000252,FUN000184,B,9,adulto,15.0
BU0000771,EN0000253,FUN000478,K,5,adulto,22.5
BU0000772,EN0000253,FUN000642,M,13,adulto,30.0
BU0000773,EN0000254,FUN000067,T,11,adulto,22.5
BU0000774,EN0000254,FUN000267,L,10,adulto,30.0
BU0000775,EN0000254,FUN000964,V,18,adulto,10.0
BU0000776,EN0000254,FUN000925,U,13,niño,15.0
BU0000777,EN0000254,FUN000639,H,16,adulto,22.5
BU0000778,EN0000255,FUN000692,W,16,niño,10.0
BU0000779,EN0000255,FUN000355,I,19,niño,15.0
BU0000780,EN0000255,FUN000272,W,6,niño,10.0
BU0000781,EN0000256,FUN000300,J,17,niño,30.0
BU0000782,EN0000256,FUN000300,T,9,adulto,22.5
BU0000783,EN0000256,FUN000352,T,20,adulto,10.0
BU0000784,EN0000257,FUN000056,A,14,niño,30.0
BU0000785,EN0000257,FUN000436,D,17,adulto,10.0
BU0000786,EN0000257,FUN000279,X,10,adulto,30.0
BU0000787,EN0000257,FUN000150,H,10,adulto,15.0
BU0000788,EN0000258,FUN000248,Q,8,adulto,15.0
BU0000789,EN0000258,FUN000341,M,18,niño,10.0
BU0000790,EN0000258,FUN000973,K,1,niño,22.5
BU0000791,EN0000258,FUN000809,V,1,adulto,10.0
BU0000792,EN0000258,FUN000049,N,16,niño,10.0
BU0000793,EN0000259,FUN000297,I,6,adulto,15.0
BU0000794,EN0000259,FUN000114,H,6,adulto,30.0
BU0000795,EN0000260,FUN000367,O,9,adulto,10.0
BU0000796,EN0000260,FUN000444,A,3,adulto,30.0
BU0000797,EN0000260,FUN000526,D,15,niño,15.0
BU0000798,EN0000260,FUN000206,N,10,adulto,10.0
BU0000799,EN0000260,FUN000788,A,13,niño,22.5
BU0000800,EN0000261,FUN000091,K,7,adulto,10.0
BU0000801,EN0000261,FUN000118,N,19,adulto,15.0
BU0000802,EN0000261,FUN000567,G,6,niño,15.0
BU0000803,EN0000261,FUN000184,V,7,adulto,15.0
BU0000804,EN0000261,FUN000018,S,11,niño,10.0
BU0000805,EN0000262,FUN000130,S,1,niño,15.0
BU0000806,EN0000262,FUN000967,Z,16,niño,10.0
BU0000807,EN0000262,FUN000896,P,4,niño,15.0
BU0000808,EN0000262,FUN000729,W,8,adulto,10.0
BU0000809,EN0000263,FUN000163,D,6,niño,22.5
BU0000810,EN0000264,FUN000537,O,18,adulto,15.0
BU0000811,EN0000264,FUN000183,M,6,adulto,22.5
BU0000812,EN0000265,FUN000894,P,10,adulto,30.0
BU0000813,EN0000265,FUN000389,B,18,adulto,15.0
BU0000814,EN0000265,FUN000586,I,4,niño,10.0
BU0000815,EN0000265,FUN000255,L,9,adulto,15.0
BU0000816,EN0000266,FUN000081,E,17,niño,30.0
BU0000817,EN0000266,FUN000725,I,20,niño,10.0
BU0000818,EN0000266,FUN000084,B,5,adulto,22.5
BU0000819,EN0000266,FUN000194,L,4,niño,10.0
BU0000820,EN0000267,FUN000103,L,1,adulto,15.0
BU0000821,EN0000267,FUN000364,J,6,niño,30.0
BU0000822,EN0000268,FUN000987,N,18,niño,22.5
BU0000823,EN0000269,FUN000394,B,6,niño,15.0
BU0000824,EN0000270,FUN000016,W,19,adulto,10.0
BU0000825,EN0000270,FUN000934,K,20,niño,10.0
BU0000826,EN0000270,FUN000053,D,17,adulto,15.0
BU0000827,EN0000271,FUN000539,E,6,niño,10.0
BU0000828,EN0000271,FUN000108,C,13,niño,10.0
BU0000829,EN0000271,FUN000526,N,14,niño,15.0
BU0000830,EN0000271,FUN000405,E,3,adulto,15.0
BU0000831,EN0000272,FUN000463,I,10,niño,10.0
BU0000832,EN0000272,FUN000749,B,7,adulto,10.0
BU0000833,EN0000272,FUN000464,C,19,adulto,22.5
BU0000834,EN0000273,FUN000685,F,7,niño,10.0
BU0000835,EN0000273,FUN000601,R,4,niño,22.5
BU0000836,EN0000273,FUN000767,R,17,niño,30.0
BU0000837,EN0000273,FUN000649,M,11,adulto,22.5
BU0000838,EN0000273,FUN000844,W,13,adulto,30.0
BU0000839,EN0000274,FUN000786,U,14,adulto,22.5
BU0000840,EN0000274,FUN000061,S,13,niño,22.5
BU0000841,EN0000275,FUN000749,W,6,adulto,30.0
BU0000842,EN0000275,FUN000560,U,12,adulto,10.0
BU0000843,EN0000275,FUN000180,J,16,niño,30.0
BU0000844,EN0000275,FUN000450,Z,7,niño,30.0
BU0000845,EN0000275,FUN000473,I,8,adulto,22.5
BU0000846,EN0000276,FUN000102,Y,19,niño,15.0
BU0000847,EN0000277,FUN000079,K,1,adulto,22.5
BU0000848,EN0000278,FUN000571,V,19,niño,22.5
BU0000849,EN0000278,FUN000376,J,15,niño,30.0
BU0000850,EN0000278,FUN000530,W,2,adulto,30.0
BU0000851,EN0000278,FUN000300,Y,3,adulto,15.0
BU0000852,EN0000279,FUN000443,E,12,adulto,15.0
BU0000853,EN0000279,FUN000041,D,15,niño,10.0
BU0000854,EN0000279,FUN000588,K,3,niño,22.5
BU0000855,EN0000279,FUN000347,I,12,adulto,22.5
BU0000856,EN0000279,FUN000896,I,7,niño,15.0
BU0000857,EN0000280,FUN000985,I,14,adulto,15.0
BU0000858,EN0000281,FUN000753,A,16,niño,30.0
BU0000859,EN0000281,FUN000291,D,18,niño,22.5
BU0000860,EN0000281,FUN000013,O,18,adulto,30.0
BU0000861,EN0000281,FUN000445,U,1,adulto,15.0
BU0000862,EN0000282,FUN000203,O,13,adulto,15.0
BU0000863,EN0000283,FUN000811,U,14,niño,30.0
BU0000864,EN0000283,FUN000183,F,16,niño,15.0
BU0000865,EN0000283,FUN000708,V,1,adulto,15.0
BU0000866,EN0000284,FUN000282,E,6,niño,15.0
BU0000867,EN0000284,FUN000751,W,3,niño,10.0
BU0000868,EN0000284,FUN000630,K,1,niño,22.5
BU0000869,EN0000284,FUN000387,R,17,adulto,22.5
BU0000870,EN0000284,FUN000432,S,14,adulto,30.0
BU0000871,EN0000285,FUN000278,X,8,adulto,15.0
BU0000872,EN0000286,FUN000570,C,1,niño,22.5
BU0000873,EN0000287,FUN000674,J,10,niño,10.0
BU0000874,EN0000287,FUN000049,Q,15,adulto,15.0
BU0000875,EN0000287,FUN000448,R,5,adulto,15.0
BU0000876,EN0000288,FUN000773,W,14,niño,30.0
BU0000877,EN0000289,FUN000775,O,6,adulto,22.5
BU0000878,EN0000289,FUN000957,M,2,niño,30.0
BU0000879,EN0000289,FUN000130,C,14,niño,10.0
BU0000880,EN0000289,FUN000176,Z,10,niño,30.0
BU0000881,EN0000289,FUN000411,F,2,adulto,10.0
BU0000882,EN0000290,FUN000152,R,18,niño,15.0
BU0000883,EN0000290,FUN000826,D,13,adulto,30.0
BU0000884,EN0000291,FUN000795,V,20,niño,22.5
BU0000885,EN0000292,FUN000471,X,19,adulto,10.0
BU0000886,EN0000292,FUN000845,Y,20,adulto,30.0
BU0000887,EN0000293,FUN000578,X,3,adulto,10.0
BU0000888,EN0000293,FUN000213,I,9,adulto,15.0
BU0000889,EN0000293,FUN000486,I,11,adulto,30.0
BU0000890,EN0000294,FUN000537,E,17,niño,22.5
BU0000891,EN0000295,FUN000760,Q,2,adulto,30.0
BU0000892,EN0000295,FUN000162,U,10,adulto,30.0
BU0000893,EN0000295,FUN000126,P,3,adulto,30.0
BU0000894,EN0000295,FUN000718,U,5,niño,22.5
BU0000895,EN0000296,FUN000764,J,2,niño,10.0
BU0000896,EN0000296,FUN000560,L,17,niño,15.0
BU0000897,EN0000296,FUN000697,I,1,niño,10.0
BU0000898,EN0000296,FUN000086,K,5,adulto,15.0
BU0000899,EN0000297,FUN000929,K,14,adulto,30.0
BU0000900,EN0000297,FUN000408,X,18,adulto,22.5
BU0000901,EN0000297,FUN000259,W,5,niño,10.0
BU0000902,EN0000298,FUN000655,D,2,niño,10.0
BU0000903,EN0000298,FUN000962,R,12,adulto,15.0
BU0000904,EN0000298,FUN000185,T,16,niño,15.0
BU0000905,EN0000298,FUN000420,T,19,adulto,10.0
BU0000906,EN0000299,FUN000902,M,12,adulto,10.0
BU0000907,EN0000299,FUN000873,G,10,niño,15.0
BU0000908,EN0000299,FUN000842,X,15,adulto,15.0
BU0000909,EN0000299,FUN000447,M,13,niño,30.0
BU0000910,EN0000300,FUN000766,I,20,adulto,22.5
BU0000911,EN0000300,FUN000521,D,18,niño,22.5
BU0000912,EN0000300,FUN000230,B,10,adulto,15.0
BU0000913,EN0000300,FUN000314,V,15,adulto,15.0
BU0000914,EN0000301,FUN000362,Y,18,niño,30.0
BU0000915,EN0000302,FUN000786,S,6,niño,30.0
BU0000916,EN0000302,FUN000029,F,18,adulto,15.0
BU0000917,EN0000302,FUN000378,S,15,adulto,10.0
BU0000918,EN0000302,FUN000744,A,12,adulto,10.0
BU0000919,EN0000303,FUN000818,G,9,niño,30.0
BU0000920,EN0000303,FUN000101,R,1,adulto,10.0
BU0000921,EN0000303,FUN000465,Z,6,niño,30.0
BU0000922,EN0000304,FUN000633,P,3,niño,22.5
BU0000923,EN0000304,FUN000280,X,19,adulto,22.5
BU0000924,EN0000304,FUN000213,K,11,adulto,10.0
BU0000925,EN0000304,FUN000973,Q,3,adulto,15.0
BU0000926,EN0000305,FUN000413,A,12,adulto,15.0
BU0000927,EN0000305,FUN000944,I,18,niño,15.0
BU0000928,EN0000305,FUN000204,I,7,adulto,30.0
BU0000929,EN0000305,FUN000085,Y,3,niño,15.0
BU0000930,EN0000305,FUN000429,N,8,niño,30.0
BU0000931,EN0000306,FUN000619,T,13,niño,30.0
BU0000932,EN0000306,FUN000642,Q,7,niño,22.5
BU0000933,EN0000306,FUN000535,A,6,niño,10.0
BU0000934,EN0000306,FUN000153,W,9,adulto,22.5
BU0000935,EN0000306,FUN000846,Y,11,niño,10.0
BU0000936,EN0000307,FUN000549,A,18,adulto,15.0
BU0000937,EN0000307,FUN000506,I,14,niño,15.0
BU0000938,EN0000307,FUN000352,K,9,adulto,22.5
BU0000939,EN0000308,FUN000113,O,2,adulto,30.0
BU0000940,EN0000308,FUN000630,U,15,adulto,22.5
